m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.0,10.6,14.5,10.5,7.0,0.69,30.0
1,2,7.1,9.9,14.2,11.0,7.0,0.66,27.0
1,3,6.5,9.6,14.0,10.7,6.0,0.59,56.0
2,1,7.1,10.9,15.1,12.8,4.0,0.4,15.0
2,2,6.5,10.6,15.5,10.9,4.0,0.43,9.0
2,3,8.0,12.0,16.5,11.7,5.0,0.56,12.0
3,1,8.7,12.4,16.5,10.0,7.0,0.68,28.0
3,2,8.5,12.6,16.9,12.5,6.0,0.55,8.0
3,3,9.3,13.5,17.8,12.5,4.0,0.34,2.0
4,1,10.5,14.6,19.2,12.0,5.0,0.5,7.0
4,2,11.2,15.7,19.8,11.0,5.0,0.53,11.0
4,3,12.7,16.8,21.1,11.1,4.0,0.4,2.0
5,1,13.5,18.0,22.0,10.4,5.0,0.48,4.0
5,2,15.3,19.7,24.5,9.3,4.0,0.38,3.0
5,3,16.0,20.8,25.4,11.9,3.0,0.3,1.0
6,1,17.5,23.1,27.4,10.8,2.0,0.18,0.0
6,2,19.6,24.0,28.5,11.0,4.0,0.38,2.0
6,3,21.5,26.3,31.4,11.6,1.0,0.08,0.0
7,1,21.4,26.3,31.0,11.8,2.0,0.18,0.0
7,2,21.3,26.7,31.3,12.0,1.0,0.13,0.0
7,3,22.3,27.4,32.7,11.5,1.0,0.09,0.0
8,1,22.5,27.9,33.3,11.3,2.0,0.15,0.0
8,2,22.1,27.3,33.2,11.2,3.0,0.25,0.0
8,3,22.3,27.3,32.5,11.0,4.0,0.39,2.0
9,1,20.9,25.4,30.2,12.3,4.0,0.38,3.0
9,2,19.2,24.3,29.6,10.7,4.0,0.38,1.0
9,3,17.6,22.3,27.2,10.8,4.0,0.43,3.0
10,1,17.1,21.4,26.4,11.0,3.0,0.33,1.0
10,2,16.2,20.1,24.6,9.8,5.0,0.45,34.0
10,3,15.3,19.1,24.0,9.2,3.0,0.27,2.0
11,1,14.2,18.5,23.2,9.9,4.0,0.38,9.0
11,2,12.7,15.9,19.9,12.6,7.0,0.73,42.0
11,3,11.1,14.4,18.0,13.3,7.0,0.73,65.0
12,1,10.5,13.3,16.8,10.5,9.0,0.88,63.0
12,2,8.5,11.7,15.8,9.6,5.0,0.48,61.0
12,3,7.9,10.8,15.5,10.0,4.0,0.39,3.0
