m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.4,10.8,17.1,14.2,1.0,0.07,0.0
1,2,6.2,10.9,17.0,15.3,2.0,0.18,3.0
1,3,8.3,12.9,18.0,15.6,1.0,0.12,1.0
2,1,7.8,12.5,18.6,12.8,2.0,0.17,1.0
2,2,8.3,12.9,18.9,12.6,1.0,0.09,1.0
2,3,8.4,13.3,18.9,18.0,1.0,0.08,0.0
3,1,9.7,14.0,18.1,17.6,3.0,0.32,4.0
3,2,10.1,15.2,20.2,13.8,2.0,0.24,5.0
3,3,9.6,14.4,19.1,17.1,4.0,0.36,27.0
4,1,10.6,15.5,21.2,12.6,2.0,0.21,4.0
4,2,12.3,16.7,21.3,12.7,3.0,0.31,10.0
4,3,12.9,17.8,21.5,11.4,4.0,0.38,17.0
5,1,14.4,19.0,24.4,12.0,2.0,0.19,2.0
5,2,15.1,19.7,24.6,14.0,2.0,0.17,2.0
5,3,16.1,21.2,25.7,11.9,2.0,0.18,20.0
6,1,17.7,22.5,27.5,11.0,2.0,0.19,1.0
6,2,19.5,24.2,28.8,11.9,2.0,0.15,1.0
6,3,20.0,25.2,29.3,10.9,0.0,0.03,0.0
7,1,21.7,26.4,30.8,11.9,0.0,0.03,0.0
7,2,22.4,27.2,31.9,11.6,0.0,0.0,0.0
7,3,22.8,27.7,32.8,11.1,1.0,0.05,0.0
8,1,23.2,27.9,32.7,11.6,0.0,0.05,0.0
8,2,22.9,27.5,32.8,9.9,1.0,0.09,1.0
8,3,22.4,27.0,32.1,10.6,1.0,0.1,1.0
9,1,21.5,25.6,30.0,10.1,1.0,0.15,6.0
9,2,20.1,24.0,29.6,13.1,4.0,0.36,16.0
9,3,19.0,23.5,28.3,12.0,2.0,0.25,2.0
10,1,17.1,21.7,27.2,10.4,1.0,0.1,1.0
10,2,15.4,20.5,25.7,10.8,2.0,0.15,2.0
10,3,14.7,19.1,24.4,11.8,2.0,0.22,26.0
11,1,13.1,16.8,22.7,12.3,2.0,0.18,2.0
11,2,13.1,15.9,22.2,14.2,2.0,0.23,2.0
11,3,10.0,14.6,20.3,15.6,2.0,0.15,8.0
12,1,9.9,13.7,18.4,16.2,2.0,0.2,2.0
12,2,8.3,12.9,18.6,11.4,1.0,0.09,0.0
12,3,8.4,11.4,19.2,11.1,1.0,0.1,0.0
