m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.3,11.5,16.0,13.5,16.0,0.53,70.0
2,6.5,11.4,16.7,13.5,8.0,0.27,5.0
3,7.5,12.9,18.1,13.0,12.0,0.4,83.0
4,10.7,16.5,21.7,12.8,10.0,0.33,52.0
5,15.4,21.1,26.0,12.6,11.0,0.35,30.0
6,18.9,24.8,30.0,13.0,5.0,0.18,1.0
7,22.3,28.0,33.5,13.9,1.0,0.02,0.0
8,22.4,27.7,32.4,12.2,2.0,0.07,0.0
9,19.2,25.2,30.9,12.3,6.0,0.19,5.0
10,15.5,20.9,26.5,11.2,4.0,0.13,3.0
11,10.8,16.2,22.3,11.8,12.0,0.41,79.0
12,9.2,13.0,17.5,12.0,15.0,0.49,156.0
