m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,13.0,14.7,17.7,11.2,0.0,,0.0
1,2,12.2,14.5,16.9,12.9,0.0,,0.0
1,3,13.1,14.8,16.7,13.7,0.0,,0.0
2,1,12.6,14.8,17.2,10.5,0.0,,0.0
2,2,13.3,15.3,17.8,12.1,0.0,,0.0
2,3,13.0,15.3,17.7,12.5,0.0,,0.0
3,1,13.2,14.9,17.0,13.7,0.0,,0.0
3,2,13.1,15.6,18.9,11.9,0.0,,0.0
3,3,13.2,16.0,18.9,13.7,0.0,,0.0
4,1,13.8,16.2,19.0,13.4,0.0,,0.0
4,2,14.5,16.9,19.3,12.2,0.0,,0.0
4,3,14.7,17.0,19.7,13.0,0.0,,0.0
5,1,15.3,18.3,21.2,12.0,0.0,,0.0
5,2,15.2,18.5,21.9,12.7,0.0,,0.0
5,3,15.9,19.6,23.7,11.1,0.0,,0.0
6,1,16.4,20.3,23.1,12.4,0.0,,0.0
6,2,16.2,19.8,22.8,12.6,0.0,,0.0
6,3,16.7,20.4,25.5,12.0,0.0,,0.0
7,1,16.6,21.2,25.5,11.3,0.0,,0.0
7,2,17.3,22.0,26.9,11.6,0.0,,0.0
7,3,17.1,21.6,26.4,13.1,0.0,,0.0
8,1,17.2,21.7,26.7,11.7,0.0,,0.0
8,2,17.1,22.0,27.1,12.6,0.0,,0.0
8,3,17.5,21.8,26.8,11.6,0.0,,0.0
9,1,18.0,21.6,25.5,10.5,0.0,,0.0
9,2,18.8,21.5,24.9,10.8,0.0,,0.0
9,3,18.4,21.1,24.7,11.4,0.0,,0.0
10,1,17.8,20.5,24.1,10.4,0.0,,0.0
10,2,17.5,19.9,23.0,12.2,0.0,,0.0
10,3,16.8,19.0,21.4,12.1,0.0,,0.0
11,1,15.7,17.7,20.0,12.1,0.0,,0.0
11,2,15.5,17.4,20.0,11.2,0.0,,0.0
11,3,14.9,16.9,19.0,12.5,0.0,,0.0
12,1,13.9,16.0,18.0,11.0,0.0,,0.0
12,2,13.9,15.9,17.9,13.1,0.0,,0.0
12,3,13.8,15.6,18.2,10.6,0.0,,0.0
