m,coco,coco_pct
1,5.0,0.079
4,1.0,0.319
1,1.0,0.392
4,17.0,0.029
11,8.0,0.008
9,8.0,0.014
4,3.0,0.37
2,9.0,0.001
12,9.0,0.007
3,17.0,0.054
7,18.0,0.0
9,5.0,0.06
12,8.0,0.019
10,3.0,0.381
5,1.0,0.193
5,2.0,0.276
12,7.0,0.021
6,1.0,0.221
9,2.0,0.27
9,9.0,0.019
8,7.0,0.006
4,2.0,0.218
6,3.0,0.39
1,3.0,0.282
2,5.0,0.068
9,7.0,0.013
4,5.0,0.04
3,7.0,0.018
1,2.0,0.184
9,3.0,0.348
1,18.0,0.0
10,18.0,0.0
4,18.0,0.0
8,17.0,0.002
1,17.0,0.04
11,3.0,0.312
3,1.0,0.248
6,8.0,0.015
7,17.0,0.002
10,7.0,0.017
8,8.0,0.002
6,9.0,0.003
10,5.0,0.097
6,7.0,0.019
7,2.0,0.345
5,17.0,0.02
2,1.0,0.3
4,8.0,0.014
7,1.0,0.248
8,9.0,0.002
11,1.0,0.327
10,2.0,0.192
5,8.0,0.014
12,2.0,0.159
1,7.0,0.016
8,18.0,0.0
12,17.0,0.038
5,7.0,0.022
9,1.0,0.256
2,18.0,0.0
6,5.0,0.039
3,3.0,0.35
7,7.0,0.002
11,7.0,0.014
7,5.0,0.042
8,3.0,0.377
3,18.0,0.001
5,18.0,0.0
3,8.0,0.005
2,3.0,0.31
11,5.0,0.103
7,3.0,0.359
2,7.0,0.017
11,2.0,0.206
12,1.0,0.405
6,17.0,0.014
3,9.0,0.002
6,18.0,0.0
12,3.0,0.278
11,17.0,0.026
10,8.0,0.004
11,9.0,0.003
8,5.0,0.085
7,9.0,0.0
2,17.0,0.044
10,9.0,0.0
5,5.0,0.015
10,17.0,0.028
12,18.0,0.003
4,7.0,0.011
9,17.0,0.02
1,9.0,0.001
3,2.0,0.24
5,3.0,0.457
1,8.0,0.005
11,18.0,0.001
2,2.0,0.25
12,5.0,0.069
3,5.0,0.082
8,1.0,0.242
5,9.0,0.003
10,1.0,0.281
7,8.0,0.001
2,8.0,0.009
6,2.0,0.3
4,9.0,0.0
8,2.0,0.285
9,18.0,0.0
