m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,17.0,18.9,21.5,9.5,5.0,0.48,4.0
1,2,16.5,18.7,21.0,10.4,3.0,0.28,1.0
1,3,15.5,18.0,20.5,12.1,4.0,0.32,3.0
2,1,16.5,18.9,22.0,9.7,4.0,0.4,2.0
2,2,16.5,19.1,21.5,10.8,3.0,0.33,2.0
2,3,15.7,18.2,21.0,13.9,5.0,0.56,4.0
3,1,15.5,18.2,21.3,12.5,4.0,0.38,1.0
3,2,15.6,18.4,21.6,11.8,3.0,0.25,0.0
3,3,15.0,17.8,21.0,10.6,5.0,0.45,5.0
4,1,16.1,18.4,21.6,9.7,4.0,0.35,1.0
4,2,17.8,20.0,23.5,9.1,2.0,0.15,0.0
4,3,17.0,19.3,22.5,9.9,4.0,0.43,3.0
5,1,17.5,20.0,23.0,9.8,1.0,0.05,0.0
5,2,17.9,20.4,23.5,9.9,3.0,0.28,1.0
5,3,18.0,20.5,23.5,10.9,3.0,0.27,1.0
6,1,18.7,21.2,24.0,9.4,3.0,0.3,0.0
6,2,19.2,21.8,24.5,10.1,2.0,0.18,0.0
6,3,19.0,21.4,24.5,9.9,1.0,0.13,0.0
7,1,19.6,22.2,25.5,10.1,1.0,0.05,0.0
7,2,20.8,23.4,26.5,8.3,1.0,0.05,0.0
7,3,21.0,23.3,26.0,9.1,1.0,0.05,0.0
8,1,20.7,23.0,25.5,9.8,0.0,0.03,0.0
8,2,21.3,24.0,27.0,8.9,1.0,0.1,0.0
8,3,22.0,24.9,28.0,9.6,1.0,0.13,0.0
9,1,21.2,23.5,26.6,8.8,2.0,0.17,0.0
9,2,21.4,23.8,26.8,10.3,3.0,0.33,2.0
9,3,21.0,23.0,26.0,9.8,3.0,0.28,0.0
10,1,21.0,22.9,26.3,9.4,1.0,0.08,0.0
10,2,20.5,22.9,26.0,9.0,4.0,0.38,1.0
10,3,19.5,21.7,24.5,9.2,4.0,0.39,2.0
11,1,19.0,21.3,24.0,9.5,3.0,0.28,1.0
11,2,19.0,22.2,25.5,8.6,3.0,0.3,1.0
11,3,18.3,20.6,23.0,8.9,4.0,0.4,3.0
12,1,17.8,19.8,22.0,10.3,5.0,0.48,4.0
12,2,17.0,19.3,22.0,10.3,3.0,0.28,2.0
12,3,17.5,19.2,21.5,8.6,4.0,0.34,1.0
