m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,6.1,9.6,12.5,6.2,0.0,,0.0
1,2,6.5,9.5,13.3,7.1,0.0,,0.0
1,3,7.7,10.7,14.4,7.4,0.0,,0.0
2,1,7.7,10.8,14.5,7.0,0.0,,0.0
2,2,8.2,11.6,15.9,6.0,0.0,,0.0
2,3,8.2,11.9,15.4,6.1,0.0,,0.0
3,1,8.1,11.3,14.5,8.5,0.0,,0.0
3,2,8.5,12.0,16.2,7.0,0.0,,0.0
3,3,9.2,13.0,17.5,7.2,0.0,,0.0
4,1,9.7,12.7,17.2,7.1,0.0,,0.0
4,2,11.1,14.8,18.8,6.9,0.0,,0.0
4,3,10.8,14.4,17.7,6.1,0.0,,0.0
5,1,12.6,16.1,19.5,6.7,0.0,,0.0
5,2,12.5,15.9,19.5,7.2,0.0,,0.0
5,3,13.4,17.9,22.2,6.1,0.0,,0.0
6,1,13.9,17.5,20.8,6.9,0.0,,0.0
6,2,13.9,17.3,20.4,5.9,0.0,,0.0
6,3,14.7,17.9,21.6,6.1,0.0,,0.0
7,1,15.3,18.9,22.9,6.4,0.0,,0.0
7,2,16.3,20.6,24.7,6.7,0.0,,0.0
7,3,15.5,19.0,22.8,6.7,0.0,,0.0
8,1,16.0,19.3,23.1,6.7,0.0,,0.0
8,2,15.5,19.4,23.5,6.8,0.0,,0.0
8,3,15.3,19.0,23.7,6.3,0.0,,0.0
9,1,16.2,19.8,23.8,6.4,0.0,,0.0
9,2,15.7,19.2,23.5,5.7,0.0,,0.0
9,3,14.0,17.4,21.4,5.5,0.0,,0.0
10,1,13.8,17.1,21.6,5.5,0.0,,0.0
10,2,14.2,17.2,19.9,6.5,0.0,,0.0
10,3,12.2,15.3,18.4,6.6,0.0,,0.0
11,1,11.1,13.4,16.5,7.6,0.0,,0.0
11,2,10.4,13.4,17.4,5.9,0.0,,0.0
11,3,9.5,12.1,15.0,7.0,0.0,,0.0
12,1,8.1,10.7,13.7,6.6,0.0,,0.0
12,2,9.1,11.4,14.4,8.6,0.0,,0.0
12,3,8.4,11.0,14.2,7.2,0.0,,0.0
