m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.3,6.6,9.6,5.8,4.0,0.4,24.0
1,2,2.6,5.8,9.1,5.2,3.0,0.27,11.0
1,3,2.7,5.9,9.9,5.4,3.0,0.29,10.0
2,1,4.9,8.3,11.5,4.8,3.0,0.31,20.0
2,2,5.1,8.6,13.2,3.9,2.0,0.22,3.0
2,3,6.7,9.9,14.4,5.4,3.0,0.35,14.0
3,1,6.0,9.7,15.0,5.4,5.0,0.48,28.0
3,2,7.0,11.0,15.6,5.2,3.0,0.27,1.0
3,3,7.5,12.3,16.7,5.1,3.0,0.31,5.0
4,1,8.9,12.9,18.5,5.0,4.0,0.37,8.0
4,2,10.6,15.2,19.8,6.1,3.0,0.34,16.0
4,3,13.0,16.8,20.9,5.8,5.0,0.51,23.0
5,1,14.1,17.6,21.6,6.2,5.0,0.45,22.0
5,2,15.4,18.3,21.9,6.7,7.0,0.65,37.0
5,3,17.8,21.0,24.3,6.7,6.0,0.57,15.0
6,1,19.3,23.0,26.1,5.8,6.0,0.57,34.0
6,2,21.0,24.4,28.0,6.2,3.0,0.33,7.0
6,3,22.1,26.2,30.0,7.2,3.0,0.34,22.0
7,1,21.9,25.8,29.3,8.4,4.0,0.42,14.0
7,2,22.5,26.3,29.3,6.6,3.0,0.34,13.0
7,3,23.8,26.9,30.9,6.6,5.0,0.42,14.0
8,1,23.3,26.4,29.3,7.9,5.0,0.45,19.0
8,2,23.7,26.9,29.6,6.4,3.0,0.32,11.0
8,3,22.7,25.4,28.5,7.8,5.0,0.44,20.0
9,1,21.0,24.0,26.9,7.0,3.0,0.35,16.0
9,2,20.8,23.5,26.5,6.1,4.0,0.42,9.0
9,3,17.2,20.1,23.1,6.1,5.0,0.46,33.0
10,1,15.9,18.8,22.2,5.8,4.0,0.41,17.0
10,2,14.7,17.5,21.0,6.3,3.0,0.31,20.0
10,3,14.5,17.4,20.2,5.0,5.0,0.49,26.0
11,1,12.0,14.5,17.2,6.4,4.0,0.44,35.0
11,2,7.7,10.8,15.0,6.4,4.0,0.35,9.0
11,3,6.0,8.8,12.3,5.9,4.0,0.38,12.0
12,1,4.3,6.9,10.1,5.9,6.0,0.55,39.0
12,2,4.9,7.2,10.0,5.9,3.0,0.27,7.0
12,3,5.1,7.4,10.1,5.1,3.0,0.26,4.0
