m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,3.2,5.9,9.6,5.5,10.0,0.32,44.0
2,5.5,8.7,13.1,4.7,8.0,0.29,37.0
3,6.5,11.1,15.9,5.4,11.0,0.35,34.0
4,10.6,15.2,19.8,5.6,12.0,0.4,47.0
5,15.4,18.4,22.4,6.6,17.0,0.56,74.0
6,20.8,24.4,28.0,6.4,12.0,0.41,63.0
7,22.8,26.4,29.8,6.9,12.0,0.4,42.0
8,23.3,26.4,29.5,7.5,12.0,0.4,51.0
9,20.4,23.2,25.9,6.1,12.0,0.41,58.0
10,15.2,17.9,20.9,5.8,13.0,0.41,63.0
11,7.7,10.8,15.0,6.3,12.0,0.39,56.0
12,4.7,7.2,10.0,5.8,11.0,0.36,50.0
