m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,4.1,7.5,10.5,15.4,17.0,0.56,65.0
2,4.7,7.5,11.5,16.3,13.0,0.46,23.0
3,5.3,9.1,12.7,14.3,21.0,0.66,63.0
4,9.0,12.6,17.3,13.8,16.0,0.54,41.0
5,14.2,17.8,22.3,13.5,13.0,0.41,18.0
6,18.6,22.6,26.8,14.1,12.0,0.41,17.0
7,21.0,25.1,29.5,15.6,9.0,0.3,9.0
8,22.0,25.5,29.8,16.6,8.0,0.26,3.0
9,18.5,22.3,26.3,16.2,14.0,0.46,13.0
10,14.1,17.3,21.0,14.5,13.0,0.4,11.0
11,10.1,13.3,16.4,15.2,14.0,0.48,36.0
12,7.0,9.7,12.5,14.6,18.0,0.57,66.0
