m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,-1.1,2.5,8.0,4.7,3.0,0.3,7.0
1,2,-2.1,2.3,8.2,4.9,1.0,0.11,1.0
1,3,-1.7,3.2,8.8,5.0,2.0,0.22,5.0
2,1,-0.2,4.2,10.5,5.2,3.0,0.27,10.0
2,2,-0.3,5.1,11.9,5.0,1.0,0.1,0.0
2,3,0.8,6.3,13.0,5.9,3.0,0.33,11.0
3,1,1.5,6.2,11.8,5.4,4.0,0.37,11.0
3,2,3.3,8.7,14.4,5.7,3.0,0.32,6.0
3,3,3.5,9.5,15.4,5.8,2.0,0.18,6.0
4,1,3.9,10.0,16.5,6.5,3.0,0.3,23.0
4,2,6.4,12.3,18.3,6.1,3.0,0.34,17.0
4,3,8.0,13.2,18.1,5.8,3.0,0.34,27.0
5,1,9.2,14.8,19.9,5.8,6.0,0.56,47.0
5,2,10.1,15.2,20.2,5.8,6.0,0.64,45.0
5,3,12.8,17.3,22.5,5.8,7.0,0.61,40.0
6,1,13.4,19.4,25.0,5.5,5.0,0.53,30.0
6,2,16.5,22.0,27.5,5.8,5.0,0.46,21.0
6,3,16.7,22.8,28.4,6.0,4.0,0.44,16.0
7,1,17.4,23.2,29.0,5.8,4.0,0.45,13.0
7,2,18.3,23.6,28.8,5.9,4.0,0.4,10.0
7,3,19.5,24.8,30.5,6.1,4.0,0.39,14.0
8,1,19.0,24.4,30.3,6.1,2.0,0.23,7.0
8,2,18.8,24.1,29.7,5.7,4.0,0.39,17.0
8,3,17.2,22.8,28.0,5.4,4.0,0.4,16.0
9,1,14.5,20.0,26.2,5.1,4.0,0.38,16.0
9,2,14.6,20.0,26.4,5.0,3.0,0.33,15.0
9,3,10.6,16.1,22.2,4.7,3.0,0.31,4.0
10,1,9.5,14.3,20.6,4.5,3.0,0.32,18.0
10,2,9.6,13.3,18.6,4.0,3.0,0.3,13.0
10,3,9.2,12.8,17.6,3.8,5.0,0.45,27.0
11,1,5.8,9.1,14.1,4.1,4.0,0.42,17.0
11,2,3.7,7.5,12.1,4.4,4.0,0.39,20.0
11,3,0.7,4.5,10.7,4.5,3.0,0.33,19.0
12,1,-0.8,3.1,8.0,4.5,4.0,0.39,14.0
12,2,-1.3,2.6,7.4,4.0,2.0,0.25,3.0
12,3,-1.2,3.0,9.5,4.1,1.0,0.12,2.0
