m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,-1.8,2.4,8.1,4.9,7.0,0.21,12.0
2,0.1,5.8,11.8,5.2,7.0,0.23,21.0
3,2.7,8.5,14.0,5.7,9.0,0.29,22.0
4,6.3,12.3,18.0,6.1,10.0,0.33,67.0
5,10.9,15.7,21.2,5.8,19.0,0.6,131.0
6,15.3,21.4,27.0,5.7,14.0,0.48,68.0
7,18.2,23.9,29.1,6.0,13.0,0.41,38.0
8,18.4,23.9,29.9,5.7,11.0,0.34,40.0
9,14.2,19.5,25.1,5.0,10.0,0.34,35.0
10,9.3,13.5,19.0,4.1,11.0,0.36,58.0
11,3.7,7.5,12.4,4.4,11.0,0.38,55.0
12,-0.9,2.8,8.4,4.2,8.0,0.25,19.0
