m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,9.5,13.1,16.6,14.0,7.0,0.24,15.0
2,10.3,14.1,17.7,14.3,5.0,0.18,11.0
3,11.4,15.1,18.7,15.0,10.0,0.31,43.0
4,13.3,16.8,20.4,14.9,8.0,0.28,19.0
5,15.9,20.0,24.2,14.8,3.0,0.11,1.0
6,17.7,21.5,25.4,15.0,3.0,0.11,2.0
7,20.1,24.2,28.7,14.4,0.0,0.01,0.0
8,20.7,24.6,28.5,12.2,0.0,0.01,0.0
9,19.3,22.6,26.3,12.3,5.0,0.17,3.0
10,16.4,19.5,23.0,12.4,10.0,0.32,55.0
11,13.1,16.2,19.9,13.0,10.0,0.32,38.0
12,10.8,14.1,17.5,12.6,9.0,0.29,29.0
