m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,7.2,10.6,13.5,16.3,17.0,0.54,64.0
2,6.8,10.0,13.6,17.8,15.0,0.51,78.0
3,7.7,11.7,16.0,16.0,14.0,0.44,41.0
4,10.8,15.7,20.0,14.3,7.0,0.24,11.0
5,14.9,19.8,24.4,12.0,7.0,0.22,10.0
6,18.8,23.4,27.6,13.9,3.0,0.11,5.0
7,21.3,25.5,29.4,16.2,2.0,0.05,1.0
8,21.6,25.3,29.6,16.3,2.0,0.06,1.0
9,19.1,22.9,27.1,15.0,6.0,0.22,9.0
10,15.8,18.7,23.5,12.7,9.0,0.29,16.0
11,12.4,15.8,20.0,14.8,11.0,0.38,24.0
12,9.4,12.5,16.2,14.6,15.0,0.5,63.0
