m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,11.3,13.2,16.1,18.5,18.0,0.57,50.0
2,10.4,13.1,16.2,22.1,16.0,0.54,35.0
3,10.9,13.7,16.7,19.2,19.0,0.6,33.0
4,13.8,17.3,21.0,19.0,9.0,0.31,6.0
5,16.9,19.9,23.4,17.6,10.0,0.31,9.0
6,21.0,23.9,26.9,21.0,5.0,0.16,1.0
7,24.7,26.9,29.4,29.2,2.0,0.07,1.0
8,24.6,26.8,29.8,23.7,3.0,0.08,0.0
9,22.1,24.4,27.0,21.9,9.0,0.31,7.0
10,18.6,20.3,22.8,20.6,10.0,0.33,9.0
11,15.3,17.9,20.9,16.9,13.0,0.43,13.0
12,12.7,15.0,18.0,17.9,19.0,0.62,33.0
