m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,12.0,14.6,17.4,13.9,4.0,0.36,5.0
1,2,10.7,12.9,16.0,21.3,7.0,0.66,14.0
1,3,10.3,12.8,15.6,18.5,7.0,0.65,26.0
2,1,10.4,12.8,15.3,28.4,5.0,0.54,12.0
2,2,10.1,12.5,14.8,23.2,6.0,0.6,21.0
2,3,10.4,12.9,16.0,19.4,5.0,0.6,9.0
3,1,10.8,13.7,16.7,18.0,6.0,0.62,11.0
3,2,10.6,13.2,16.0,24.3,7.0,0.72,13.0
3,3,11.4,14.6,17.4,18.7,5.0,0.43,9.0
4,1,13.5,17.3,21.0,20.5,4.0,0.38,4.0
4,2,13.4,16.8,19.8,18.8,3.0,0.28,2.0
4,3,14.7,17.7,21.4,17.0,3.0,0.28,0.0
5,1,16.0,18.4,21.7,19.4,5.0,0.45,4.0
5,2,16.6,20.7,23.7,17.3,2.0,0.18,0.0
5,3,18.7,21.3,24.4,16.5,4.0,0.32,5.0
6,1,20.6,22.9,25.5,19.5,1.0,0.13,0.0
6,2,20.9,23.0,25.8,22.5,3.0,0.33,1.0
6,3,23.7,26.0,28.7,25.3,0.0,0.03,0.0
7,1,24.1,25.9,28.3,27.3,2.0,0.15,1.0
7,2,24.7,27.1,29.8,29.9,0.0,0.03,0.0
7,3,25.2,27.6,30.2,27.1,1.0,0.05,0.0
8,1,24.8,27.4,30.7,26.2,0.0,0.0,0.0
8,2,24.8,26.4,29.2,25.4,0.0,0.03,0.0
8,3,24.0,26.5,29.6,19.8,2.0,0.21,0.0
9,1,23.3,25.4,28.2,26.5,4.0,0.44,4.0
9,2,22.1,24.5,26.8,19.9,2.0,0.2,0.0
9,3,21.1,23.5,26.1,20.0,3.0,0.3,2.0
10,1,19.4,22.0,24.5,24.1,3.0,0.25,1.0
10,2,18.5,20.5,23.4,21.4,5.0,0.5,7.0
10,3,17.9,19.3,22.0,17.3,3.0,0.25,1.0
11,1,16.9,18.9,22.0,16.6,2.0,0.2,2.0
11,2,15.2,17.6,20.7,17.8,6.0,0.55,6.0
11,3,14.0,16.9,19.7,17.0,6.0,0.55,5.0
12,1,13.4,15.8,18.9,17.8,6.0,0.61,3.0
12,2,13.1,15.4,17.9,19.2,6.0,0.61,15.0
12,3,11.9,13.7,16.5,13.8,7.0,0.64,14.0
