m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,3.3,5.7,7.6,14.3,8.0,0.77,31.0
1,2,0.6,3.6,5.8,12.6,6.0,0.56,27.0
1,3,2.0,4.4,6.3,14.7,6.0,0.58,21.0
2,1,2.3,5.1,8.0,15.2,7.0,0.67,25.0
2,2,3.8,6.6,9.5,14.9,5.0,0.54,22.0
2,3,3.5,7.9,11.5,15.5,5.0,0.59,23.0
3,1,1.6,5.9,9.9,12.0,5.0,0.46,19.0
3,2,3.1,7.7,11.2,14.9,5.0,0.53,22.0
3,3,2.8,7.9,12.5,13.9,5.0,0.43,14.0
4,1,4.6,8.8,14.2,13.7,4.0,0.44,26.0
4,2,4.2,10.1,15.0,13.1,3.0,0.34,6.0
4,3,5.2,10.0,15.1,12.6,4.0,0.44,18.0
5,1,5.5,10.6,15.9,10.5,5.0,0.5,19.0
5,2,8.0,13.8,18.9,10.9,3.0,0.35,11.0
5,3,9.9,14.3,19.9,11.8,5.0,0.49,28.0
6,1,11.0,16.6,21.4,11.7,4.0,0.37,22.0
6,2,12.3,17.6,22.7,10.5,4.0,0.39,19.0
6,3,13.2,18.7,23.8,11.1,3.0,0.32,10.0
7,1,11.6,17.1,21.4,12.0,5.0,0.5,20.0
7,2,12.4,18.2,22.7,9.6,3.0,0.33,17.0
7,3,13.7,19.8,24.9,9.9,5.0,0.42,24.0
8,1,13.1,18.9,24.1,10.1,5.0,0.46,18.0
8,2,14.1,19.7,24.5,9.9,4.0,0.44,26.0
8,3,12.3,17.9,23.9,10.6,5.0,0.42,16.0
9,1,11.8,17.4,22.5,9.1,4.0,0.39,18.0
9,2,10.2,15.3,20.3,9.8,3.0,0.3,10.0
9,3,8.7,13.9,18.5,9.9,6.0,0.56,41.0
10,1,9.2,12.6,16.8,12.3,6.0,0.56,28.0
10,2,8.0,12.1,16.3,10.9,6.0,0.6,22.0
10,3,7.2,11.7,15.0,12.5,7.0,0.65,35.0
11,1,5.9,9.2,12.1,12.2,6.0,0.57,19.0
11,2,4.8,7.8,10.9,11.8,6.0,0.64,33.0
11,3,3.6,5.5,8.4,11.9,7.0,0.66,29.0
12,1,1.9,4.4,6.8,13.8,7.0,0.66,27.0
12,2,2.8,5.0,7.5,13.2,6.0,0.63,19.0
12,3,4.5,6.6,9.7,14.3,8.0,0.74,39.0
