m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,3.7,5.7,7.8,21.5,8.0,0.79,26.0
1,2,1.3,3.9,6.1,17.5,6.0,0.6,18.0
1,3,2.3,4.6,6.3,20.5,6.0,0.57,17.0
2,1,2.7,5.3,7.4,22.9,6.0,0.61,20.0
2,2,4.1,6.7,8.8,21.5,6.0,0.58,22.0
2,3,4.8,7.9,11.3,20.3,5.0,0.53,18.0
3,1,3.1,5.9,9.5,15.2,5.0,0.49,15.0
3,2,4.2,7.7,10.7,21.0,7.0,0.71,16.0
3,3,3.8,8.0,11.6,18.3,5.0,0.47,15.0
4,1,5.5,9.2,13.1,19.2,5.0,0.53,23.0
4,2,6.2,10.0,14.4,18.0,3.0,0.33,6.0
4,3,6.3,10.3,14.0,16.7,4.0,0.43,14.0
5,1,6.6,11.1,15.3,14.2,5.0,0.5,12.0
5,2,9.6,13.7,18.3,14.1,4.0,0.42,13.0
5,3,10.9,14.5,18.1,17.7,5.0,0.49,28.0
6,1,12.0,15.9,20.1,15.5,4.0,0.39,15.0
6,2,13.4,17.2,21.5,15.3,4.0,0.43,22.0
6,3,14.2,18.8,22.5,14.7,3.0,0.3,10.0
7,1,13.7,17.1,20.3,18.4,5.0,0.5,25.0
7,2,14.5,18.2,22.2,13.8,4.0,0.41,10.0
7,3,15.8,19.8,23.8,14.5,5.0,0.42,20.0
8,1,15.2,19.1,23.2,15.5,4.0,0.43,22.0
8,2,15.3,20.1,23.9,14.5,5.0,0.47,14.0
8,3,14.1,18.2,22.4,15.4,5.0,0.46,14.0
9,1,13.6,17.9,22.0,13.0,5.0,0.5,26.0
9,2,12.5,15.8,19.8,14.2,4.0,0.41,20.0
9,3,10.8,14.6,18.1,14.9,7.0,0.66,42.0
10,1,10.0,12.8,16.3,17.5,6.0,0.58,36.0
10,2,9.7,12.4,15.8,15.7,6.0,0.63,20.0
10,3,8.8,11.7,14.4,18.0,7.0,0.62,34.0
11,1,6.6,9.3,11.6,17.5,6.0,0.63,24.0
11,2,5.7,8.1,11.0,17.0,6.0,0.64,26.0
11,3,4.2,5.9,8.3,16.3,7.0,0.67,34.0
12,1,2.6,4.9,7.5,19.6,8.0,0.8,28.0
12,2,3.2,5.2,7.9,18.6,6.0,0.59,20.0
12,3,4.6,6.6,9.6,21.1,8.0,0.77,35.0
