m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,23.8,26.7,30.9,9.5,10.0,0.98,81.0
1,2,23.5,26.8,31.0,8.9,10.0,0.98,60.0
1,3,23.5,26.9,30.9,9.0,11.0,0.96,60.0
2,1,24.0,27.3,31.6,8.7,9.0,0.94,34.0
2,2,23.8,27.3,31.4,8.6,10.0,0.98,47.0
2,3,24.0,27.4,31.7,9.1,9.0,1.0,42.0
3,1,24.3,27.6,32.0,9.5,10.0,0.98,44.0
3,2,23.8,27.9,32.4,10.1,9.0,0.85,30.0
3,3,24.2,27.9,32.7,9.5,11.0,0.98,63.0
4,1,24.4,27.8,32.4,9.5,10.0,0.95,43.0
4,2,24.5,28.2,33.1,9.1,10.0,1.0,48.0
4,3,24.5,28.1,32.7,8.7,10.0,1.0,67.0
5,1,24.8,28.2,32.7,8.5,10.0,0.98,70.0
5,2,24.6,28.1,32.6,8.9,10.0,0.95,68.0
5,3,24.5,28.1,32.4,8.4,10.0,0.91,48.0
6,1,24.5,27.9,32.2,8.4,10.0,0.95,37.0
6,2,24.2,27.9,32.1,8.6,10.0,0.95,55.0
6,3,23.9,27.4,32.0,8.9,9.0,0.9,87.0
7,1,23.9,27.6,32.0,8.8,10.0,0.95,59.0
7,2,24.0,27.8,32.1,8.6,8.0,0.83,27.0
7,3,24.1,27.6,32.5,9.4,9.0,0.84,39.0
8,1,24.2,27.6,32.1,9.1,9.0,0.88,61.0
8,2,23.8,27.3,31.8,9.1,10.0,1.0,103.0
8,3,23.6,27.1,31.7,9.1,11.0,0.98,81.0
9,1,23.6,27.2,31.7,8.7,10.0,0.95,47.0
9,2,23.6,27.1,31.4,9.1,10.0,1.0,95.0
9,3,23.8,27.2,31.3,9.0,10.0,1.0,98.0
10,1,24.0,27.1,31.2,8.4,9.0,0.94,110.0
10,2,23.8,27.0,31.2,8.3,9.0,0.9,132.0
10,3,23.8,27.2,31.1,8.5,11.0,1.0,95.0
11,1,24.2,26.9,30.8,9.1,10.0,1.0,122.0
11,2,24.1,27.1,30.7,8.6,10.0,1.0,117.0
11,3,24.2,26.9,31.0,9.4,10.0,0.98,145.0
12,1,24.0,26.6,30.4,9.5,10.0,0.98,107.0
12,2,24.0,26.5,30.3,9.4,10.0,1.0,130.0
12,3,23.7,26.9,31.0,8.9,11.0,0.95,86.0
