m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
2,1,11.9,16.2,20.3,12.6,1.0,0.05,0.0,egypte,cairo
2,2,11.0,15.1,19.0,13.0,1.0,0.1,2.0,egypte,cairo
2,3,12.7,17.4,22.2,11.7,0.0,0.0,0.0,egypte,cairo
3,1,13.9,18.8,24.6,14.6,0.0,0.0,0.0,egypte,cairo
3,2,13.7,17.8,22.2,16.4,2.0,0.15,1.0,egypte,cairo
3,3,14.8,19.7,25.0,16.9,2.0,0.18,3.0,egypte,cairo
4,1,16.1,21.8,27.9,14.7,1.0,0.1,0.0,egypte,cairo
4,2,16.4,21.8,28.0,15.9,2.0,0.15,1.0,egypte,cairo
4,3,17.3,22.9,29.7,16.6,0.0,0.0,0.0,egypte,cairo
5,1,19.5,25.0,31.2,14.9,0.0,0.0,0.0,egypte,cairo
5,2,20.2,26.1,32.8,15.7,0.0,0.0,0.0,egypte,cairo
5,3,22.1,28.1,34.0,15.8,0.0,0.0,0.0,egypte,cairo
6,1,22.9,28.5,34.4,16.1,0.0,0.0,0.0,egypte,cairo
6,2,23.7,29.1,34.5,15.2,0.0,0.0,0.0,egypte,cairo
6,3,24.2,29.5,35.1,14.3,0.0,0.0,0.0,egypte,cairo
7,1,25.0,29.8,35.0,13.2,0.0,0.0,0.0,egypte,cairo
7,2,25.5,30.3,35.6,14.1,0.0,0.0,0.0,egypte,cairo
7,3,25.5,30.5,36.0,12.7,0.0,0.0,0.0,egypte,cairo
8,1,26.4,30.8,36.0,12.0,0.0,0.0,0.0,egypte,cairo
8,2,25.5,30.1,35.0,13.2,0.0,0.0,0.0,egypte,cairo
8,3,25.5,30.0,35.0,13.8,0.0,0.0,0.0,egypte,cairo
9,1,25.5,29.6,34.5,14.1,0.0,0.0,0.0,egypte,cairo
9,2,24.2,28.3,33.5,14.0,0.0,0.03,0.0,egypte,cairo
9,3,23.5,28.1,33.6,14.7,0.0,0.0,0.0,egypte,cairo
10,1,22.2,26.3,31.0,14.7,1.0,0.1,0.0,egypte,cairo
10,2,21.5,25.7,30.5,12.7,0.0,0.0,0.0,egypte,cairo
10,3,20.0,24.2,28.7,13.2,1.0,0.12,0.0,egypte,cairo
11,1,19.0,22.8,27.1,11.3,1.0,0.07,0.0,egypte,cairo
11,2,17.5,21.2,24.8,10.5,2.0,0.17,0.0,egypte,cairo
11,3,16.0,19.3,23.7,10.1,1.0,0.1,0.0,egypte,cairo
12,1,14.8,18.4,22.3,10.5,0.0,0.0,0.0,egypte,cairo
12,2,14.0,17.6,21.5,12.3,1.0,0.08,0.0,egypte,cairo
12,3,12.0,15.7,20.0,12.5,3.0,0.24,0.0,egypte,cairo
1,1,13.1,17.8,23.4,15.4,1.0,0.06,0.0,egypte,el-gouna
1,2,12.4,17.1,22.6,15.6,0.0,0.0,0.0,egypte,el-gouna
1,3,11.6,17.0,22.5,16.2,0.0,0.03,0.0,egypte,el-gouna
2,1,13.1,18.2,24.4,14.8,0.0,0.0,0.0,egypte,el-gouna
2,2,13.0,18.1,22.9,17.4,1.0,0.05,0.0,egypte,el-gouna
2,3,14.0,19.3,25.1,16.5,1.0,0.06,0.0,egypte,el-gouna
3,1,14.9,20.6,26.3,14.4,0.0,0.0,0.0,egypte,el-gouna
3,2,15.4,20.9,26.7,16.8,1.0,0.13,3.0,egypte,el-gouna
3,3,16.4,21.5,27.5,19.0,0.0,0.0,0.0,egypte,el-gouna
4,1,19.2,25.2,30.8,15.9,1.0,0.05,1.0,egypte,el-gouna
4,2,19.3,25.6,31.2,16.7,0.0,0.0,0.0,egypte,el-gouna
4,3,20.5,26.1,31.9,16.7,1.0,0.05,0.0,egypte,el-gouna
5,1,22.6,28.1,34.0,14.3,0.0,0.03,0.0,egypte,el-gouna
5,2,23.5,29.3,35.2,17.9,0.0,0.0,0.0,egypte,el-gouna
5,3,25.5,30.9,36.3,18.1,1.0,0.05,0.0,egypte,el-gouna
6,1,26.5,31.9,37.6,17.3,0.0,0.0,0.0,egypte,el-gouna
6,2,27.7,32.5,37.9,18.8,0.0,0.0,0.0,egypte,el-gouna
6,3,27.8,33.3,38.1,19.8,0.0,0.0,0.0,egypte,el-gouna
7,1,28.6,33.5,38.3,18.8,0.0,0.0,0.0,egypte,el-gouna
7,2,28.9,33.9,39.1,18.0,0.0,0.0,0.0,egypte,el-gouna
7,3,29.4,34.1,39.3,17.2,0.0,0.0,0.0,egypte,el-gouna
8,1,29.6,34.2,39.5,14.8,0.0,0.0,0.0,egypte,el-gouna
8,2,29.0,33.4,38.1,20.0,0.0,0.0,0.0,egypte,el-gouna
8,3,28.8,33.6,38.3,22.1,0.0,0.0,0.0,egypte,el-gouna
9,1,28.5,32.9,37.5,21.5,0.0,0.0,0.0,egypte,el-gouna
9,2,27.1,31.5,36.4,20.0,0.0,0.0,0.0,egypte,el-gouna
9,3,26.2,31.0,35.8,19.4,0.0,0.0,0.0,egypte,el-gouna
10,1,24.5,29.2,34.6,19.0,0.0,0.0,0.0,egypte,el-gouna
10,2,23.6,28.0,32.9,16.9,0.0,0.0,0.0,egypte,el-gouna
10,3,21.7,26.3,32.0,15.4,0.0,0.0,0.0,egypte,el-gouna
11,1,20.2,24.7,30.9,14.9,0.0,0.0,0.0,egypte,el-gouna
11,2,19.1,23.2,28.9,15.4,0.0,0.0,0.0,egypte,el-gouna
11,3,17.0,21.7,27.6,12.9,0.0,0.0,0.0,egypte,el-gouna
12,1,15.4,20.3,26.2,14.7,0.0,0.0,0.0,egypte,el-gouna
12,2,14.6,19.8,25.7,13.4,1.0,0.05,2.0,egypte,el-gouna
12,3,13.0,17.9,24.0,16.0,0.0,0.0,0.0,egypte,el-gouna
1,1,13.1,17.8,23.4,15.4,1.0,0.06,0.0,egypte,hurghada
1,2,12.4,17.1,22.6,15.6,0.0,0.0,0.0,egypte,hurghada
1,3,11.6,17.0,22.5,16.3,0.0,0.03,0.0,egypte,hurghada
2,1,13.1,18.2,24.4,14.8,0.0,0.0,0.0,egypte,hurghada
2,2,13.0,18.1,22.9,17.4,1.0,0.05,0.0,egypte,hurghada
2,3,14.0,19.3,25.1,16.5,1.0,0.06,0.0,egypte,hurghada
3,1,14.9,20.6,26.3,14.4,0.0,0.0,0.0,egypte,hurghada
3,2,15.4,20.9,26.7,16.8,1.0,0.13,3.0,egypte,hurghada
3,3,16.4,21.5,27.5,19.0,0.0,0.0,0.0,egypte,hurghada
4,1,19.2,25.2,30.8,15.9,1.0,0.05,1.0,egypte,hurghada
4,2,19.3,25.6,31.2,16.7,0.0,0.0,0.0,egypte,hurghada
4,3,20.5,26.1,31.9,16.7,1.0,0.05,0.0,egypte,hurghada
5,1,22.6,28.1,34.0,14.3,0.0,0.03,0.0,egypte,hurghada
5,2,23.5,29.3,35.2,17.9,0.0,0.0,0.0,egypte,hurghada
5,3,25.5,30.9,36.3,18.1,1.0,0.05,0.0,egypte,hurghada
6,1,26.5,31.9,37.6,17.3,0.0,0.0,0.0,egypte,hurghada
6,2,27.7,32.5,37.9,18.8,0.0,0.0,0.0,egypte,hurghada
6,3,27.8,33.3,38.1,19.8,0.0,0.0,0.0,egypte,hurghada
7,1,28.6,33.5,38.3,18.8,0.0,0.0,0.0,egypte,hurghada
7,2,28.9,33.9,39.1,18.0,0.0,0.0,0.0,egypte,hurghada
7,3,29.4,34.1,39.3,17.2,0.0,0.0,0.0,egypte,hurghada
8,1,29.6,34.2,39.5,14.8,0.0,0.0,0.0,egypte,hurghada
8,2,29.0,33.4,38.1,20.0,0.0,0.0,0.0,egypte,hurghada
8,3,28.8,33.6,38.3,22.1,0.0,0.0,0.0,egypte,hurghada
9,1,28.5,32.9,37.5,21.5,0.0,0.0,0.0,egypte,hurghada
9,2,27.1,31.5,36.4,20.0,0.0,0.0,0.0,egypte,hurghada
9,3,26.2,31.0,35.8,19.4,0.0,0.0,0.0,egypte,hurghada
10,1,24.5,29.2,34.6,19.0,0.0,0.0,0.0,egypte,hurghada
10,2,23.6,28.0,32.9,16.9,0.0,0.0,0.0,egypte,hurghada
10,3,21.7,26.3,32.0,15.4,0.0,0.0,0.0,egypte,hurghada
11,1,20.2,24.7,30.9,14.9,0.0,0.0,0.0,egypte,hurghada
11,2,19.1,23.2,28.9,15.4,0.0,0.0,0.0,egypte,hurghada
11,3,17.0,21.7,27.6,12.9,0.0,0.0,0.0,egypte,hurghada
12,1,15.4,20.3,26.2,14.7,0.0,0.0,0.0,egypte,hurghada
12,2,14.6,19.8,25.7,13.4,1.0,0.05,2.0,egypte,hurghada
12,3,13.0,17.9,24.0,16.0,0.0,0.0,0.0,egypte,hurghada
1,1,8.8,15.4,22.5,5.5,0.0,0.03,0.0,egypte,luxor
1,2,8.4,15.2,22.4,5.9,0.0,0.0,0.0,egypte,luxor
1,3,8.0,15.2,22.5,5.9,0.0,0.0,0.0,egypte,luxor
2,1,9.5,17.0,24.4,7.5,0.0,0.0,0.0,egypte,luxor
2,2,9.8,16.9,23.8,7.5,0.0,0.0,0.0,egypte,luxor
2,3,11.5,18.9,25.7,6.6,1.0,0.06,0.0,egypte,luxor
3,1,13.2,21.6,29.0,6.1,0.0,0.0,0.0,egypte,luxor
3,2,14.0,21.7,28.4,6.7,1.0,0.05,2.0,egypte,luxor
3,3,15.5,23.0,30.0,9.1,0.0,0.0,0.0,egypte,luxor
4,1,18.3,26.7,34.4,7.1,0.0,0.0,0.0,egypte,luxor
4,2,18.7,27.2,34.3,7.5,0.0,0.0,0.0,egypte,luxor
4,3,20.9,28.7,36.1,8.2,1.0,0.05,0.0,egypte,luxor
5,1,22.7,30.9,38.4,7.5,0.0,0.0,0.0,egypte,luxor
5,2,24.0,31.9,40.1,7.5,0.0,0.0,0.0,egypte,luxor
5,3,25.7,33.3,40.5,7.5,0.0,0.03,0.0,egypte,luxor
6,1,26.6,34.7,41.5,7.4,0.0,0.0,0.0,egypte,luxor
6,2,27.0,34.7,41.7,8.1,0.0,0.0,0.0,egypte,luxor
6,3,27.2,34.7,41.5,8.4,0.0,0.0,0.0,egypte,luxor
7,1,27.0,34.4,40.8,8.9,0.0,0.0,0.0,egypte,luxor
7,2,27.5,34.6,41.5,7.9,0.0,0.0,0.0,egypte,luxor
7,3,28.0,34.9,41.5,7.7,0.0,0.0,0.0,egypte,luxor
8,1,28.1,35.5,42.0,7.1,0.0,0.0,0.0,egypte,luxor
8,2,27.6,34.4,41.0,8.6,0.0,0.0,0.0,egypte,luxor
8,3,27.5,34.5,41.0,7.3,0.0,0.0,0.0,egypte,luxor
9,1,26.8,33.8,41.0,7.7,0.0,0.0,0.0,egypte,luxor
9,2,25.5,32.1,39.2,7.4,0.0,0.0,0.0,egypte,luxor
9,3,24.7,32.0,39.0,6.6,0.0,0.0,0.0,egypte,luxor
10,1,23.4,30.2,37.2,5.7,0.0,0.0,0.0,egypte,luxor
10,2,21.9,28.6,35.9,6.1,0.0,0.0,0.0,egypte,luxor
10,3,19.5,26.4,33.5,5.6,0.0,0.0,0.0,egypte,luxor
11,1,17.7,24.2,31.1,4.9,0.0,0.0,0.0,egypte,luxor
11,2,16.2,22.3,29.4,5.8,0.0,0.0,0.0,egypte,luxor
11,3,13.0,20.1,27.2,4.5,0.0,0.0,0.0,egypte,luxor
12,1,11.5,18.0,25.2,4.3,0.0,0.0,0.0,egypte,luxor
12,2,10.8,18.0,24.8,4.7,0.0,0.0,0.0,egypte,luxor
12,3,9.0,15.9,22.5,4.6,0.0,0.0,0.0,egypte,luxor
1,1,13.1,17.8,23.4,15.4,1.0,0.06,0.0,egypte,makadi-bay
1,2,12.4,17.1,22.6,15.6,0.0,0.0,0.0,egypte,makadi-bay
1,3,11.6,17.0,22.5,16.2,0.0,0.03,0.0,egypte,makadi-bay
2,1,13.1,18.2,24.4,14.8,0.0,0.0,0.0,egypte,makadi-bay
2,2,13.0,18.1,22.9,17.4,1.0,0.05,0.0,egypte,makadi-bay
2,3,14.0,19.3,25.1,16.5,1.0,0.06,0.0,egypte,makadi-bay
3,1,14.9,20.6,26.3,14.4,0.0,0.0,0.0,egypte,makadi-bay
3,2,15.4,20.9,26.7,16.8,1.0,0.13,3.0,egypte,makadi-bay
3,3,16.4,21.5,27.5,19.0,0.0,0.0,0.0,egypte,makadi-bay
4,1,19.2,25.2,30.8,15.9,1.0,0.05,1.0,egypte,makadi-bay
4,2,19.3,25.6,31.2,16.7,0.0,0.0,0.0,egypte,makadi-bay
4,3,20.5,26.1,31.9,16.7,1.0,0.05,0.0,egypte,makadi-bay
5,1,22.6,28.1,34.0,14.3,0.0,0.03,0.0,egypte,makadi-bay
5,2,23.5,29.3,35.2,17.9,0.0,0.0,0.0,egypte,makadi-bay
5,3,25.5,30.9,36.3,18.1,1.0,0.05,0.0,egypte,makadi-bay
6,1,26.5,31.9,37.6,17.3,0.0,0.0,0.0,egypte,makadi-bay
6,2,27.7,32.5,37.9,18.8,0.0,0.0,0.0,egypte,makadi-bay
6,3,27.8,33.3,38.1,19.8,0.0,0.0,0.0,egypte,makadi-bay
7,1,28.6,33.5,38.3,18.8,0.0,0.0,0.0,egypte,makadi-bay
7,2,28.9,33.9,39.1,18.0,0.0,0.0,0.0,egypte,makadi-bay
7,3,29.4,34.1,39.3,17.2,0.0,0.0,0.0,egypte,makadi-bay
8,1,29.6,34.2,39.5,14.8,0.0,0.0,0.0,egypte,makadi-bay
8,2,29.0,33.4,38.1,20.0,0.0,0.0,0.0,egypte,makadi-bay
8,3,28.8,33.6,38.3,22.1,0.0,0.0,0.0,egypte,makadi-bay
9,1,28.5,32.9,37.5,21.5,0.0,0.0,0.0,egypte,makadi-bay
9,2,27.1,31.5,36.4,20.0,0.0,0.0,0.0,egypte,makadi-bay
9,3,26.2,31.0,35.8,19.4,0.0,0.0,0.0,egypte,makadi-bay
10,1,24.5,29.2,34.6,19.0,0.0,0.0,0.0,egypte,makadi-bay
10,2,23.6,28.0,32.9,16.9,0.0,0.0,0.0,egypte,makadi-bay
10,3,21.7,26.3,32.0,15.4,0.0,0.0,0.0,egypte,makadi-bay
11,1,20.2,24.7,30.9,14.9,0.0,0.0,0.0,egypte,makadi-bay
11,2,19.1,23.2,28.9,15.4,0.0,0.0,0.0,egypte,makadi-bay
11,3,17.0,21.7,27.6,12.9,0.0,0.0,0.0,egypte,makadi-bay
12,1,15.4,20.3,26.2,14.7,0.0,0.0,0.0,egypte,makadi-bay
12,2,14.6,19.8,25.7,13.4,1.0,0.05,2.0,egypte,makadi-bay
12,3,13.0,17.9,24.0,16.0,0.0,0.0,0.0,egypte,makadi-bay
1,1,10.4,14.9,19.9,6.9,1.0,0.13,0.0,egypte,sharm-el-sheikh
1,2,10.5,15.0,20.0,7.6,0.0,0.04,0.0,egypte,sharm-el-sheikh
1,3,10.3,14.8,20.1,7.6,0.0,0.0,0.0,egypte,sharm-el-sheikh
2,1,10.7,15.1,20.3,8.8,1.0,0.05,0.0,egypte,sharm-el-sheikh
2,2,10.6,15.3,19.9,9.0,1.0,0.13,0.0,egypte,sharm-el-sheikh
2,3,11.6,16.8,22.2,8.3,0.0,0.03,0.0,egypte,sharm-el-sheikh
3,1,13.3,19.1,25.2,8.1,0.0,0.0,0.0,egypte,sharm-el-sheikh
3,2,13.8,19.0,24.1,10.8,1.0,0.05,0.0,egypte,sharm-el-sheikh
3,3,14.2,19.8,24.6,10.6,1.0,0.07,0.0,egypte,sharm-el-sheikh
4,1,18.0,24.0,29.8,9.5,0.0,0.0,0.0,egypte,sharm-el-sheikh
4,2,18.3,24.0,30.0,10.3,0.0,0.0,0.0,egypte,sharm-el-sheikh
4,3,20.3,26.3,32.4,10.9,0.0,0.03,0.0,egypte,sharm-el-sheikh
5,1,20.9,27.4,33.3,11.2,0.0,0.0,0.0,egypte,sharm-el-sheikh
5,2,22.9,30.0,36.3,11.2,0.0,0.0,0.0,egypte,sharm-el-sheikh
5,3,23.3,29.4,35.8,10.5,0.0,0.0,0.0,egypte,sharm-el-sheikh
6,1,26.1,32.3,38.6,11.3,0.0,0.0,0.0,egypte,sharm-el-sheikh
6,2,25.0,32.0,38.0,11.4,0.0,0.0,0.0,egypte,sharm-el-sheikh
6,3,25.2,32.4,38.2,10.6,0.0,0.0,0.0,egypte,sharm-el-sheikh
7,1,25.4,32.3,37.8,10.6,0.0,0.0,0.0,egypte,sharm-el-sheikh
7,2,26.8,33.5,39.2,10.3,0.0,0.0,0.0,egypte,sharm-el-sheikh
7,3,27.1,33.3,39.1,10.5,0.0,0.0,0.0,egypte,sharm-el-sheikh
8,1,27.1,33.1,38.6,10.6,0.0,0.0,0.0,egypte,sharm-el-sheikh
8,2,26.8,33.0,38.5,10.9,0.0,0.0,0.0,egypte,sharm-el-sheikh
8,3,26.6,32.7,38.4,10.5,0.0,0.0,0.0,egypte,sharm-el-sheikh
9,1,26.6,32.4,38.4,10.1,0.0,0.0,0.0,egypte,sharm-el-sheikh
9,2,25.0,30.6,36.6,9.8,0.0,0.0,0.0,egypte,sharm-el-sheikh
9,3,24.5,30.1,36.2,9.1,0.0,0.0,0.0,egypte,sharm-el-sheikh
10,1,23.1,28.7,34.7,8.6,0.0,0.0,0.0,egypte,sharm-el-sheikh
10,2,20.9,26.6,32.8,8.0,0.0,0.0,0.0,egypte,sharm-el-sheikh
10,3,19.0,24.2,30.3,7.3,0.0,0.0,0.0,egypte,sharm-el-sheikh
11,1,17.6,22.8,28.3,7.2,0.0,0.03,0.0,egypte,sharm-el-sheikh
11,2,16.2,20.5,25.9,7.5,1.0,0.05,0.0,egypte,sharm-el-sheikh
11,3,14.4,19.2,24.9,7.0,0.0,0.03,0.0,egypte,sharm-el-sheikh
12,1,13.0,17.8,23.5,6.5,0.0,0.0,0.0,egypte,sharm-el-sheikh
12,2,12.1,17.0,22.7,6.5,0.0,0.03,0.0,egypte,sharm-el-sheikh
12,3,11.1,15.5,19.7,6.8,1.0,0.07,0.0,egypte,sharm-el-sheikh
