m,coco,coco_pct,country,place
1,1.0,0.197,egypte,alexandrië
1,2.0,0.448,egypte,alexandrië
1,3.0,0.181,egypte,alexandrië
1,5.0,0.031,egypte,alexandrië
1,7.0,0.001,egypte,alexandrië
1,8.0,0.001,egypte,alexandrië
1,9.0,0.0,egypte,alexandrië
1,17.0,0.018,egypte,alexandrië
1,18.0,0.123,egypte,alexandrië
1,25.0,0.001,egypte,alexandrië
2,1.0,0.206,egypte,alexandrië
2,2.0,0.463,egypte,alexandrië
2,3.0,0.186,egypte,alexandrië
2,5.0,0.03,egypte,alexandrië
2,7.0,0.0,egypte,alexandrië
2,8.0,0.0,egypte,alexandrië
2,9.0,0.0,egypte,alexandrië
2,17.0,0.013,egypte,alexandrië
2,18.0,0.102,egypte,alexandrië
2,25.0,0.001,egypte,alexandrië
3,1.0,0.311,egypte,alexandrië
3,2.0,0.482,egypte,alexandrië
3,3.0,0.138,egypte,alexandrië
3,5.0,0.02,egypte,alexandrië
3,7.0,0.0,egypte,alexandrië
3,8.0,0.002,egypte,alexandrië
3,9.0,0.0,egypte,alexandrië
3,17.0,0.006,egypte,alexandrië
3,18.0,0.039,egypte,alexandrië
3,25.0,0.002,egypte,alexandrië
4,1.0,0.485,egypte,alexandrië
4,2.0,0.453,egypte,alexandrië
4,3.0,0.04,egypte,alexandrië
4,5.0,0.011,egypte,alexandrië
4,7.0,0.001,egypte,alexandrië
4,8.0,0.0,egypte,alexandrië
4,9.0,0.0,egypte,alexandrië
4,17.0,0.002,egypte,alexandrië
4,18.0,0.009,egypte,alexandrië
4,25.0,0.0,egypte,alexandrië
5,1.0,0.59,egypte,alexandrië
5,2.0,0.395,egypte,alexandrië
5,3.0,0.012,egypte,alexandrië
5,5.0,0.002,egypte,alexandrië
5,7.0,0.0,egypte,alexandrië
5,8.0,0.0,egypte,alexandrië
5,9.0,0.0,egypte,alexandrië
5,17.0,0.0,egypte,alexandrië
5,18.0,0.0,egypte,alexandrië
5,25.0,0.0,egypte,alexandrië
6,1.0,0.543,egypte,alexandrië
6,2.0,0.453,egypte,alexandrië
6,3.0,0.004,egypte,alexandrië
6,5.0,0.0,egypte,alexandrië
6,7.0,0.0,egypte,alexandrië
6,8.0,0.0,egypte,alexandrië
6,9.0,0.0,egypte,alexandrië
6,17.0,0.0,egypte,alexandrië
6,18.0,0.0,egypte,alexandrië
6,25.0,0.0,egypte,alexandrië
7,1.0,0.518,egypte,alexandrië
7,2.0,0.478,egypte,alexandrië
7,3.0,0.004,egypte,alexandrië
7,5.0,0.0,egypte,alexandrië
7,7.0,0.0,egypte,alexandrië
7,8.0,0.0,egypte,alexandrië
7,9.0,0.0,egypte,alexandrië
7,17.0,0.0,egypte,alexandrië
7,18.0,0.0,egypte,alexandrië
7,25.0,0.0,egypte,alexandrië
8,1.0,0.346,egypte,alexandrië
8,2.0,0.652,egypte,alexandrië
8,3.0,0.001,egypte,alexandrië
8,5.0,0.001,egypte,alexandrië
8,7.0,0.0,egypte,alexandrië
8,8.0,0.0,egypte,alexandrië
8,9.0,0.0,egypte,alexandrië
8,17.0,0.0,egypte,alexandrië
8,18.0,0.0,egypte,alexandrië
8,25.0,0.0,egypte,alexandrië
9,1.0,0.304,egypte,alexandrië
9,2.0,0.691,egypte,alexandrië
9,3.0,0.004,egypte,alexandrië
9,5.0,0.0,egypte,alexandrië
9,7.0,0.0,egypte,alexandrië
9,8.0,0.0,egypte,alexandrië
9,9.0,0.0,egypte,alexandrië
9,17.0,0.0,egypte,alexandrië
9,18.0,0.001,egypte,alexandrië
9,25.0,0.0,egypte,alexandrië
10,1.0,0.249,egypte,alexandrië
10,2.0,0.67,egypte,alexandrië
10,3.0,0.047,egypte,alexandrië
10,5.0,0.007,egypte,alexandrië
10,7.0,0.0,egypte,alexandrië
10,8.0,0.0,egypte,alexandrië
10,9.0,0.0,egypte,alexandrië
10,17.0,0.002,egypte,alexandrië
10,18.0,0.024,egypte,alexandrië
10,25.0,0.001,egypte,alexandrië
11,1.0,0.235,egypte,alexandrië
11,2.0,0.579,egypte,alexandrië
11,3.0,0.097,egypte,alexandrië
11,5.0,0.016,egypte,alexandrië
11,7.0,0.0,egypte,alexandrië
11,8.0,0.0,egypte,alexandrië
11,9.0,0.0,egypte,alexandrië
11,17.0,0.006,egypte,alexandrië
11,18.0,0.064,egypte,alexandrië
11,25.0,0.002,egypte,alexandrië
12,1.0,0.153,egypte,alexandrië
12,2.0,0.565,egypte,alexandrië
12,3.0,0.158,egypte,alexandrië
12,5.0,0.008,egypte,alexandrië
12,7.0,0.0,egypte,alexandrië
12,8.0,0.001,egypte,alexandrië
12,9.0,0.0,egypte,alexandrië
12,17.0,0.008,egypte,alexandrië
12,18.0,0.104,egypte,alexandrië
12,25.0,0.002,egypte,alexandrië
1,1.0,0.286,egypte,cairo
1,2.0,0.429,egypte,cairo
1,3.0,0.071,egypte,cairo
1,4.0,0.0,egypte,cairo
1,5.0,0.213,egypte,cairo
1,7.0,0.002,egypte,cairo
1,8.0,0.0,egypte,cairo
1,9.0,0.0,egypte,cairo
1,17.0,0.0,egypte,cairo
1,18.0,0.0,egypte,cairo
1,25.0,0.0,egypte,cairo
1,27.0,0.001,egypte,cairo
2,1.0,0.304,egypte,cairo
2,2.0,0.42,egypte,cairo
2,3.0,0.093,egypte,cairo
2,4.0,0.0,egypte,cairo
2,5.0,0.163,egypte,cairo
2,7.0,0.013,egypte,cairo
2,8.0,0.005,egypte,cairo
2,9.0,0.0,egypte,cairo
2,17.0,0.001,egypte,cairo
2,18.0,0.0,egypte,cairo
2,25.0,0.001,egypte,cairo
2,27.0,0.0,egypte,cairo
3,1.0,0.45,egypte,cairo
3,2.0,0.394,egypte,cairo
3,3.0,0.068,egypte,cairo
3,4.0,0.0,egypte,cairo
3,5.0,0.065,egypte,cairo
3,7.0,0.015,egypte,cairo
3,8.0,0.005,egypte,cairo
3,9.0,0.001,egypte,cairo
3,17.0,0.001,egypte,cairo
3,18.0,0.001,egypte,cairo
3,25.0,0.001,egypte,cairo
3,27.0,0.0,egypte,cairo
4,1.0,0.644,egypte,cairo
4,2.0,0.269,egypte,cairo
4,3.0,0.029,egypte,cairo
4,4.0,0.0,egypte,cairo
4,5.0,0.052,egypte,cairo
4,7.0,0.004,egypte,cairo
4,8.0,0.0,egypte,cairo
4,9.0,0.0,egypte,cairo
4,17.0,0.0,egypte,cairo
4,18.0,0.0,egypte,cairo
4,25.0,0.0,egypte,cairo
4,27.0,0.002,egypte,cairo
5,1.0,0.751,egypte,cairo
5,2.0,0.207,egypte,cairo
5,3.0,0.01,egypte,cairo
5,4.0,0.0,egypte,cairo
5,5.0,0.032,egypte,cairo
5,7.0,0.0,egypte,cairo
5,8.0,0.0,egypte,cairo
5,9.0,0.0,egypte,cairo
5,17.0,0.0,egypte,cairo
5,18.0,0.0,egypte,cairo
5,25.0,0.0,egypte,cairo
5,27.0,0.0,egypte,cairo
6,1.0,0.823,egypte,cairo
6,2.0,0.146,egypte,cairo
6,3.0,0.009,egypte,cairo
6,4.0,0.0,egypte,cairo
6,5.0,0.022,egypte,cairo
6,7.0,0.0,egypte,cairo
6,8.0,0.0,egypte,cairo
6,9.0,0.0,egypte,cairo
6,17.0,0.0,egypte,cairo
6,18.0,0.0,egypte,cairo
6,25.0,0.0,egypte,cairo
6,27.0,0.0,egypte,cairo
7,1.0,0.8,egypte,cairo
7,2.0,0.137,egypte,cairo
7,3.0,0.001,egypte,cairo
7,4.0,0.0,egypte,cairo
7,5.0,0.063,egypte,cairo
7,7.0,0.0,egypte,cairo
7,8.0,0.0,egypte,cairo
7,9.0,0.0,egypte,cairo
7,17.0,0.0,egypte,cairo
7,18.0,0.0,egypte,cairo
7,25.0,0.0,egypte,cairo
7,27.0,0.0,egypte,cairo
8,1.0,0.77,egypte,cairo
8,2.0,0.181,egypte,cairo
8,3.0,0.002,egypte,cairo
8,4.0,0.0,egypte,cairo
8,5.0,0.046,egypte,cairo
8,7.0,0.0,egypte,cairo
8,8.0,0.0,egypte,cairo
8,9.0,0.0,egypte,cairo
8,17.0,0.0,egypte,cairo
8,18.0,0.0,egypte,cairo
8,25.0,0.0,egypte,cairo
8,27.0,0.0,egypte,cairo
9,1.0,0.686,egypte,cairo
9,2.0,0.252,egypte,cairo
9,3.0,0.008,egypte,cairo
9,4.0,0.0,egypte,cairo
9,5.0,0.055,egypte,cairo
9,7.0,0.0,egypte,cairo
9,8.0,0.0,egypte,cairo
9,9.0,0.0,egypte,cairo
9,17.0,0.0,egypte,cairo
9,18.0,0.0,egypte,cairo
9,25.0,0.0,egypte,cairo
9,27.0,0.0,egypte,cairo
10,1.0,0.548,egypte,cairo
10,2.0,0.321,egypte,cairo
10,3.0,0.023,egypte,cairo
10,4.0,0.0,egypte,cairo
10,5.0,0.101,egypte,cairo
10,7.0,0.004,egypte,cairo
10,8.0,0.002,egypte,cairo
10,9.0,0.0,egypte,cairo
10,17.0,0.0,egypte,cairo
10,18.0,0.001,egypte,cairo
10,25.0,0.0,egypte,cairo
10,27.0,0.0,egypte,cairo
11,1.0,0.364,egypte,cairo
11,2.0,0.381,egypte,cairo
11,3.0,0.049,egypte,cairo
11,4.0,0.0,egypte,cairo
11,5.0,0.201,egypte,cairo
11,7.0,0.004,egypte,cairo
11,8.0,0.0,egypte,cairo
11,9.0,0.0,egypte,cairo
11,17.0,0.001,egypte,cairo
11,18.0,0.0,egypte,cairo
11,25.0,0.001,egypte,cairo
11,27.0,0.0,egypte,cairo
12,1.0,0.318,egypte,cairo
12,2.0,0.419,egypte,cairo
12,3.0,0.059,egypte,cairo
12,4.0,0.0,egypte,cairo
12,5.0,0.194,egypte,cairo
12,7.0,0.008,egypte,cairo
12,8.0,0.002,egypte,cairo
12,9.0,0.0,egypte,cairo
12,17.0,0.0,egypte,cairo
12,18.0,0.0,egypte,cairo
12,25.0,0.0,egypte,cairo
12,27.0,0.0,egypte,cairo
1,1.0,0.83,egypte,el-gouna
1,2.0,0.161,egypte,el-gouna
1,3.0,0.008,egypte,el-gouna
