m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,25.2,27.9,30.7,13.5,10.0,1.0,72.0
1,2,25.1,28.0,30.7,14.1,9.0,0.93,35.0
1,3,25.4,28.2,30.9,16.1,10.0,0.95,83.0
2,1,25.0,28.2,31.1,12.2,9.0,0.9,37.0
2,2,25.3,28.3,31.1,10.6,10.0,1.0,87.0
2,3,25.2,28.1,31.0,11.8,9.0,1.0,47.0
3,1,25.4,28.2,31.2,10.0,10.0,1.0,42.0
3,2,25.1,28.2,31.4,9.0,9.0,0.87,23.0
3,3,25.4,28.5,31.3,7.6,10.0,0.88,27.0
4,1,25.3,28.4,31.2,8.3,10.0,1.0,59.0
4,2,25.5,28.6,31.4,8.9,9.0,0.9,42.0
4,3,25.4,28.6,31.0,10.7,9.0,0.9,36.0
5,1,25.7,28.4,30.9,11.3,8.0,0.8,29.0
5,2,25.7,28.1,30.4,12.4,7.0,0.65,14.0
5,3,25.4,27.7,30.3,10.7,10.0,0.88,9.0
6,1,25.3,27.5,30.3,12.4,9.0,0.93,33.0
6,2,24.9,27.5,29.9,12.4,7.0,0.74,10.0
6,3,24.8,27.2,29.5,13.0,9.0,0.87,20.0
7,1,25.0,26.9,29.3,14.2,10.0,1.0,25.0
7,2,24.6,26.7,29.1,14.3,8.0,0.8,13.0
7,3,24.3,26.5,29.1,13.8,8.0,0.76,7.0
8,1,24.1,26.4,29.1,12.7,8.0,0.78,9.0
8,2,24.6,26.8,29.2,13.8,6.0,0.64,8.0
8,3,24.5,26.6,29.2,13.5,10.0,0.94,12.0
9,1,24.8,26.8,29.8,12.2,9.0,0.88,11.0
9,2,24.3,26.8,29.9,12.0,8.0,0.84,16.0
9,3,24.7,27.5,30.5,11.2,6.0,0.64,7.0
10,1,24.9,27.6,30.6,10.4,9.0,0.9,16.0
10,2,25.2,27.9,31.2,9.5,9.0,0.87,6.0
10,3,25.1,27.9,31.4,8.7,7.0,0.64,9.0
11,1,25.5,28.3,31.6,8.6,8.0,0.77,12.0
11,2,25.8,28.6,31.7,8.5,10.0,0.97,16.0
11,3,25.5,27.9,31.2,8.4,10.0,0.97,29.0
12,1,25.5,28.3,31.0,9.5,9.0,0.94,23.0
12,2,25.6,28.3,31.1,11.4,8.0,0.78,31.0
12,3,25.4,28.3,31.1,14.3,10.0,0.91,94.0
