m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,-14.0,-8.0,-1.0,5.8,16.0,0.51,37.0
2,-10.9,-4.3,2.7,7.3,11.0,0.39,21.0
3,-8.0,-2.1,4.0,8.6,15.0,0.48,25.0
4,-3.5,2.1,8.0,9.6,16.0,0.53,37.0
5,1.5,7.1,12.0,10.3,20.0,0.64,50.0
6,4.5,11.1,17.5,9.6,17.0,0.56,22.0
7,6.0,13.2,20.0,10.0,19.0,0.6,35.0
8,6.5,12.7,20.0,9.1,17.0,0.56,37.0
9,3.5,9.4,16.2,8.9,15.0,0.49,20.0
10,-1.4,4.6,11.5,7.9,13.0,0.41,29.0
11,-6.5,-1.7,4.6,5.6,17.0,0.56,52.0
12,-11.5,-6.3,-0.5,5.7,14.0,0.44,25.0
