m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.8,4.9,7.2,4.4,3.0,0.32,11.0
1,2,2.0,4.0,6.9,4.2,2.0,0.16,3.0
1,3,2.5,4.6,8.1,4.0,2.0,0.19,5.0
2,1,4.7,5.9,10.0,4.4,3.0,0.29,11.0
2,2,3.6,6.8,11.3,4.4,1.0,0.07,0.0
2,3,4.5,8.1,12.2,5.1,3.0,0.33,8.0
3,1,4.8,7.8,11.5,4.9,3.0,0.33,19.0
3,2,6.8,9.8,13.9,5.7,2.0,0.23,11.0
3,3,6.9,10.6,14.9,6.3,3.0,0.28,14.0
4,1,7.9,11.6,15.6,5.9,3.0,0.3,30.0
4,2,9.1,13.3,18.1,6.0,2.0,0.2,20.0
4,3,11.3,14.2,18.4,5.7,5.0,0.46,50.0
5,1,12.5,15.8,19.4,5.3,5.0,0.5,51.0
5,2,13.2,16.2,19.9,5.5,6.0,0.6,90.0
5,3,14.6,18.4,22.2,5.4,6.0,0.51,35.0
6,1,16.6,20.0,24.2,5.0,5.0,0.53,60.0
6,2,19.0,23.2,27.0,5.3,3.0,0.29,36.0
6,3,19.5,23.6,28.1,5.4,4.0,0.37,25.0
7,1,19.8,23.7,28.2,5.6,3.0,0.3,18.0
7,2,20.2,24.3,28.6,5.3,3.0,0.34,36.0
7,3,20.9,24.8,28.6,4.9,4.0,0.36,51.0
8,1,20.6,24.5,28.7,5.0,3.0,0.32,49.0
8,2,20.3,24.1,28.9,4.7,3.0,0.34,32.0
8,3,19.7,23.3,26.7,4.8,4.0,0.35,57.0
9,1,16.9,20.7,25.0,4.5,4.0,0.39,34.0
9,2,17.1,20.4,24.4,4.3,3.0,0.33,40.0
9,3,13.7,17.0,20.5,4.2,3.0,0.33,30.0
10,1,13.1,16.0,19.3,4.4,4.0,0.36,42.0
10,2,11.7,14.3,17.3,3.8,3.0,0.27,39.0
10,3,11.6,13.9,17.1,3.7,5.0,0.46,52.0
11,1,8.7,10.7,13.3,3.7,4.0,0.41,55.0
11,2,6.8,8.4,11.2,3.4,4.0,0.36,26.0
11,3,5.0,7.0,9.5,4.0,3.0,0.3,37.0
12,1,2.4,4.7,7.1,3.9,4.0,0.37,34.0
12,2,3.2,5.2,7.1,3.2,3.0,0.27,13.0
12,3,3.1,5.0,8.6,3.4,2.0,0.16,1.0
