m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,9.5,12.1,15.4,13.7,5.0,0.53,37.0
1,2,9.6,11.9,14.3,13.9,6.0,0.56,42.0
1,3,8.5,11.8,14.7,13.6,6.0,0.53,37.0
2,1,9.1,12.0,14.9,16.5,5.0,0.46,40.0
2,2,9.0,11.6,14.6,15.6,5.0,0.47,40.0
2,3,9.8,12.1,15.4,14.0,5.0,0.53,22.0
3,1,9.9,13.3,16.4,15.8,4.0,0.39,20.0
3,2,10.2,12.9,15.8,17.3,5.0,0.48,19.0
3,3,10.6,14.1,17.6,16.2,3.0,0.29,14.0
4,1,12.4,16.0,19.7,16.2,3.0,0.31,8.0
4,2,12.8,16.0,20.5,11.8,2.0,0.2,3.0
4,3,13.7,17.3,21.5,11.7,2.0,0.17,0.0
5,1,15.2,18.3,22.3,15.7,3.0,0.33,11.0
5,2,17.3,21.6,25.7,13.1,1.0,0.12,2.0
5,3,17.6,21.0,24.6,13.1,3.0,0.25,5.0
6,1,19.8,23.8,28.0,12.7,1.0,0.07,3.0
6,2,20.9,24.5,28.2,13.6,1.0,0.09,0.0
6,3,22.5,26.0,29.6,13.1,0.0,0.01,0.0
7,1,23.0,27.0,30.6,11.4,0.0,0.05,0.0
7,2,23.5,27.2,30.4,12.0,0.0,0.04,0.0
7,3,24.2,27.7,31.5,11.5,0.0,0.0,0.0
8,1,24.4,27.8,31.3,12.3,0.0,0.03,0.0
8,2,23.5,27.0,29.8,11.8,1.0,0.07,0.0
8,3,23.0,26.6,29.6,12.0,1.0,0.13,0.0
9,1,22.0,24.9,28.0,12.2,3.0,0.26,9.0
9,2,20.9,23.8,27.2,12.0,2.0,0.16,2.0
9,3,19.5,22.6,26.3,10.3,2.0,0.21,10.0
10,1,18.4,21.8,25.4,10.3,2.0,0.23,7.0
10,2,17.9,20.4,23.5,10.0,3.0,0.35,8.0
10,3,16.0,18.8,22.1,8.0,3.0,0.26,21.0
11,1,15.6,18.7,21.9,9.8,2.0,0.24,9.0
11,2,14.6,17.0,20.1,12.1,4.0,0.39,30.0
11,3,12.9,15.5,18.4,11.7,5.0,0.54,17.0
12,1,12.0,14.6,17.6,10.2,5.0,0.51,21.0
12,2,11.4,14.1,16.9,10.3,6.0,0.57,69.0
12,3,10.1,12.8,15.5,10.6,5.0,0.43,52.0
