m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,-3.0,1.9,7.5,3.5,11.0,0.35,15.0
2,0.0,4.9,12.5,4.0,11.0,0.37,15.0
3,2.8,9.8,16.7,5.1,15.0,0.49,62.0
4,6.7,13.3,20.2,6.0,14.0,0.47,75.0
5,11.5,17.1,23.5,6.3,25.0,0.82,151.0
6,16.1,22.6,29.1,6.5,20.0,0.68,83.0
7,17.5,24.0,31.0,6.3,18.0,0.58,89.0
8,17.5,23.7,31.0,5.6,17.0,0.56,65.0
9,13.6,20.1,25.8,4.6,17.0,0.56,51.0
10,8.9,13.6,19.8,3.2,16.0,0.52,51.0
11,1.7,5.4,12.5,2.8,11.0,0.37,24.0
12,-2.3,1.7,7.0,2.8,11.0,0.34,21.0
