m,m3,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct
1,1,0,-3.9,3.6,-0.1,86.3,2.8,0.27
1,1,1,-3.6,2.1,-0.7,85.8,2.8,0.23
1,1,2,-3.8,1.7,-0.9,87.0,2.8,0.23
1,1,3,-4.7,2.5,-1.1,86.8,3.2,0.17
1,1,4,-4.2,2.3,-0.9,85.5,3.3,0.13
1,1,5,-3.0,2.5,-0.3,85.8,4.3,0.13
1,1,6,-3.0,2.6,-0.3,87.0,3.6,0.13
1,1,7,-4.0,3.0,-0.3,86.5,4.1,0.17
1,1,8,-3.5,3.0,-0.5,84.3,3.7,0.13
1,1,9,-2.0,3.9,0.8,84.5,2.7,0.17
1,1,10,1.0,6.0,3.8,76.3,2.7,0.13
1,1,11,3.0,8.0,5.0,63.3,3.2,0.1
1,1,12,3.5,9.3,6.3,57.0,2.7,0.13
1,1,13,4.0,10.0,6.8,55.3,3.6,0.2
1,1,14,4.0,10.0,6.8,55.3,5.2,0.2
1,1,15,3.2,8.4,5.7,59.0,3.6,0.13
1,1,16,2.5,8.0,5.5,62.0,4.7,0.17
1,1,17,0.5,6.5,4.0,68.3,4.2,0.13
1,1,18,-0.5,5.6,2.9,74.5,3.6,0.17
1,1,19,0.0,5.0,2.5,74.3,4.6,0.17
1,1,20,-1.5,4.0,1.3,77.5,2.7,0.13
1,1,21,-1.5,3.9,1.4,79.8,3.6,0.2
1,1,22,-2.0,3.5,1.0,80.8,3.7,0.23
1,1,23,-2.9,2.6,-0.3,77.8,4.6,0.27
1,2,0,-3.9,0.7,-1.5,85.3,2.7,0.1
1,2,1,-4.0,0.6,-1.6,81.5,2.8,0.07
1,2,2,-4.1,0.2,-1.9,82.3,2.8,0.1
1,2,3,-4.6,-0.0,-2.5,86.3,2.8,0.1
1,2,4,-4.8,-0.5,-2.7,85.5,2.8,0.1
1,2,5,-5.5,-1.0,-3.3,87.0,3.0,0.1
1,2,6,-5.6,-1.0,-3.2,83.0,2.7,0.03
1,2,7,-5.0,-0.5,-3.0,83.5,2.7,0.0
1,2,8,-5.0,-0.5,-3.3,83.0,2.7,0.03
1,2,9,-3.2,1.6,-0.8,79.5,2.7,0.07
1,2,10,1.0,3.5,2.3,66.3,2.7,0.03
1,2,11,2.5,5.0,4.0,52.8,3.2,0.07
1,2,12,3.3,7.8,5.6,43.3,3.3,0.07
1,2,13,4.0,8.5,6.5,42.8,4.5,0.03
