m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,-2.2,2.1,7.1,3.7,5.0,0.5,12.0
1,2,-4.1,1.0,7.5,4.0,3.0,0.33,2.0
1,3,-3.0,1.9,8.5,3.2,3.0,0.24,2.0
2,1,-0.9,3.7,9.8,3.4,3.0,0.3,3.0
2,2,-0.6,5.0,12.5,3.7,2.0,0.23,2.0
2,3,1.4,7.4,14.5,4.3,5.0,0.59,10.0
3,1,1.3,7.8,14.9,4.4,5.0,0.5,12.0
3,2,2.5,9.5,16.7,5.9,3.0,0.33,7.0
3,3,3.8,10.9,18.5,5.1,7.0,0.64,43.0
4,1,5.7,11.3,19.1,6.1,2.0,0.2,30.0
4,2,6.7,13.5,20.5,6.7,6.0,0.55,24.0
4,3,8.0,14.2,20.4,5.9,7.0,0.65,20.0
5,1,9.9,16.0,22.5,6.3,8.0,0.75,56.0
5,2,11.6,16.8,22.5,6.0,9.0,0.85,49.0
5,3,12.5,18.4,25.0,6.4,9.0,0.85,46.0
6,1,14.5,21.2,27.9,6.4,8.0,0.8,37.0
6,2,16.1,22.6,29.3,6.5,5.0,0.53,21.0
6,3,17.7,24.6,31.7,6.8,7.0,0.7,26.0
7,1,17.4,23.5,30.7,6.6,5.0,0.5,18.0
7,2,17.5,24.3,30.6,6.3,6.0,0.6,34.0
7,3,18.2,24.3,32.0,5.9,7.0,0.64,36.0
8,1,17.5,23.8,31.3,5.8,5.0,0.53,7.0
8,2,18.0,24.1,31.7,5.7,5.0,0.5,20.0
8,3,16.9,23.3,30.9,5.3,7.0,0.64,38.0
9,1,14.9,20.3,27.6,4.7,6.0,0.57,21.0
9,2,14.2,20.5,26.3,4.8,6.0,0.57,3.0
9,3,11.6,16.5,22.5,3.9,5.0,0.53,27.0
10,1,9.6,14.7,21.4,3.8,5.0,0.47,9.0
10,2,7.8,12.5,19.5,3.2,4.0,0.43,4.0
10,3,8.9,12.3,18.1,3.1,7.0,0.64,38.0
11,1,4.0,8.8,13.5,2.8,5.0,0.5,19.0
11,2,1.6,5.7,12.5,2.8,3.0,0.27,1.0
11,3,-0.2,4.1,10.0,2.8,3.0,0.33,3.0
12,1,-1.3,2.0,6.7,3.0,6.0,0.55,6.0
12,2,-3.3,0.5,6.8,2.8,3.0,0.32,11.0
12,3,-2.6,2.0,8.5,2.8,2.0,0.18,3.0
