m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.6,5.0,6.8,16.3,8.0,0.77,40.0
1,2,0.8,3.0,4.6,14.0,4.0,0.43,4.0
1,3,1.3,3.9,5.6,15.6,6.0,0.5,18.0
2,1,1.8,4.2,7.0,16.2,6.0,0.63,42.0
2,2,3.1,6.3,9.1,16.8,8.0,0.75,25.0
2,3,0.4,5.3,9.9,17.1,7.0,0.72,22.0
3,1,1.2,5.3,8.9,14.1,5.0,0.5,23.0
3,2,2.4,7.3,10.9,15.4,8.0,0.8,18.0
3,3,2.5,7.5,11.9,13.5,10.0,0.86,40.0
4,1,3.9,8.3,13.9,14.9,7.0,0.65,31.0
4,2,3.7,9.4,14.6,13.6,7.0,0.7,38.0
4,3,5.1,10.2,14.6,14.1,9.0,0.85,30.0
5,1,5.3,10.6,15.6,11.5,8.0,0.75,38.0
5,2,7.5,13.2,18.8,10.9,6.0,0.55,25.0
5,3,9.9,14.7,20.2,12.7,8.0,0.71,34.0
6,1,11.5,16.3,21.8,12.3,5.0,0.5,5.0
6,2,12.0,18.0,22.6,11.0,4.0,0.37,0.0
6,3,13.6,19.1,24.2,11.9,4.0,0.4,10.0
7,1,12.1,16.9,21.7,12.5,8.0,0.77,16.0
7,2,12.6,18.1,23.2,10.3,5.0,0.53,20.0
7,3,14.8,19.6,25.9,10.6,7.0,0.67,15.0
8,1,13.8,19.2,24.5,10.5,5.0,0.53,15.0
8,2,14.8,20.2,24.8,10.6,5.0,0.53,7.0
8,3,13.1,18.2,24.0,11.9,5.0,0.47,7.0
9,1,12.7,17.5,22.4,10.1,4.0,0.4,6.0
9,2,10.6,15.3,20.4,10.9,5.0,0.53,9.0
9,3,9.1,13.8,17.6,11.5,5.0,0.53,15.0
10,1,9.1,12.1,16.3,14.0,5.0,0.5,15.0
10,2,8.0,11.8,15.5,11.6,7.0,0.7,12.0
10,3,7.5,11.5,14.6,14.0,8.0,0.7,17.0
11,1,5.6,8.8,11.6,13.5,5.0,0.53,5.0
11,2,5.1,7.4,10.0,13.7,6.0,0.63,29.0
11,3,2.5,4.9,7.6,12.5,8.0,0.83,23.0
12,1,1.7,3.7,5.5,15.1,6.0,0.62,12.0
12,2,3.1,4.4,6.5,14.1,5.0,0.48,23.0
12,3,3.8,5.9,8.6,15.1,8.0,0.76,34.0
