m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1.8,4.1,6.0,15.6,18.0,0.58,61.0
2,2.4,4.9,8.3,16.3,18.0,0.61,46.0
3,2.4,6.9,11.0,13.9,20.0,0.66,55.0
4,4.1,9.6,14.5,14.3,22.0,0.73,99.0
5,8.1,13.4,18.9,11.9,21.0,0.67,97.0
6,12.0,17.7,22.6,12.0,13.0,0.42,15.0
7,13.1,18.3,23.4,11.0,20.0,0.66,51.0
8,13.8,18.9,24.4,10.9,16.0,0.51,29.0
9,10.9,15.3,20.8,10.8,15.0,0.49,29.0
10,8.1,11.9,15.5,12.9,20.0,0.64,44.0
11,4.6,7.2,10.0,13.3,20.0,0.67,56.0
12,3.0,5.1,7.0,14.6,19.0,0.62,69.0
