m,m3,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct,country,place
1,1,0,4.5,8.1,6.6,83.8,33.3,0.22,nederland,ameland
1,1,1,4.1,8.0,6.3,83.0,31.5,0.27,nederland,ameland
1,1,2,4.2,8.1,6.1,83.3,32.4,0.26,nederland,ameland
1,1,3,4.2,8.0,6.1,84.5,31.5,0.19,nederland,ameland
1,1,4,3.9,8.0,6.0,84.3,30.5,0.17,nederland,ameland
1,1,5,4.4,8.0,6.1,83.5,31.5,0.23,nederland,ameland
1,1,6,4.2,7.8,6.0,83.8,32.4,0.26,nederland,ameland
1,1,7,4.1,7.8,5.9,83.0,31.2,0.24,nederland,ameland
1,1,8,3.9,7.9,5.9,83.8,29.7,0.19,nederland,ameland
1,1,9,3.8,8.1,5.8,83.0,31.5,0.21,nederland,ameland
1,1,10,3.8,8.1,5.9,83.8,33.3,0.19,nederland,ameland
1,1,11,3.8,8.1,5.9,82.8,32.4,0.14,nederland,ameland
1,1,12,3.7,8.1,5.8,83.5,30.9,0.18,nederland,ameland
1,1,13,4.1,8.1,6.1,81.3,31.5,0.16,nederland,ameland
1,1,14,4.3,8.1,6.1,83.0,29.7,0.14,nederland,ameland
1,1,15,4.3,8.1,5.9,81.8,30.8,0.17,nederland,ameland
1,1,16,4.3,7.8,5.8,84.0,30.6,0.16,nederland,ameland
1,1,17,3.9,7.6,5.6,82.5,33.3,0.14,nederland,ameland
1,1,18,4.1,7.5,5.7,83.0,33.4,0.14,nederland,ameland
1,1,19,4.0,7.6,6.0,83.0,32.4,0.19,nederland,ameland
1,1,20,4.1,7.8,6.3,83.3,31.5,0.2,nederland,ameland
1,1,21,3.9,8.0,6.3,83.0,32.4,0.14,nederland,ameland
1,1,22,3.9,7.7,6.1,83.8,32.4,0.17,nederland,ameland
1,1,23,3.6,7.9,6.2,83.0,32.4,0.21,nederland,ameland
1,2,0,2.8,7.3,4.8,83.8,27.0,0.1,nederland,ameland
1,2,1,2.9,7.2,4.9,84.5,27.0,0.11,nederland,ameland
1,2,2,2.9,7.3,5.0,85.0,25.2,0.11,nederland,ameland
1,2,3,2.7,7.3,5.1,85.3,31.5,0.13,nederland,ameland
1,2,4,2.9,7.3,5.2,84.3,30.6,0.13,nederland,ameland
1,2,5,3.7,7.2,5.3,82.8,28.8,0.13,nederland,ameland
1,2,6,3.2,7.1,5.2,84.3,30.6,0.11,nederland,ameland
1,2,7,3.4,7.2,5.1,84.8,31.5,0.11,nederland,ameland
1,2,8,3.5,7.2,5.4,84.0,32.4,0.17,nederland,ameland
1,2,9,3.1,7.2,5.1,85.8,30.6,0.22,nederland,ameland
1,2,10,2.9,7.3,5.1,87.3,31.5,0.14,nederland,ameland
1,2,11,3.7,7.4,5.2,84.0,30.6,0.13,nederland,ameland
1,2,12,4.1,7.4,5.5,85.8,31.5,0.15,nederland,ameland
1,2,13,3.9,7.7,5.6,84.3,29.7,0.1,nederland,ameland
1,2,14,3.8,7.5,5.3,83.3,29.7,0.17,nederland,ameland
1,2,15,3.7,7.5,5.5,83.8,29.7,0.14,nederland,ameland
1,2,16,3.6,7.6,5.6,83.8,29.7,0.14,nederland,ameland
1,2,17,3.7,7.7,5.5,84.8,30.6,0.09,nederland,ameland
1,2,18,3.9,7.6,5.4,83.5,28.8,0.13,nederland,ameland
1,2,19,3.7,7.5,5.7,84.0,31.5,0.16,nederland,ameland
1,2,20,3.4,7.4,5.5,82.8,32.4,0.09,nederland,ameland
1,2,21,3.0,7.3,5.0,81.5,30.6,0.16,nederland,ameland
1,2,22,2.2,7.3,4.6,82.5,28.8,0.11,nederland,ameland
1,2,23,1.8,7.4,4.6,85.0,28.8,0.13,nederland,ameland
1,3,0,2.7,6.7,4.7,87.0,28.8,0.15,nederland,ameland
1,3,1,2.8,6.7,4.8,86.0,27.0,0.13,nederland,ameland
1,3,2,2.8,6.4,4.9,87.5,23.4,0.13,nederland,ameland
1,3,3,2.7,6.3,4.6,86.0,23.4,0.09,nederland,ameland
1,3,4,2.3,6.7,4.7,86.5,25.2,0.18,nederland,ameland
1,3,5,2.3,6.3,4.6,87.5,28.8,0.16,nederland,ameland
1,3,6,2.3,6.5,4.4,87.5,28.8,0.2,nederland,ameland
1,3,7,2.2,6.3,4.3,86.0,28.8,0.18,nederland,ameland
1,3,8,2.0,6.3,4.4,87.0,28.8,0.14,nederland,ameland
1,3,9,2.2,6.6,4.4,86.5,28.8,0.16,nederland,ameland
1,3,10,2.4,6.8,4.6,86.5,28.8,0.1,nederland,ameland
1,3,11,2.5,7.1,4.7,85.5,28.8,0.12,nederland,ameland
1,3,12,2.9,6.9,4.8,85.5,28.8,0.06,nederland,ameland
1,3,13,3.5,6.8,5.2,83.0,28.8,0.06,nederland,ameland
1,3,14,3.3,7.0,5.1,85.0,27.0,0.05,nederland,ameland
1,3,15,3.2,7.0,5.1,84.0,27.0,0.08,nederland,ameland
1,3,16,3.2,7.1,5.1,83.0,27.0,0.09,nederland,ameland
1,3,17,3.1,7.1,5.1,82.0,28.8,0.1,nederland,ameland
1,3,18,3.0,7.0,5.0,83.0,28.8,0.16,nederland,ameland
1,3,19,3.0,6.9,4.8,83.0,28.8,0.17,nederland,ameland
1,3,20,2.9,7.0,4.7,83.5,28.8,0.17,nederland,ameland
1,3,21,2.8,6.9,4.6,84.5,28.8,0.17,nederland,ameland
1,3,22,2.8,6.8,4.4,84.5,28.8,0.13,nederland,ameland
1,3,23,2.9,6.7,4.5,86.5,28.8,0.16,nederland,ameland
2,1,0,2.6,7.3,5.1,83.8,29.7,0.17,nederland,ameland
2,1,1,2.5,7.2,4.9,84.5,32.4,0.14,nederland,ameland
2,1,2,2.2,7.0,4.7,86.0,33.3,0.07,nederland,ameland
2,1,3,2.0,7.0,4.5,87.0,30.6,0.06,nederland,ameland
2,1,4,2.0,7.0,4.5,85.3,28.8,0.09,nederland,ameland
2,1,5,1.7,7.1,4.5,86.3,31.5,0.07,nederland,ameland
2,1,6,1.5,7.0,4.3,87.3,28.8,0.1,nederland,ameland
2,1,7,1.7,7.1,4.4,87.0,29.7,0.1,nederland,ameland
2,1,8,1.9,7.1,4.5,86.5,31.5,0.11,nederland,ameland
2,1,9,2.0,7.1,4.7,86.3,31.5,0.12,nederland,ameland
2,1,10,2.2,7.1,4.8,85.5,28.8,0.16,nederland,ameland
2,1,11,2.7,7.2,4.9,85.5,28.8,0.14,nederland,ameland
2,1,12,2.9,7.2,4.9,84.3,29.0,0.15,nederland,ameland
2,1,13,2.9,7.4,4.9,84.3,27.9,0.11,nederland,ameland
2,1,14,3.2,7.4,5.2,83.5,30.6,0.16,nederland,ameland
2,1,15,3.2,7.5,5.2,83.8,30.6,0.16,nederland,ameland
2,1,16,3.2,7.4,5.1,83.8,28.8,0.17,nederland,ameland
2,1,17,3.2,7.3,5.1,84.5,27.8,0.14,nederland,ameland
2,1,18,3.2,7.2,5.2,85.3,29.7,0.18,nederland,ameland
2,1,19,3.0,7.3,5.0,83.3,30.6,0.21,nederland,ameland
2,1,20,2.9,7.4,5.3,83.5,30.6,0.2,nederland,ameland
2,1,21,3.0,7.6,5.3,81.8,29.7,0.12,nederland,ameland
2,1,22,2.8,7.4,5.2,83.3,31.9,0.13,nederland,ameland
2,1,23,2.7,7.2,5.1,83.3,30.6,0.11,nederland,ameland
2,2,0,2.9,7.5,5.1,84.3,28.0,0.1,nederland,ameland
2,2,1,2.6,7.5,5.2,85.3,29.7,0.1,nederland,ameland
2,2,2,2.6,7.5,5.3,83.3,30.6,0.09,nederland,ameland
2,2,3,2.4,7.6,5.2,82.0,30.6,0.11,nederland,ameland
2,2,4,2.5,7.4,4.9,82.5,28.4,0.1,nederland,ameland
2,2,5,2.8,7.4,5.3,83.0,28.8,0.13,nederland,ameland
2,2,6,2.3,7.4,4.6,82.8,31.5,0.14,nederland,ameland
2,2,7,2.6,7.5,4.9,83.8,30.6,0.16,nederland,ameland
2,2,8,2.7,7.7,4.8,83.3,31.5,0.19,nederland,ameland
2,2,9,2.4,7.8,4.8,84.8,31.5,0.17,nederland,ameland
2,2,10,2.8,7.9,5.4,84.0,31.5,0.14,nederland,ameland
2,2,11,3.9,8.3,5.8,82.0,30.6,0.11,nederland,ameland
2,2,12,3.9,8.3,6.2,81.3,30.6,0.18,nederland,ameland
2,2,13,4.1,9.0,6.8,81.3,29.8,0.13,nederland,ameland
2,2,14,4.1,8.9,6.9,81.0,30.6,0.08,nederland,ameland
2,2,15,4.3,8.7,7.0,80.0,28.8,0.11,nederland,ameland
2,2,16,4.2,8.9,7.1,80.5,28.8,0.1,nederland,ameland
2,2,17,4.1,8.7,7.0,82.0,29.7,0.16,nederland,ameland
2,2,18,4.0,8.2,6.8,82.3,28.8,0.16,nederland,ameland
2,2,19,3.3,8.2,6.2,83.0,28.8,0.19,nederland,ameland
2,2,20,3.0,8.0,5.9,82.8,29.8,0.13,nederland,ameland
2,2,21,3.0,7.7,5.7,82.5,30.3,0.09,nederland,ameland
2,2,22,3.2,7.8,5.7,82.0,29.3,0.1,nederland,ameland
2,2,23,3.5,7.5,5.8,84.5,28.8,0.14,nederland,ameland
2,3,0,5.8,7.4,6.9,80.5,32.4,0.13,nederland,ameland
2,3,1,5.8,7.2,7.0,81.0,28.8,0.09,nederland,ameland
2,3,2,5.6,7.1,7.0,83.0,30.6,0.1,nederland,ameland
2,3,3,5.2,7.0,6.3,83.0,28.8,0.12,nederland,ameland
2,3,4,5.5,7.0,6.5,83.5,27.0,0.19,nederland,ameland
2,3,5,4.5,7.1,6.6,84.0,27.0,0.15,nederland,ameland
2,3,6,4.7,7.1,6.2,84.5,27.0,0.15,nederland,ameland
2,3,7,4.6,7.1,5.9,86.0,27.0,0.11,nederland,ameland
2,3,8,5.1,7.0,6.2,85.5,28.8,0.09,nederland,ameland
2,3,9,5.3,7.1,6.4,86.5,27.0,0.15,nederland,ameland
2,3,10,5.4,7.5,6.8,85.5,27.0,0.09,nederland,ameland
2,3,11,5.7,7.7,7.1,83.0,27.0,0.08,nederland,ameland
2,3,12,5.9,8.0,6.9,82.0,27.0,0.14,nederland,ameland
2,3,13,6.1,8.0,7.1,81.0,25.2,0.2,nederland,ameland
2,3,14,5.9,8.4,7.1,81.5,28.8,0.24,nederland,ameland
2,3,15,6.0,8.1,7.5,80.0,27.0,0.25,nederland,ameland
2,3,16,5.4,8.0,6.8,81.0,27.0,0.23,nederland,ameland
2,3,17,5.0,8.0,6.9,81.5,28.8,0.23,nederland,ameland
2,3,18,5.6,8.0,7.2,84.0,30.6,0.3,nederland,ameland
2,3,19,5.8,7.3,7.3,82.5,32.4,0.17,nederland,ameland
2,3,20,5.9,7.0,7.3,82.5,34.2,0.13,nederland,ameland
2,3,21,5.5,7.0,7.4,81.5,32.4,0.12,nederland,ameland
2,3,22,5.5,7.2,7.3,82.0,28.8,0.12,nederland,ameland
2,3,23,5.4,7.3,6.6,84.0,28.8,0.15,nederland,ameland
3,1,0,4.0,7.4,5.8,81.3,25.5,0.09,nederland,ameland
3,1,1,4.0,7.2,5.4,81.8,25.0,0.11,nederland,ameland
3,1,2,4.0,7.1,5.4,83.8,25.3,0.16,nederland,ameland
3,1,3,3.9,7.4,5.5,81.8,24.3,0.04,nederland,ameland
3,1,4,3.7,6.9,5.3,82.3,25.2,0.09,nederland,ameland
3,1,5,3.7,6.9,5.2,81.5,24.0,0.07,nederland,ameland
3,1,6,3.6,6.6,5.0,81.5,25.9,0.09,nederland,ameland
3,1,7,3.7,6.2,4.9,82.0,24.3,0.07,nederland,ameland
3,1,8,3.5,6.6,5.0,81.0,23.7,0.06,nederland,ameland
