m,coco,coco_pct,country,place
1,1.0,0.068,nederland,ameland
1,2.0,0.041,nederland,ameland
1,3.0,0.316,nederland,ameland
1,4.0,0.247,nederland,ameland
1,5.0,0.101,nederland,ameland
1,7.0,0.081,nederland,ameland
1,8.0,0.093,nederland,ameland
1,9.0,0.01,nederland,ameland
1,10.0,0.001,nederland,ameland
1,11.0,0.0,nederland,ameland
1,12.0,0.002,nederland,ameland
1,13.0,0.0,nederland,ameland
1,14.0,0.002,nederland,ameland
1,15.0,0.004,nederland,ameland
1,17.0,0.031,nederland,ameland
1,18.0,0.002,nederland,ameland
1,19.0,0.001,nederland,ameland
1,21.0,0.001,nederland,ameland
1,25.0,0.0,nederland,ameland
1,26.0,0.0,nederland,ameland
2,1.0,0.11,nederland,ameland
2,2.0,0.044,nederland,ameland
2,3.0,0.302,nederland,ameland
2,4.0,0.236,nederland,ameland
2,5.0,0.092,nederland,ameland
2,7.0,0.07,nederland,ameland
2,8.0,0.096,nederland,ameland
2,9.0,0.007,nederland,ameland
2,10.0,0.008,nederland,ameland
2,11.0,0.0,nederland,ameland
2,12.0,0.003,nederland,ameland
2,13.0,0.0,nederland,ameland
2,14.0,0.003,nederland,ameland
2,15.0,0.005,nederland,ameland
2,17.0,0.021,nederland,ameland
2,18.0,0.001,nederland,ameland
2,19.0,0.0,nederland,ameland
2,21.0,0.003,nederland,ameland
2,25.0,0.0,nederland,ameland
2,26.0,0.0,nederland,ameland
3,1.0,0.185,nederland,ameland
3,2.0,0.047,nederland,ameland
3,3.0,0.261,nederland,ameland
3,4.0,0.274,nederland,ameland
3,5.0,0.072,nederland,ameland
3,7.0,0.066,nederland,ameland
3,8.0,0.069,nederland,ameland
3,9.0,0.003,nederland,ameland
3,10.0,0.0,nederland,ameland
3,11.0,0.0,nederland,ameland
3,12.0,0.002,nederland,ameland
3,13.0,0.0,nederland,ameland
3,14.0,0.0,nederland,ameland
3,15.0,0.002,nederland,ameland
3,17.0,0.018,nederland,ameland
3,18.0,0.0,nederland,ameland
3,19.0,0.0,nederland,ameland
3,21.0,0.0,nederland,ameland
3,25.0,0.0,nederland,ameland
3,26.0,0.0,nederland,ameland
4,1.0,0.239,nederland,ameland
4,2.0,0.068,nederland,ameland
4,3.0,0.241,nederland,ameland
4,4.0,0.299,nederland,ameland
4,5.0,0.023,nederland,ameland
4,7.0,0.04,nederland,ameland
4,8.0,0.06,nederland,ameland
4,9.0,0.007,nederland,ameland
4,10.0,0.0,nederland,ameland
4,11.0,0.0,nederland,ameland
4,12.0,0.0,nederland,ameland
4,13.0,0.0,nederland,ameland
4,14.0,0.0,nederland,ameland
4,15.0,0.0,nederland,ameland
4,17.0,0.019,nederland,ameland
4,18.0,0.002,nederland,ameland
4,19.0,0.001,nederland,ameland
4,21.0,0.002,nederland,ameland
4,25.0,0.0,nederland,ameland
4,26.0,0.0,nederland,ameland
5,1.0,0.206,nederland,ameland
5,2.0,0.072,nederland,ameland
5,3.0,0.252,nederland,ameland
5,4.0,0.293,nederland,ameland
5,5.0,0.038,nederland,ameland
5,7.0,0.043,nederland,ameland
5,8.0,0.065,nederland,ameland
5,9.0,0.005,nederland,ameland
5,10.0,0.0,nederland,ameland
5,11.0,0.0,nederland,ameland
5,12.0,0.0,nederland,ameland
5,13.0,0.0,nederland,ameland
5,14.0,0.0,nederland,ameland
5,15.0,0.0,nederland,ameland
5,17.0,0.024,nederland,ameland
5,18.0,0.002,nederland,ameland
5,19.0,0.0,nederland,ameland
5,21.0,0.0,nederland,ameland
5,25.0,0.001,nederland,ameland
5,26.0,0.001,nederland,ameland
6,1.0,0.231,nederland,ameland
6,2.0,0.078,nederland,ameland
6,3.0,0.252,nederland,ameland
6,4.0,0.267,nederland,ameland
6,5.0,0.03,nederland,ameland
6,7.0,0.042,nederland,ameland
6,8.0,0.07,nederland,ameland
6,9.0,0.003,nederland,ameland
6,10.0,0.0,nederland,ameland
6,11.0,0.0,nederland,ameland
6,12.0,0.0,nederland,ameland
6,13.0,0.0,nederland,ameland
6,14.0,0.0,nederland,ameland
6,15.0,0.0,nederland,ameland
6,17.0,0.025,nederland,ameland
6,18.0,0.0,nederland,ameland
6,19.0,0.0,nederland,ameland
6,21.0,0.0,nederland,ameland
6,25.0,0.001,nederland,ameland
6,26.0,0.001,nederland,ameland
7,1.0,0.178,nederland,ameland
7,2.0,0.073,nederland,ameland
7,3.0,0.348,nederland,ameland
7,4.0,0.234,nederland,ameland
7,5.0,0.012,nederland,ameland
7,7.0,0.055,nederland,ameland
7,8.0,0.07,nederland,ameland
7,9.0,0.007,nederland,ameland
7,10.0,0.0,nederland,ameland
7,11.0,0.0,nederland,ameland
7,12.0,0.0,nederland,ameland
7,13.0,0.0,nederland,ameland
7,14.0,0.0,nederland,ameland
7,15.0,0.0,nederland,ameland
7,17.0,0.019,nederland,ameland
7,18.0,0.0,nederland,ameland
7,19.0,0.0,nederland,ameland
7,21.0,0.0,nederland,ameland
7,25.0,0.002,nederland,ameland
7,26.0,0.001,nederland,ameland
8,1.0,0.195,nederland,ameland
8,2.0,0.087,nederland,ameland
8,3.0,0.318,nederland,ameland
8,4.0,0.248,nederland,ameland
8,5.0,0.005,nederland,ameland
8,7.0,0.035,nederland,ameland
8,8.0,0.071,nederland,ameland
8,9.0,0.004,nederland,ameland
8,10.0,0.0,nederland,ameland
8,11.0,0.0,nederland,ameland
8,12.0,0.0,nederland,ameland
8,13.0,0.0,nederland,ameland
8,14.0,0.0,nederland,ameland
8,15.0,0.0,nederland,ameland
8,17.0,0.028,nederland,ameland
8,18.0,0.002,nederland,ameland
8,19.0,0.0,nederland,ameland
8,21.0,0.0,nederland,ameland
8,25.0,0.006,nederland,ameland
8,26.0,0.002,nederland,ameland
9,1.0,0.146,nederland,ameland
9,2.0,0.072,nederland,ameland
9,3.0,0.327,nederland,ameland
9,4.0,0.255,nederland,ameland
9,5.0,0.03,nederland,ameland
9,7.0,0.042,nederland,ameland
9,8.0,0.084,nederland,ameland
9,9.0,0.007,nederland,ameland
9,10.0,0.0,nederland,ameland
9,11.0,0.0,nederland,ameland
9,12.0,0.0,nederland,ameland
9,13.0,0.0,nederland,ameland
9,14.0,0.0,nederland,ameland
9,15.0,0.0,nederland,ameland
9,17.0,0.03,nederland,ameland
9,18.0,0.0,nederland,ameland
9,19.0,0.0,nederland,ameland
9,21.0,0.0,nederland,ameland
9,25.0,0.004,nederland,ameland
9,26.0,0.004,nederland,ameland
10,1.0,0.087,nederland,ameland
10,2.0,0.04,nederland,ameland
10,3.0,0.362,nederland,ameland
10,4.0,0.252,nederland,ameland
10,5.0,0.043,nederland,ameland
10,7.0,0.051,nederland,ameland
10,8.0,0.114,nederland,ameland
10,9.0,0.013,nederland,ameland
10,10.0,0.0,nederland,ameland
10,11.0,0.0,nederland,ameland
10,12.0,0.0,nederland,ameland
10,13.0,0.0,nederland,ameland
10,14.0,0.0,nederland,ameland
10,15.0,0.0,nederland,ameland
10,17.0,0.037,nederland,ameland
10,18.0,0.001,nederland,ameland
10,19.0,0.0,nederland,ameland
