m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.1,6.2,10.4,8.1,3.0,0.33,5.0
1,2,1.0,5.0,9.3,10.1,3.0,0.28,4.0
1,3,1.0,4.9,9.8,9.1,4.0,0.34,26.0
2,1,2.6,7.1,12.0,10.1,3.0,0.25,3.0
2,2,1.7,6.4,11.4,7.0,3.0,0.25,3.0
2,3,3.3,8.3,13.2,10.8,4.0,0.43,11.0
3,1,3.5,8.5,12.7,9.9,4.0,0.44,9.0
3,2,4.3,9.6,14.8,8.8,3.0,0.34,7.0
3,3,5.3,10.6,15.5,11.6,3.0,0.26,12.0
4,1,5.8,11.6,16.8,9.8,2.0,0.24,6.0
4,2,7.3,12.9,17.1,10.0,3.0,0.27,5.0
4,3,8.9,14.3,19.6,9.4,4.0,0.44,15.0
5,1,11.3,16.6,20.7,9.6,4.0,0.39,12.0
5,2,12.5,17.1,21.2,10.3,4.0,0.39,8.0
5,3,14.8,19.2,23.5,9.4,3.0,0.32,11.0
6,1,16.7,21.6,26.0,9.2,2.0,0.23,13.0
6,2,17.3,23.2,27.2,9.4,2.0,0.16,2.0
6,3,18.9,24.3,28.6,10.0,2.0,0.18,8.0
7,1,19.4,24.8,28.9,9.8,2.0,0.21,4.0
7,2,19.4,25.2,29.5,9.6,2.0,0.21,8.0
7,3,20.4,26.1,30.6,9.3,1.0,0.13,7.0
8,1,19.6,25.4,29.3,9.8,2.0,0.17,6.0
8,2,20.2,25.1,29.6,8.6,1.0,0.15,8.0
8,3,19.6,24.0,28.6,9.0,2.0,0.22,14.0
9,1,17.5,22.2,26.4,8.9,2.0,0.24,15.0
9,2,16.5,21.5,26.1,8.9,3.0,0.29,32.0
9,3,13.5,19.1,23.5,9.5,3.0,0.32,18.0
10,1,12.7,17.4,21.8,9.3,4.0,0.38,13.0
10,2,11.0,15.6,19.7,7.8,3.0,0.29,5.0
10,3,12.6,16.6,20.7,8.5,4.0,0.37,5.0
11,1,9.8,13.7,18.1,8.1,4.0,0.43,14.0
11,2,7.3,11.1,13.9,9.2,5.0,0.5,28.0
11,3,4.9,8.9,13.1,10.7,4.0,0.42,14.0
12,1,3.9,7.3,11.0,9.8,6.0,0.58,18.0
12,2,2.0,5.4,10.0,9.7,3.0,0.3,9.0
12,3,2.3,6.7,10.6,8.3,2.0,0.23,7.0
