m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.4,6.0,7.5,22.6,8.0,0.77,27.0
1,2,2.7,4.5,5.9,20.9,6.0,0.63,20.0
1,3,3.2,4.6,6.2,21.8,6.0,0.58,18.0
2,1,4.1,5.8,7.3,23.2,6.0,0.63,23.0
2,2,4.7,7.1,9.1,23.1,5.0,0.5,19.0
2,3,5.2,7.4,10.2,21.2,5.0,0.59,19.0
3,1,3.4,6.1,8.7,16.8,5.0,0.48,20.0
3,2,5.3,7.6,10.2,22.2,7.0,0.7,20.0
3,3,5.1,7.9,10.8,18.3,6.0,0.51,14.0
4,1,6.3,9.5,12.8,20.0,5.0,0.49,28.0
4,2,6.8,9.8,13.6,17.9,4.0,0.41,6.0
4,3,7.2,10.3,13.4,17.4,5.0,0.54,18.0
5,1,7.7,11.0,14.5,15.2,4.0,0.43,18.0
5,2,9.5,13.1,16.8,14.9,4.0,0.39,17.0
5,3,11.6,14.4,17.6,17.4,5.0,0.48,29.0
6,1,12.4,15.9,19.4,15.6,4.0,0.39,12.0
6,2,13.9,17.3,21.1,14.9,4.0,0.37,11.0
6,3,14.7,18.7,22.0,15.5,3.0,0.34,10.0
7,1,14.0,17.3,20.1,18.9,5.0,0.49,22.0
7,2,14.8,18.1,21.4,13.0,3.0,0.35,12.0
7,3,16.4,19.9,22.4,15.9,6.0,0.52,29.0
8,1,16.0,19.1,22.2,16.7,4.0,0.44,19.0
8,2,16.4,19.9,22.8,16.0,5.0,0.47,19.0
8,3,15.1,18.5,21.8,16.6,6.0,0.51,11.0
9,1,14.8,17.8,20.9,14.7,5.0,0.48,30.0
9,2,13.5,16.1,19.4,15.4,4.0,0.36,14.0
9,3,12.5,14.9,17.4,17.1,6.0,0.57,51.0
10,1,11.1,13.3,16.0,19.5,6.0,0.57,41.0
10,2,10.5,12.7,15.2,16.5,7.0,0.67,19.0
10,3,9.6,12.0,14.5,19.7,7.0,0.61,35.0
11,1,8.1,9.7,11.6,17.9,6.0,0.62,22.0
11,2,7.0,8.5,10.3,18.5,6.0,0.62,27.0
11,3,4.7,6.4,8.1,17.7,7.0,0.71,29.0
12,1,4.0,5.2,7.0,20.1,8.0,0.77,31.0
12,2,3.5,5.4,7.5,18.9,6.0,0.56,17.0
12,3,5.6,6.7,9.5,22.1,8.0,0.74,34.0
