m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,15.4,18.5,21.1,16.4,1.0,0.09,1.0
1,2,15.7,18.3,20.9,19.2,1.0,0.09,1.0
1,3,15.3,18.2,21.2,17.3,1.0,0.11,1.0
2,1,15.3,18.6,21.5,17.4,2.0,0.22,2.0
2,2,15.5,18.3,21.1,18.1,1.0,0.1,0.0
2,3,15.3,18.5,22.0,20.9,2.0,0.19,1.0
3,1,16.2,19.1,22.2,21.9,0.0,0.03,0.0
3,2,15.8,18.8,22.1,21.5,1.0,0.11,1.0
3,3,15.6,19.0,22.6,18.9,2.0,0.18,2.0
4,1,16.5,19.5,23.2,21.0,1.0,0.1,1.0
4,2,17.1,20.3,23.9,22.3,0.0,0.04,0.0
4,3,16.9,20.2,24.0,20.8,0.0,0.03,0.0
5,1,17.7,20.5,23.8,23.1,0.0,0.01,0.0
5,2,18.4,21.2,24.9,25.5,0.0,0.01,0.0
5,3,18.0,21.2,24.7,21.7,0.0,0.01,0.0
6,1,19.4,22.4,25.7,19.9,0.0,0.0,0.0
6,2,19.8,22.4,25.9,22.9,0.0,0.0,0.0
6,3,20.3,22.7,26.5,26.1,0.0,0.0,0.0
7,1,20.7,23.5,26.7,27.1,0.0,0.01,0.0
7,2,21.4,24.0,27.5,24.2,0.0,0.0,0.0
7,3,21.6,23.8,27.4,26.9,0.0,0.03,0.0
8,1,21.9,24.2,27.7,26.1,0.0,0.0,0.0
8,2,22.1,24.4,27.9,25.2,0.0,0.03,0.0
8,3,22.3,25.1,28.0,23.0,0.0,0.01,0.0
9,1,21.8,23.9,27.0,20.2,0.0,0.03,0.0
9,2,21.7,24.2,27.4,19.5,1.0,0.06,0.0
9,3,21.5,24.0,26.8,21.0,1.0,0.06,0.0
10,1,21.6,23.9,27.1,19.2,0.0,0.03,0.0
10,2,20.5,23.4,26.2,16.4,1.0,0.09,0.0
10,3,19.8,22.3,25.4,17.6,2.0,0.16,1.0
11,1,19.6,21.8,24.3,21.4,1.0,0.06,0.0
11,2,18.0,21.3,24.5,15.2,2.0,0.22,1.0
11,3,17.7,20.7,23.3,16.9,2.0,0.16,1.0
12,1,17.4,19.9,22.4,19.7,2.0,0.22,2.0
12,2,16.4,19.2,22.1,15.9,1.0,0.09,1.0
12,3,15.8,19.0,21.7,15.2,1.0,0.09,0.0
