m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,19.2,22.5,28.0,7.7,10.0,0.98,47.0
1,2,19.1,22.5,28.3,9.5,10.0,0.98,45.0
1,3,19.1,22.5,27.5,9.9,11.0,0.96,51.0
2,1,19.4,22.4,27.1,10.2,9.0,0.94,55.0
2,2,19.2,22.4,27.7,7.4,10.0,1.0,76.0
2,3,19.2,22.3,27.0,8.8,9.0,0.98,108.0
3,1,19.1,22.5,27.8,7.2,10.0,1.0,80.0
3,2,18.6,22.5,28.1,6.9,9.0,0.9,46.0
3,3,18.8,22.7,28.4,6.3,11.0,0.95,64.0
4,1,18.5,22.7,27.9,7.1,9.0,0.93,44.0
4,2,18.7,22.7,28.1,5.9,10.0,1.0,64.0
4,3,18.8,22.9,28.3,6.3,10.0,0.98,57.0
5,1,18.9,23.1,28.6,6.2,10.0,0.95,25.0
5,2,18.8,23.0,28.5,6.6,10.0,0.98,32.0
5,3,18.4,22.8,28.5,6.3,10.0,0.89,54.0
6,1,17.8,22.7,28.5,6.2,9.0,0.88,29.0
6,2,18.0,22.1,27.6,6.1,10.0,0.95,45.0
6,3,17.9,22.1,28.0,7.3,8.0,0.78,19.0
7,1,17.8,22.1,27.8,7.3,8.0,0.8,23.0
7,2,16.4,22.0,27.8,8.2,6.0,0.55,5.0
7,3,16.9,22.1,28.2,8.0,7.0,0.61,8.0
8,1,17.0,22.3,28.7,8.1,7.0,0.68,11.0
8,2,17.2,22.7,29.1,9.0,5.0,0.53,6.0
8,3,17.4,22.6,29.0,8.5,8.0,0.71,15.0
9,1,17.8,22.6,29.0,8.4,7.0,0.7,42.0
9,2,17.7,22.5,28.6,9.5,7.0,0.73,25.0
9,3,18.2,23.0,29.1,8.1,8.0,0.75,36.0
10,1,18.1,23.1,29.2,7.3,9.0,0.93,38.0
10,2,18.3,23.5,29.9,7.8,8.0,0.75,27.0
10,3,18.3,23.2,29.2,7.2,9.0,0.84,33.0
11,1,18.7,22.4,28.2,6.2,10.0,0.98,106.0
11,2,19.0,22.6,28.3,5.9,10.0,0.98,89.0
11,3,19.3,22.7,28.6,6.4,9.0,0.9,98.0
12,1,19.3,22.5,27.7,7.0,10.0,1.0,71.0
12,2,18.6,22.8,28.3,6.5,10.0,0.98,39.0
12,3,19.4,22.7,28.0,7.9,10.0,0.93,66.0
