m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,5.7,9.9,16.6,7.0,4.0,0.43,31.0
1,2,5.4,10.1,15.7,7.8,5.0,0.48,38.0
1,3,5.0,10.2,15.8,7.2,6.0,0.51,54.0
2,1,5.1,9.8,16.8,8.1,3.0,0.28,15.0
2,2,5.2,10.5,16.3,8.4,2.0,0.24,7.0
2,3,5.5,11.9,17.4,8.0,3.0,0.33,9.0
3,1,5.8,11.8,17.9,6.5,4.0,0.35,6.0
3,2,6.5,11.7,18.0,7.4,3.0,0.35,9.0
3,3,7.2,13.1,19.5,8.4,3.0,0.32,6.0
4,1,8.5,14.4,20.6,8.6,3.0,0.29,13.0
4,2,8.8,15.6,22.1,7.3,2.0,0.21,1.0
4,3,10.0,16.9,23.6,8.3,1.0,0.14,0.0
5,1,11.5,17.9,24.0,8.0,2.0,0.2,3.0
5,2,13.0,19.5,26.2,6.7,2.0,0.18,2.0
5,3,13.9,20.8,27.4,8.2,2.0,0.2,7.0
6,1,15.4,23.0,29.9,9.1,1.0,0.08,0.0
6,2,17.4,23.4,29.7,8.2,2.0,0.24,10.0
6,3,19.1,25.5,32.3,7.9,1.0,0.09,0.0
7,1,19.6,26.4,32.8,8.5,1.0,0.06,0.0
7,2,19.9,27.0,34.5,9.3,1.0,0.08,0.0
7,3,20.1,27.5,34.9,9.1,0.0,0.01,0.0
8,1,20.2,27.4,33.9,9.3,1.0,0.08,0.0
8,2,20.0,26.9,33.1,8.9,1.0,0.06,0.0
8,3,19.7,26.1,32.9,8.8,2.0,0.18,0.0
9,1,18.9,25.2,31.5,9.7,2.0,0.16,10.0
9,2,17.4,24.1,30.6,8.2,1.0,0.11,0.0
9,3,15.9,21.8,28.5,8.0,2.0,0.22,9.0
10,1,14.9,20.1,27.6,7.4,2.0,0.21,7.0
10,2,14.1,19.6,25.5,6.5,2.0,0.18,20.0
10,3,12.4,18.4,25.4,6.7,1.0,0.08,0.0
11,1,11.7,17.1,24.6,6.4,2.0,0.18,11.0
11,2,10.9,15.3,21.6,6.4,4.0,0.45,33.0
11,3,9.0,13.3,19.5,7.5,5.0,0.51,59.0
12,1,8.9,12.9,18.6,6.2,5.0,0.51,48.0
12,2,7.4,11.6,17.4,5.9,4.0,0.42,36.0
12,3,6.4,10.9,17.3,6.6,3.0,0.26,10.0
