m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,5.4,10.0,16.1,7.1,15.0,0.47,124.0
2,5.4,10.3,16.8,8.1,8.0,0.28,31.0
3,6.4,12.3,18.2,7.4,10.0,0.34,21.0
4,9.0,15.4,21.5,7.8,6.0,0.21,15.0
5,12.8,19.6,26.2,7.6,6.0,0.19,12.0
6,17.4,23.8,30.4,8.1,4.0,0.14,10.0
7,19.9,27.0,34.2,9.0,2.0,0.05,0.0
8,20.0,26.9,33.1,8.9,3.0,0.11,1.0
9,17.5,24.1,30.4,8.4,5.0,0.16,19.0
10,14.0,19.5,26.3,6.7,5.0,0.15,27.0
11,10.5,15.4,21.6,6.9,11.0,0.38,103.0
12,7.1,11.6,17.5,6.1,12.0,0.39,94.0
