m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,3.2,5.9,8.3,8.8,12.0,0.38,26.0
2,4.0,7.3,10.0,8.7,7.0,0.26,18.0
3,4.8,8.0,10.6,8.3,10.0,0.32,22.0
4,7.0,10.8,13.8,9.5,7.0,0.24,12.0
5,11.7,16.2,20.0,8.1,11.0,0.34,37.0
6,17.5,22.7,26.8,7.7,6.0,0.21,8.0
7,20.2,26.9,30.7,7.8,1.0,0.02,0.0
8,19.6,25.0,29.1,7.3,6.0,0.2,18.0
9,16.9,21.3,24.9,7.8,7.0,0.22,19.0
10,12.5,15.8,18.8,7.5,10.0,0.32,44.0
11,8.6,11.6,13.7,9.1,12.0,0.39,48.0
12,5.3,7.9,10.1,8.3,11.0,0.37,22.0
