m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.0,7.1,9.2,9.3,3.0,0.34,6.0
1,2,3.0,6.0,8.0,9.3,4.0,0.42,11.0
1,3,2.3,5.5,7.9,8.7,4.0,0.38,8.0
2,1,4.3,7.4,10.0,9.9,3.0,0.29,10.0
2,2,3.5,6.8,9.7,7.2,2.0,0.19,5.0
2,3,4.3,7.4,10.0,8.8,3.0,0.29,4.0
3,1,4.2,7.5,9.3,8.7,4.0,0.37,5.0
3,2,5.2,8.7,11.3,7.7,3.0,0.33,13.0
3,3,4.8,8.1,11.9,7.9,3.0,0.25,4.0
4,1,6.0,10.3,13.1,9.7,2.0,0.18,1.0
4,2,6.9,10.7,14.1,10.7,3.0,0.34,7.0
4,3,9.4,14.9,17.7,9.0,2.0,0.21,4.0
5,1,9.8,13.9,17.3,8.2,5.0,0.47,28.0
5,2,11.9,16.1,19.5,9.4,3.0,0.28,7.0
5,3,13.6,18.5,22.0,8.0,3.0,0.28,2.0
6,1,16.6,20.8,23.9,7.7,3.0,0.34,5.0
6,2,17.4,22.5,26.7,7.9,2.0,0.2,3.0
6,3,20.1,26.0,29.6,7.5,1.0,0.09,0.0
7,1,20.6,26.9,30.4,7.9,0.0,0.0,0.0
7,2,19.4,25.7,30.2,7.8,0.0,0.04,0.0
7,3,21.5,27.6,31.4,7.4,0.0,0.02,0.0
8,1,20.2,25.3,29.6,7.3,3.0,0.26,11.0
8,2,20.7,25.9,30.2,7.4,1.0,0.12,2.0
8,3,18.8,23.8,28.1,7.3,2.0,0.22,5.0
9,1,17.7,21.8,25.5,7.9,2.0,0.24,12.0
9,2,17.2,21.7,25.3,7.6,2.0,0.18,1.0
9,3,15.1,18.3,22.0,8.1,2.0,0.24,6.0
10,1,14.1,17.0,20.4,7.0,3.0,0.34,6.0
10,2,12.2,15.6,18.4,7.8,3.0,0.35,17.0
10,3,12.0,14.8,17.8,8.8,3.0,0.29,21.0
11,1,10.7,13.4,15.9,8.8,4.0,0.4,11.0
11,2,8.6,11.6,13.7,8.9,4.0,0.35,23.0
11,3,6.4,8.6,11.0,10.6,4.0,0.41,15.0
12,1,5.4,8.2,10.1,9.2,5.0,0.48,12.0
12,2,5.5,7.9,10.2,9.2,4.0,0.4,8.0
12,3,4.9,7.7,9.8,7.1,3.0,0.23,3.0
