m,coco,coco_pct,country,place
1,1.0,0.293,turkije,alanya
1,2.0,0.196,turkije,alanya
1,3.0,0.238,turkije,alanya
1,4.0,0.022,turkije,alanya
1,5.0,0.018,turkije,alanya
1,7.0,0.0,turkije,alanya
1,17.0,0.061,turkije,alanya
1,18.0,0.09,turkije,alanya
1,19.0,0.0,turkije,alanya
1,21.0,0.0,turkije,alanya
1,23.0,0.0,turkije,alanya
1,25.0,0.081,turkije,alanya
1,26.0,0.002,turkije,alanya
1,27.0,0.0,turkije,alanya
2,1.0,0.356,turkije,alanya
2,2.0,0.217,turkije,alanya
2,3.0,0.224,turkije,alanya
2,4.0,0.016,turkije,alanya
2,5.0,0.008,turkije,alanya
2,7.0,0.0,turkije,alanya
2,17.0,0.086,turkije,alanya
2,18.0,0.044,turkije,alanya
2,19.0,0.0,turkije,alanya
2,21.0,0.0,turkije,alanya
2,23.0,0.0,turkije,alanya
2,25.0,0.049,turkije,alanya
2,26.0,0.0,turkije,alanya
2,27.0,0.0,turkije,alanya
3,1.0,0.316,turkije,alanya
3,2.0,0.304,turkije,alanya
3,3.0,0.242,turkije,alanya
3,4.0,0.022,turkije,alanya
3,5.0,0.002,turkije,alanya
3,7.0,0.0,turkije,alanya
3,17.0,0.038,turkije,alanya
3,18.0,0.05,turkije,alanya
3,19.0,0.0,turkije,alanya
3,21.0,0.0,turkije,alanya
3,23.0,0.0,turkije,alanya
3,25.0,0.026,turkije,alanya
3,26.0,0.001,turkije,alanya
3,27.0,0.0,turkije,alanya
4,1.0,0.321,turkije,alanya
4,2.0,0.359,turkije,alanya
4,3.0,0.25,turkije,alanya
4,4.0,0.01,turkije,alanya
4,5.0,0.006,turkije,alanya
4,7.0,0.0,turkije,alanya
4,17.0,0.016,turkije,alanya
4,18.0,0.015,turkije,alanya
4,19.0,0.0,turkije,alanya
4,21.0,0.0,turkije,alanya
4,23.0,0.0,turkije,alanya
4,25.0,0.023,turkije,alanya
4,26.0,0.0,turkije,alanya
4,27.0,0.0,turkije,alanya
5,1.0,0.374,turkije,alanya
5,2.0,0.376,turkije,alanya
5,3.0,0.176,turkije,alanya
5,4.0,0.011,turkije,alanya
5,5.0,0.003,turkije,alanya
5,7.0,0.0,turkije,alanya
5,17.0,0.009,turkije,alanya
5,18.0,0.02,turkije,alanya
5,19.0,0.0,turkije,alanya
5,21.0,0.0,turkije,alanya
