m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
6,2,14.5,20.5,26.5,8.6,7.0,0.66,18.0,turkije,ankara
6,3,16.2,22.4,28.4,9.7,4.0,0.44,10.0,turkije,ankara
7,1,16.8,24.4,31.3,10.3,4.0,0.41,2.0,turkije,ankara
7,2,17.4,24.2,30.8,9.9,1.0,0.13,0.0,turkije,ankara
7,3,17.5,25.2,32.2,10.4,1.0,0.09,1.0,turkije,ankara
8,1,18.1,25.8,32.4,9.5,2.0,0.22,1.0,turkije,ankara
8,2,17.2,24.8,32.2,10.3,1.0,0.07,0.0,turkije,ankara
8,3,17.2,25.2,32.1,7.9,2.0,0.17,1.0,turkije,ankara
9,1,15.8,21.8,28.5,8.6,2.0,0.15,1.0,turkije,ankara
9,2,12.5,20.5,27.3,8.1,2.0,0.2,1.0,turkije,ankara
9,3,10.4,17.5,24.6,6.6,3.0,0.26,3.0,turkije,ankara
10,1,8.1,15.8,22.8,6.2,3.0,0.25,1.0,turkije,ankara
10,2,8.3,15.2,23.0,6.2,4.0,0.36,3.0,turkije,ankara
10,3,4.3,11.7,19.4,4.5,2.0,0.16,0.0,turkije,ankara
11,1,3.4,10.2,17.8,4.5,2.0,0.25,3.0,turkije,ankara
11,2,1.5,7.5,14.2,4.4,4.0,0.35,3.0,turkije,ankara
11,3,1.9,6.6,11.6,6.9,6.0,0.58,23.0,turkije,ankara
12,1,0.9,5.3,10.0,5.2,5.0,0.52,9.0,turkije,ankara
12,2,1.6,5.8,9.1,6.6,6.0,0.59,27.0,turkije,ankara
12,3,-0.5,3.5,8.2,5.9,4.0,0.39,16.0,turkije,ankara
1,1,8.1,11.9,16.8,11.6,6.0,0.55,63.0,turkije,antalya
1,2,7.2,10.9,15.5,15.1,6.0,0.6,65.0,turkije,antalya
1,3,6.7,10.4,15.5,13.4,6.0,0.52,70.0,turkije,antalya
2,1,7.5,11.1,15.7,14.3,5.0,0.51,11.0,turkije,antalya
2,2,7.4,11.6,16.5,13.4,4.0,0.35,19.0,turkije,antalya
2,3,8.6,12.7,17.0,12.1,5.0,0.56,36.0,turkije,antalya
3,1,8.6,13.5,18.1,12.2,4.0,0.41,12.0,turkije,antalya
3,2,8.8,13.7,18.3,14.3,5.0,0.48,28.0,turkije,antalya
3,3,9.4,14.5,19.4,14.0,4.0,0.38,12.0,turkije,antalya
4,1,11.5,16.3,20.9,10.9,4.0,0.35,5.0,turkije,antalya
4,2,12.6,17.8,22.7,12.1,2.0,0.15,0.0,turkije,antalya
4,3,13.7,19.5,24.8,11.2,2.0,0.15,0.0,turkije,antalya
5,1,15.4,20.7,25.2,13.2,2.0,0.23,6.0,turkije,antalya
5,2,17.1,22.9,28.5,11.2,2.0,0.18,0.0,turkije,antalya
5,3,18.2,23.0,28.4,12.6,3.0,0.29,3.0,turkije,antalya
6,1,19.5,24.1,29.8,11.3,1.0,0.12,0.0,turkije,antalya
6,2,20.5,25.2,29.2,11.0,3.0,0.31,3.0,turkije,antalya
6,3,23.4,28.3,33.5,13.6,0.0,0.03,0.0,turkije,antalya
7,1,24.4,29.5,34.9,13.5,0.0,0.03,0.0,turkije,antalya
7,2,25.6,30.5,35.8,12.5,0.0,0.03,0.0,turkije,antalya
7,3,25.9,30.7,36.0,14.0,1.0,0.07,0.0,turkije,antalya
8,1,25.8,30.2,34.6,11.2,0.0,0.0,0.0,turkije,antalya
8,2,24.8,29.7,35.0,11.9,0.0,0.0,0.0,turkije,antalya
8,3,24.0,29.0,34.0,11.7,2.0,0.17,1.0,turkije,antalya
9,1,23.5,28.3,33.6,11.6,1.0,0.08,0.0,turkije,antalya
9,2,22.3,27.1,32.1,12.0,1.0,0.12,0.0,turkije,antalya
9,3,20.5,25.2,30.8,12.2,1.0,0.12,0.0,turkije,antalya
10,1,19.1,23.8,29.2,11.8,1.0,0.12,0.0,turkije,antalya
10,2,18.4,22.7,27.3,11.6,3.0,0.32,6.0,turkije,antalya
10,3,15.2,20.8,26.6,10.7,1.0,0.13,1.0,turkije,antalya
11,1,14.6,19.6,25.4,10.8,3.0,0.29,7.0,turkije,antalya
11,2,12.4,17.0,22.9,11.2,5.0,0.49,16.0,turkije,antalya
11,3,11.7,15.5,20.0,12.1,6.0,0.65,49.0,turkije,antalya
12,1,10.0,13.8,18.1,10.5,7.0,0.65,45.0,turkije,antalya
12,2,9.9,13.1,17.3,12.2,6.0,0.58,117.0,turkije,antalya
12,3,8.2,11.8,17.0,12.6,5.0,0.48,90.0,turkije,antalya
1,1,8.1,11.9,16.8,11.6,6.0,0.55,63.0,turkije,belek
1,2,7.2,10.9,15.5,15.1,6.0,0.6,65.0,turkije,belek
1,3,6.7,10.4,15.5,13.4,6.0,0.52,70.0,turkije,belek
2,1,7.5,11.1,15.7,14.3,5.0,0.51,11.0,turkije,belek
2,2,7.4,11.6,16.5,13.4,4.0,0.35,19.0,turkije,belek
2,3,8.6,12.7,17.0,12.1,5.0,0.56,36.0,turkije,belek
3,1,8.6,13.5,18.1,12.2,4.0,0.41,12.0,turkije,belek
3,2,8.8,13.7,18.3,14.3,5.0,0.48,28.0,turkije,belek
3,3,9.4,14.5,19.4,14.0,4.0,0.38,12.0,turkije,belek
4,1,11.5,16.3,20.9,10.9,4.0,0.35,5.0,turkije,belek
4,2,12.6,17.8,22.7,12.1,2.0,0.15,0.0,turkije,belek
4,3,13.7,19.5,24.8,11.2,2.0,0.15,0.0,turkije,belek
5,1,15.4,20.7,25.2,13.2,2.0,0.23,6.0,turkije,belek
5,2,17.1,22.9,28.5,11.2,2.0,0.18,0.0,turkije,belek
5,3,18.2,23.0,28.4,12.6,3.0,0.29,3.0,turkije,belek
6,1,19.5,24.1,29.8,11.3,1.0,0.12,0.0,turkije,belek
6,2,20.5,25.2,29.2,11.0,3.0,0.31,3.0,turkije,belek
6,3,23.4,28.3,33.5,13.6,0.0,0.03,0.0,turkije,belek
7,1,24.4,29.5,34.9,13.5,0.0,0.03,0.0,turkije,belek
7,2,25.6,30.5,35.8,12.5,0.0,0.03,0.0,turkije,belek
7,3,25.9,30.7,36.0,14.0,1.0,0.07,0.0,turkije,belek
8,1,25.8,30.2,34.6,11.2,0.0,0.0,0.0,turkije,belek
8,2,24.8,29.7,35.0,11.9,0.0,0.0,0.0,turkije,belek
8,3,24.0,29.0,34.0,11.7,2.0,0.17,1.0,turkije,belek
9,1,23.5,28.3,33.6,11.6,1.0,0.08,0.0,turkije,belek
9,2,22.3,27.1,32.1,12.0,1.0,0.12,0.0,turkije,belek
9,3,20.5,25.2,30.8,12.2,1.0,0.12,0.0,turkije,belek
10,1,19.1,23.8,29.2,11.8,1.0,0.12,0.0,turkije,belek
10,2,18.4,22.7,27.3,11.6,3.0,0.32,6.0,turkije,belek
10,3,15.2,20.8,26.6,10.7,1.0,0.13,1.0,turkije,belek
11,1,14.6,19.6,25.4,10.8,3.0,0.29,7.0,turkije,belek
11,2,12.4,17.0,22.9,11.2,5.0,0.49,16.0,turkije,belek
11,3,11.7,15.5,20.0,12.1,6.0,0.65,49.0,turkije,belek
12,1,10.0,13.8,18.1,10.5,7.0,0.65,45.0,turkije,belek
12,2,9.9,13.1,17.3,12.2,6.0,0.58,117.0,turkije,belek
12,3,8.2,11.8,17.0,12.6,5.0,0.48,90.0,turkije,belek
1,1,11.2,13.8,16.9,7.3,5.0,0.53,5.0,turkije,bodrum
1,2,9.2,12.4,16.0,8.3,6.0,0.57,17.0,turkije,bodrum
1,3,9.2,12.7,15.8,10.5,5.0,0.45,18.0,turkije,bodrum
2,1,10.1,13.3,17.0,9.9,3.0,0.25,13.0,turkije,bodrum
2,2,10.0,13.5,17.2,7.2,2.0,0.15,14.0,turkije,bodrum
2,3,11.3,14.3,18.4,7.8,3.0,0.33,8.0,turkije,bodrum
3,1,11.5,14.6,18.3,7.3,6.0,0.6,23.0,turkije,bodrum
3,2,11.1,13.9,18.2,9.6,5.0,0.45,21.0,turkije,bodrum
3,3,11.7,15.5,19.6,8.3,3.0,0.27,14.0,turkije,bodrum
4,1,14.1,17.3,20.9,9.2,4.0,0.4,22.0,turkije,bodrum
4,2,14.4,17.7,22.6,8.9,5.0,0.45,19.0,turkije,bodrum
4,3,15.8,19.4,24.6,7.3,2.0,0.15,10.0,turkije,bodrum
5,1,16.8,20.5,25.1,7.3,3.0,0.25,14.0,turkije,bodrum
5,2,18.6,23.1,28.7,6.7,2.0,0.2,2.0,turkije,bodrum
5,3,19.2,23.2,28.0,7.2,5.0,0.47,10.0,turkije,bodrum
6,1,21.0,25.4,30.8,6.8,1.0,0.13,0.0,turkije,bodrum
6,2,22.6,26.8,32.0,7.2,2.0,0.17,0.0,turkije,bodrum
6,3,25.0,29.6,35.1,8.3,0.0,0.0,0.0,turkije,bodrum
7,1,25.4,30.1,35.7,7.2,0.0,0.0,0.0,turkije,bodrum
7,2,25.4,30.3,35.7,7.9,0.0,0.0,0.0,turkije,bodrum
7,3,26.4,31.2,37.2,8.2,0.0,0.0,0.0,turkije,bodrum
8,1,26.0,30.3,36.0,7.3,0.0,0.0,0.0,turkije,bodrum
8,2,25.5,29.9,35.8,6.7,0.0,0.0,0.0,turkije,bodrum
8,3,24.8,28.7,34.1,5.4,2.0,0.15,0.0,turkije,bodrum
9,1,24.7,28.5,33.8,6.6,1.0,0.08,0.0,turkije,bodrum
9,2,23.2,27.1,32.2,6.5,1.0,0.13,0.0,turkije,bodrum
9,3,21.8,25.1,30.2,6.3,1.0,0.1,0.0,turkije,bodrum
10,1,20.6,24.1,28.9,6.3,1.0,0.07,0.0,turkije,bodrum
10,2,19.5,22.5,27.2,5.1,1.0,0.13,0.0,turkije,bodrum
10,3,18.1,21.2,26.1,4.8,1.0,0.09,0.0,turkije,bodrum
11,1,17.3,20.5,24.9,5.1,2.0,0.23,1.0,turkije,bodrum
11,2,15.7,18.3,22.1,6.3,5.0,0.53,8.0,turkije,bodrum
11,3,14.6,17.0,20.7,8.4,7.0,0.7,65.0,turkije,bodrum
12,1,13.0,15.6,18.8,7.4,6.0,0.55,45.0,turkije,bodrum
12,2,12.8,15.4,18.8,8.3,4.0,0.4,26.0,turkije,bodrum
12,3,11.0,13.8,16.9,6.8,5.0,0.42,22.0,turkije,bodrum
1,1,8.1,12.1,17.0,12.4,6.0,0.57,25.0,turkije,dalyan
1,2,6.8,10.9,15.5,13.7,6.0,0.6,40.0,turkije,dalyan
1,3,6.0,11.3,16.0,15.5,4.0,0.41,10.0,turkije,dalyan
2,1,7.0,11.3,16.2,13.4,4.0,0.35,39.0,turkije,dalyan
2,2,7.0,11.8,16.6,13.7,3.0,0.3,18.0,turkije,dalyan
2,3,8.0,12.5,17.1,13.3,2.0,0.17,1.0,turkije,dalyan
3,1,7.5,12.8,18.0,11.8,3.0,0.3,33.0,turkije,dalyan
3,2,8.2,13.0,17.8,14.8,6.0,0.6,55.0,turkije,dalyan
3,3,8.0,13.5,19.1,12.6,4.0,0.36,15.0,turkije,dalyan
4,1,9.9,15.4,20.5,12.7,4.0,0.4,32.0,turkije,dalyan
4,2,10.3,16.5,21.8,13.1,3.0,0.3,13.0,turkije,dalyan
4,3,11.8,17.5,23.5,12.5,3.0,0.3,8.0,turkije,dalyan
5,1,13.3,19.3,24.5,12.6,4.0,0.4,10.0,turkije,dalyan
5,2,15.2,21.3,26.5,12.4,2.0,0.2,7.0,turkije,dalyan
5,3,15.7,21.7,26.5,13.3,5.0,0.44,14.0,turkije,dalyan
6,1,16.8,22.7,27.5,12.4,2.0,0.17,0.0,turkije,dalyan
6,2,18.8,24.2,28.6,12.7,3.0,0.33,0.0,turkije,dalyan
6,3,21.1,26.5,31.4,14.0,0.0,0.03,0.0,turkije,dalyan
7,1,21.5,28.0,33.3,14.2,1.0,0.07,0.0,turkije,dalyan
7,2,22.0,27.7,33.1,13.0,0.0,0.0,0.0,turkije,dalyan
7,3,22.5,28.7,34.0,13.9,0.0,0.0,0.0,turkije,dalyan
8,1,22.7,28.2,32.5,12.3,1.0,0.07,0.0,turkije,dalyan
8,2,22.5,27.8,32.8,12.8,0.0,0.0,0.0,turkije,dalyan
8,3,21.5,27.1,31.6,11.8,2.0,0.15,0.0,turkije,dalyan
9,1,21.4,26.7,31.6,12.3,3.0,0.33,5.0,turkije,dalyan
9,2,19.2,25.2,30.9,12.5,1.0,0.07,0.0,turkije,dalyan
9,3,18.4,23.8,29.1,12.1,2.0,0.17,0.0,turkije,dalyan
10,1,16.3,22.3,27.9,12.2,2.0,0.17,0.0,turkije,dalyan
10,2,15.8,21.0,26.5,11.1,2.0,0.2,3.0,turkije,dalyan
10,3,13.0,19.0,25.1,10.1,0.0,0.03,0.0,turkije,dalyan
11,1,12.4,18.0,24.7,11.0,2.0,0.2,0.0,turkije,dalyan
11,2,10.7,16.2,22.3,11.8,4.0,0.43,13.0,turkije,dalyan
11,3,10.0,14.9,19.5,13.8,6.0,0.6,65.0,turkije,dalyan
12,1,10.5,13.5,18.6,11.4,6.0,0.63,80.0,turkije,dalyan
12,2,10.3,13.8,17.6,12.2,5.0,0.5,61.0,turkije,dalyan
12,3,7.5,11.8,16.6,12.0,4.0,0.36,15.0,turkije,dalyan
1,1,8.1,12.1,17.0,12.4,6.0,0.57,25.0,turkije,fethiye
1,2,6.8,10.9,15.5,13.7,6.0,0.6,40.0,turkije,fethiye
1,3,6.0,11.3,16.0,15.5,4.0,0.41,10.0,turkije,fethiye
2,1,7.0,11.3,16.2,13.4,4.0,0.35,39.0,turkije,fethiye
2,2,7.0,11.8,16.6,13.7,3.0,0.3,18.0,turkije,fethiye
2,3,8.0,12.5,17.1,13.3,2.0,0.17,1.0,turkije,fethiye
3,1,7.5,12.8,18.0,11.8,3.0,0.3,33.0,turkije,fethiye
3,2,8.2,13.0,17.8,14.8,6.0,0.6,55.0,turkije,fethiye
3,3,8.0,13.5,19.1,12.6,4.0,0.36,15.0,turkije,fethiye
4,1,9.9,15.4,20.5,12.7,4.0,0.4,32.0,turkije,fethiye
4,2,10.3,16.5,21.8,13.1,3.0,0.3,13.0,turkije,fethiye
4,3,11.8,17.5,23.5,12.5,3.0,0.3,8.0,turkije,fethiye
5,1,13.3,19.3,24.5,12.6,4.0,0.4,10.0,turkije,fethiye
5,2,15.2,21.3,26.5,12.4,2.0,0.2,7.0,turkije,fethiye
5,3,15.7,21.7,26.5,13.3,5.0,0.44,14.0,turkije,fethiye
6,1,16.8,22.7,27.5,12.4,2.0,0.17,0.0,turkije,fethiye
6,2,18.8,24.2,28.6,12.7,3.0,0.33,0.0,turkije,fethiye
6,3,21.1,26.5,31.4,14.0,0.0,0.03,0.0,turkije,fethiye
7,1,21.5,28.0,33.3,14.2,1.0,0.07,0.0,turkije,fethiye
7,2,22.0,27.7,33.1,13.0,0.0,0.0,0.0,turkije,fethiye
7,3,22.5,28.7,34.0,13.9,0.0,0.0,0.0,turkije,fethiye
8,1,22.7,28.2,32.5,12.3,1.0,0.07,0.0,turkije,fethiye
8,2,22.5,27.8,32.8,12.8,0.0,0.0,0.0,turkije,fethiye
8,3,21.5,27.1,31.6,11.8,2.0,0.15,0.0,turkije,fethiye
9,1,21.4,26.7,31.6,12.3,3.0,0.33,5.0,turkije,fethiye
9,2,19.2,25.2,30.9,12.5,1.0,0.07,0.0,turkije,fethiye
9,3,18.4,23.8,29.1,12.1,2.0,0.17,0.0,turkije,fethiye
10,1,16.3,22.3,27.9,12.2,2.0,0.17,0.0,turkije,fethiye
10,2,15.8,21.0,26.5,11.1,2.0,0.2,3.0,turkije,fethiye
10,3,13.0,19.0,25.1,10.1,0.0,0.03,0.0,turkije,fethiye
11,1,12.4,18.0,24.7,11.0,2.0,0.2,0.0,turkije,fethiye
11,2,10.7,16.2,22.3,11.8,4.0,0.43,13.0,turkije,fethiye
11,3,10.0,14.9,19.5,13.8,6.0,0.6,65.0,turkije,fethiye
12,1,10.5,13.5,18.6,11.4,6.0,0.63,80.0,turkije,fethiye
12,2,10.3,13.8,17.6,12.2,5.0,0.5,61.0,turkije,fethiye
12,3,7.5,11.8,16.6,12.0,4.0,0.36,15.0,turkije,fethiye
1,1,4.9,8.8,13.1,10.1,6.0,0.55,14.0,turkije,gumuldur
1,2,2.9,7.4,11.7,15.2,4.0,0.44,24.0,turkije,gumuldur
1,3,3.3,7.5,12.5,14.0,5.0,0.46,30.0,turkije,gumuldur
2,1,4.2,8.4,14.0,15.2,5.0,0.45,30.0,turkije,gumuldur
2,2,3.8,8.6,14.1,16.2,2.0,0.23,3.0,turkije,gumuldur
2,3,5.5,10.1,15.5,14.2,3.0,0.33,1.0,turkije,gumuldur
3,1,6.1,11.3,16.6,11.8,6.0,0.57,16.0,turkije,gumuldur
3,2,5.5,10.7,15.6,17.7,5.0,0.48,14.0,turkije,gumuldur
3,3,6.0,11.8,17.5,16.9,4.0,0.34,3.0,turkije,gumuldur
4,1,9.0,14.5,19.8,15.4,6.0,0.55,8.0,turkije,gumuldur
4,2,10.0,16.0,22.1,13.7,5.0,0.5,7.0,turkije,gumuldur
4,3,10.9,17.3,24.2,14.4,2.0,0.15,0.0,turkije,gumuldur
5,1,12.7,18.7,24.1,15.7,2.0,0.2,5.0,turkije,gumuldur
5,2,14.0,21.2,27.9,14.1,2.0,0.18,0.0,turkije,gumuldur
5,3,15.7,22.1,27.7,14.8,4.0,0.32,3.0,turkije,gumuldur
6,1,17.5,24.7,31.0,16.3,3.0,0.33,1.0,turkije,gumuldur
6,2,18.5,24.9,30.6,16.1,4.0,0.38,3.0,turkije,gumuldur
6,3,21.7,27.7,33.0,20.5,1.0,0.05,0.0,turkije,gumuldur
7,1,22.8,28.7,34.5,21.4,1.0,0.1,0.0,turkije,gumuldur
7,2,23.3,28.9,34.6,24.2,1.0,0.05,0.0,turkije,gumuldur
7,3,23.8,29.7,35.6,22.9,0.0,0.0,0.0,turkije,gumuldur
8,1,22.9,29.3,35.4,22.2,0.0,0.0,0.0,turkije,gumuldur
8,2,22.5,28.6,34.6,21.6,0.0,0.03,0.0,turkije,gumuldur
8,3,21.6,27.7,34.5,16.5,2.0,0.17,0.0,turkije,gumuldur
9,1,21.0,26.5,32.5,21.5,2.0,0.17,0.0,turkije,gumuldur
9,2,18.9,24.6,31.0,19.4,1.0,0.1,0.0,turkije,gumuldur
9,3,16.4,22.0,28.9,15.1,2.0,0.18,1.0,turkije,gumuldur
10,1,15.1,20.7,27.1,16.1,1.0,0.1,0.0,turkije,gumuldur
10,2,14.4,19.2,25.2,15.9,3.0,0.25,1.0,turkije,gumuldur
10,3,11.5,17.5,24.0,14.6,1.0,0.07,0.0,turkije,gumuldur
11,1,11.0,16.3,22.6,14.7,3.0,0.25,1.0,turkije,gumuldur
11,2,8.8,13.6,18.8,13.2,4.0,0.4,16.0,turkije,gumuldur
11,3,8.1,12.6,17.3,14.1,7.0,0.73,51.0,turkije,gumuldur
12,1,6.5,10.6,15.4,11.6,7.0,0.68,24.0,turkije,gumuldur
12,2,7.5,11.2,15.0,13.5,5.0,0.48,25.0,turkije,gumuldur
12,3,4.9,9.4,13.9,13.0,5.0,0.41,14.0,turkije,gumuldur
1,1,5.5,8.6,11.5,16.5,4.0,0.43,19.0,turkije,istanbul
1,2,2.8,6.1,10.2,15.7,6.0,0.6,29.0,turkije,istanbul
1,3,3.9,6.9,10.1,14.1,7.0,0.64,17.0,turkije,istanbul
2,1,5.4,8.0,11.6,16.9,6.0,0.57,11.0,turkije,istanbul
2,2,3.3,6.8,10.1,15.6,5.0,0.48,11.0,turkije,istanbul
2,3,4.4,8.4,12.1,16.8,3.0,0.31,2.0,turkije,istanbul
3,1,5.4,9.1,12.4,12.9,7.0,0.68,14.0,turkije,istanbul
3,2,5.3,9.2,12.8,14.9,7.0,0.7,35.0,turkije,istanbul
3,3,5.0,8.3,13.9,15.0,7.0,0.61,14.0,turkije,istanbul
4,1,7.9,11.5,15.9,16.1,6.0,0.57,20.0,turkije,istanbul
4,2,8.7,12.6,17.3,13.8,6.0,0.63,19.0,turkije,istanbul
4,3,10.7,14.9,19.3,12.5,4.0,0.43,2.0,turkije,istanbul
5,1,11.1,14.9,19.7,13.3,4.0,0.43,3.0,turkije,istanbul
5,2,14.2,18.2,23.2,13.9,4.0,0.35,10.0,turkije,istanbul
5,3,14.8,19.1,23.6,13.9,5.0,0.45,6.0,turkije,istanbul
6,1,17.4,21.0,25.8,13.5,3.0,0.3,2.0,turkije,istanbul
6,2,18.6,22.5,26.4,14.1,6.0,0.55,13.0,turkije,istanbul
6,3,19.5,23.3,28.1,15.6,4.0,0.38,3.0,turkije,istanbul
7,1,21.3,25.0,29.1,15.5,5.0,0.45,7.0,turkije,istanbul
7,2,20.5,24.8,29.0,16.2,3.0,0.25,1.0,turkije,istanbul
7,3,21.3,25.4,30.5,15.3,2.0,0.2,0.0,turkije,istanbul
8,1,22.4,26.0,30.9,16.9,3.0,0.25,1.0,turkije,istanbul
8,2,21.6,24.9,29.2,18.3,3.0,0.3,1.0,turkije,istanbul
8,3,21.8,25.7,30.0,16.2,3.0,0.24,1.0,turkije,istanbul
9,1,20.1,23.0,27.2,17.8,5.0,0.53,5.0,turkije,istanbul
9,2,18.6,22.3,26.5,16.1,4.0,0.38,2.0,turkije,istanbul
9,3,16.6,19.6,24.6,13.6,5.0,0.48,7.0,turkije,istanbul
10,1,14.9,19.0,22.9,14.6,6.0,0.57,6.0,turkije,istanbul
10,2,14.7,17.4,21.5,14.9,6.0,0.55,5.0,turkije,istanbul
10,3,12.4,15.5,20.2,13.1,1.0,0.11,0.0,turkije,istanbul
11,1,12.0,15.2,19.6,14.4,4.0,0.38,7.0,turkije,istanbul
11,2,9.8,13.1,16.2,15.9,4.0,0.4,7.0,turkije,istanbul
11,3,8.6,12.0,15.0,16.1,7.0,0.65,23.0,turkije,istanbul
12,1,7.5,10.2,13.2,14.1,6.0,0.63,17.0,turkije,istanbul
12,2,7.1,9.9,12.4,14.9,6.0,0.63,39.0,turkije,istanbul
12,3,6.5,8.9,12.0,14.3,5.0,0.45,10.0,turkije,istanbul
1,1,8.1,11.9,16.8,11.6,6.0,0.55,63.0,turkije,kemer
1,2,7.2,10.9,15.5,15.1,6.0,0.6,65.0,turkije,kemer
1,3,6.7,10.4,15.5,13.4,6.0,0.52,70.0,turkije,kemer
2,1,7.5,11.1,15.7,14.3,5.0,0.51,11.0,turkije,kemer
2,2,7.4,11.6,16.5,13.4,4.0,0.35,19.0,turkije,kemer
2,3,8.6,12.7,17.0,12.1,5.0,0.56,36.0,turkije,kemer
3,1,8.6,13.5,18.1,12.2,4.0,0.41,12.0,turkije,kemer
3,2,8.8,13.7,18.3,14.3,5.0,0.48,28.0,turkije,kemer
3,3,9.4,14.5,19.4,14.0,4.0,0.38,12.0,turkije,kemer
4,1,11.5,16.3,20.9,10.9,4.0,0.35,5.0,turkije,kemer
4,2,12.6,17.8,22.7,12.1,2.0,0.15,0.0,turkije,kemer
4,3,13.7,19.5,24.8,11.2,2.0,0.15,0.0,turkije,kemer
5,1,15.4,20.7,25.2,13.2,2.0,0.23,6.0,turkije,kemer
5,2,17.1,22.9,28.5,11.2,2.0,0.18,0.0,turkije,kemer
5,3,18.2,23.0,28.4,12.6,3.0,0.29,3.0,turkije,kemer
6,1,19.5,24.1,29.8,11.3,1.0,0.12,0.0,turkije,kemer
6,2,20.5,25.2,29.2,11.0,3.0,0.31,3.0,turkije,kemer
6,3,23.4,28.3,33.5,13.6,0.0,0.03,0.0,turkije,kemer
