m,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct,country,place
1,0,6.5,11.6,8.9,73.0,13.9,0.16,turkije,alanya
1,1,7.0,12.0,9.0,75.0,13.9,0.19,turkije,alanya
1,2,7.0,11.0,9.0,74.0,14.8,0.18,turkije,alanya
1,3,6.6,11.1,8.5,74.0,13.0,0.19,turkije,alanya
1,4,7.0,11.0,8.5,73.5,13.0,0.18,turkije,alanya
1,5,7.0,11.0,9.0,72.5,13.9,0.17,turkije,alanya
1,6,7.0,11.1,9.1,73.5,13.9,0.14,turkije,alanya
1,7,9.0,12.0,10.5,69.5,13.0,0.21,turkije,alanya
1,8,10.0,14.0,12.5,64.5,13.9,0.19,turkije,alanya
1,9,11.6,16.0,13.3,58.5,13.0,0.2,turkije,alanya
1,10,12.0,17.0,14.0,56.0,13.0,0.15,turkije,alanya
1,11,13.0,17.0,15.0,54.5,11.2,0.14,turkije,alanya
1,12,13.0,17.5,15.3,54.0,13.0,0.17,turkije,alanya
1,13,12.0,17.0,15.0,55.5,13.9,0.18,turkije,alanya
1,14,12.0,16.0,14.5,60.0,13.9,0.22,turkije,alanya
1,15,11.2,15.5,13.4,64.5,11.9,0.25,turkije,alanya
1,16,10.0,14.0,12.0,69.5,11.2,0.2,turkije,alanya
1,17,10.0,13.0,11.5,71.0,11.9,0.23,turkije,alanya
1,18,8.6,12.7,10.7,72.5,13.0,0.25,turkije,alanya
1,19,8.0,12.0,10.0,75.0,13.9,0.19,turkije,alanya
1,20,8.0,12.0,9.5,74.5,12.7,0.21,turkije,alanya
1,21,7.4,11.5,9.7,73.5,13.9,0.21,turkije,alanya
1,22,7.0,12.0,9.5,72.5,13.9,0.2,turkije,alanya
1,23,7.0,12.0,9.0,73.0,13.9,0.18,turkije,alanya
2,0,6.9,11.3,9.3,72.5,13.9,0.14,turkije,alanya
2,1,7.0,11.0,9.5,72.5,13.0,0.1,turkije,alanya
2,2,6.0,11.0,9.0,71.5,13.9,0.14,turkije,alanya
2,3,6.5,11.2,8.6,73.0,13.0,0.12,turkije,alanya
2,4,6.0,11.0,8.5,70.0,13.9,0.12,turkije,alanya
2,5,7.0,11.0,9.0,71.0,13.9,0.09,turkije,alanya
2,6,7.5,11.5,9.6,68.0,13.0,0.1,turkije,alanya
2,7,9.0,14.0,11.5,63.0,15.7,0.09,turkije,alanya
2,8,11.0,15.0,13.5,57.0,15.0,0.1,turkije,alanya
2,9,12.2,16.7,14.6,54.0,15.0,0.1,turkije,alanya
2,10,13.0,18.0,15.0,52.5,13.9,0.12,turkije,alanya
2,11,14.0,18.0,15.5,53.0,14.8,0.09,turkije,alanya
2,12,13.5,17.8,15.5,52.5,15.9,0.09,turkije,alanya
2,13,14.0,18.0,15.5,53.5,16.8,0.09,turkije,alanya
2,14,13.0,17.0,15.0,56.5,15.9,0.12,turkije,alanya
2,15,12.7,16.6,14.6,62.5,13.0,0.09,turkije,alanya
2,16,11.0,15.0,13.5,68.5,11.2,0.1,turkije,alanya
2,17,11.0,15.0,12.5,69.5,10.3,0.16,turkije,alanya
2,18,10.0,13.7,11.8,70.5,13.0,0.22,turkije,alanya
2,19,9.0,13.0,11.0,73.5,12.1,0.19,turkije,alanya
2,20,9.0,13.0,11.0,74.0,13.0,0.19,turkije,alanya
2,21,8.0,11.7,10.3,73.0,13.2,0.14,turkije,alanya
2,22,7.0,12.0,10.0,74.0,14.1,0.16,turkije,alanya
2,23,7.0,12.0,9.5,73.0,13.0,0.21,turkije,alanya
3,0,8.7,12.7,10.6,71.0,13.0,0.08,turkije,alanya
3,1,9.0,12.0,10.5,70.5,12.1,0.11,turkije,alanya
3,2,8.0,12.0,10.0,71.5,12.1,0.1,turkije,alanya
3,3,7.9,12.0,9.7,69.5,13.0,0.06,turkije,alanya
3,4,8.0,12.0,10.0,68.5,12.1,0.13,turkije,alanya
3,5,8.0,13.0,10.0,67.0,13.0,0.13,turkije,alanya
3,6,10.7,13.9,12.4,61.0,13.2,0.11,turkije,alanya
3,7,13.0,16.0,14.5,53.5,15.7,0.11,turkije,alanya
3,8,14.0,18.0,16.5,50.5,14.8,0.16,turkije,alanya
3,9,15.1,18.7,16.9,50.0,14.8,0.06,turkije,alanya
3,10,16.0,19.0,17.5,49.0,15.7,0.06,turkije,alanya
3,11,16.0,20.0,18.0,50.0,16.8,0.1,turkije,alanya
3,12,16.1,19.2,17.6,51.5,17.7,0.06,turkije,alanya
3,13,16.0,19.0,17.5,53.5,17.7,0.05,turkije,alanya
3,14,16.0,19.0,17.0,54.5,15.9,0.11,turkije,alanya
3,15,15.0,17.7,16.5,58.5,14.8,0.06,turkije,alanya
3,16,14.0,17.0,15.5,63.0,12.1,0.11,turkije,alanya
3,17,13.0,16.0,14.5,68.0,10.1,0.16,turkije,alanya
3,18,12.0,15.5,13.7,69.5,11.0,0.15,turkije,alanya
3,19,11.0,15.0,13.0,72.5,11.2,0.15,turkije,alanya
3,20,11.0,15.0,12.5,70.5,12.2,0.13,turkije,alanya
3,21,9.8,14.0,11.8,69.5,11.9,0.06,turkije,alanya
3,22,9.0,14.0,11.5,73.5,12.1,0.08,turkije,alanya
3,23,9.0,13.0,11.5,71.0,12.1,0.06,turkije,alanya
4,0,11.8,15.8,13.9,74.5,9.4,0.07,turkije,alanya
4,1,12.0,15.5,13.5,72.8,10.2,0.05,turkije,alanya
4,2,11.0,15.0,13.0,71.8,9.8,0.05,turkije,alanya
4,3,11.1,15.0,13.3,70.8,10.3,0.05,turkije,alanya
4,4,11.0,15.5,13.5,68.5,9.8,0.05,turkije,alanya
4,5,13.5,17.0,15.0,63.0,10.3,0.05,turkije,alanya
4,6,15.7,19.4,17.8,55.5,11.2,0.07,turkije,alanya
4,7,17.5,22.0,19.8,50.8,11.0,0.05,turkije,alanya
4,8,18.0,23.0,20.3,50.3,12.6,0.05,turkije,alanya
4,9,19.0,23.4,21.1,49.5,13.0,0.03,turkije,alanya
4,10,19.0,23.5,21.5,49.3,14.8,0.03,turkije,alanya
4,11,20.0,24.0,21.5,49.0,16.3,0.05,turkije,alanya
4,12,19.2,23.1,21.1,50.8,16.6,0.05,turkije,alanya
4,13,19.0,23.0,20.8,53.5,15.9,0.03,turkije,alanya
4,14,18.5,22.0,20.5,53.8,15.3,0.02,turkije,alanya
4,15,17.8,21.9,19.8,58.0,13.0,0.05,turkije,alanya
4,16,17.0,21.0,18.8,64.8,10.7,0.07,turkije,alanya
4,17,16.0,20.0,17.8,70.3,8.3,0.05,turkije,alanya
4,18,15.2,18.8,17.1,72.8,8.3,0.05,turkije,alanya
4,19,15.0,18.0,16.8,74.8,8.3,0.03,turkije,alanya
4,20,14.5,17.5,15.8,75.3,8.3,0.05,turkije,alanya
4,21,13.9,17.0,15.3,75.8,8.3,0.03,turkije,alanya
4,22,13.0,16.0,14.5,75.3,9.4,0.05,turkije,alanya
