m,m3,coco,coco_pct,country,place
1,1,1.0,0.276,turkije,alanya
1,1,2.0,0.173,turkije,alanya
1,1,3.0,0.258,turkije,alanya
1,1,4.0,0.02,turkije,alanya
1,1,5.0,0.024,turkije,alanya
1,1,7.0,0.0,turkije,alanya
1,1,17.0,0.066,turkije,alanya
1,1,18.0,0.095,turkije,alanya
1,1,19.0,0.0,turkije,alanya
1,1,21.0,0.0,turkije,alanya
1,1,23.0,0.0,turkije,alanya
1,1,25.0,0.088,turkije,alanya
1,1,26.0,0.001,turkije,alanya
1,1,27.0,0.0,turkije,alanya
1,2,1.0,0.315,turkije,alanya
1,2,2.0,0.179,turkije,alanya
1,2,3.0,0.256,turkije,alanya
1,2,4.0,0.029,turkije,alanya
1,2,5.0,0.02,turkije,alanya
1,2,7.0,0.0,turkije,alanya
1,2,17.0,0.045,turkije,alanya
1,2,18.0,0.08,turkije,alanya
1,2,19.0,0.0,turkije,alanya
1,2,21.0,0.0,turkije,alanya
1,2,23.0,0.001,turkije,alanya
1,2,25.0,0.077,turkije,alanya
1,2,26.0,0.0,turkije,alanya
1,2,27.0,0.0,turkije,alanya
1,3,1.0,0.29,turkije,alanya
1,3,2.0,0.232,turkije,alanya
1,3,3.0,0.203,turkije,alanya
1,3,4.0,0.018,turkije,alanya
1,3,5.0,0.01,turkije,alanya
1,3,7.0,0.0,turkije,alanya
1,3,17.0,0.07,turkije,alanya
1,3,18.0,0.096,turkije,alanya
1,3,19.0,0.001,turkije,alanya
1,3,21.0,0.001,turkije,alanya
1,3,23.0,0.0,turkije,alanya
1,3,25.0,0.077,turkije,alanya
1,3,26.0,0.004,turkije,alanya
1,3,27.0,0.0,turkije,alanya
2,1,1.0,0.361,turkije,alanya
2,1,2.0,0.209,turkije,alanya
2,1,3.0,0.236,turkije,alanya
2,1,4.0,0.016,turkije,alanya
2,1,5.0,0.014,turkije,alanya
2,1,7.0,0.0,turkije,alanya
2,1,17.0,0.059,turkije,alanya
2,1,18.0,0.056,turkije,alanya
2,1,19.0,0.0,turkije,alanya
2,1,21.0,0.0,turkije,alanya
2,1,23.0,0.0,turkije,alanya
2,1,25.0,0.05,turkije,alanya
2,1,26.0,0.0,turkije,alanya
2,1,27.0,0.0,turkije,alanya
2,2,1.0,0.406,turkije,alanya
2,2,2.0,0.208,turkije,alanya
2,2,3.0,0.195,turkije,alanya
2,2,4.0,0.017,turkije,alanya
2,2,5.0,0.003,turkije,alanya
2,2,7.0,0.001,turkije,alanya
2,2,17.0,0.088,turkije,alanya
2,2,18.0,0.04,turkije,alanya
2,2,19.0,0.0,turkije,alanya
2,2,21.0,0.0,turkije,alanya
2,2,23.0,0.0,turkije,alanya
2,2,25.0,0.042,turkije,alanya
2,2,26.0,0.0,turkije,alanya
2,2,27.0,0.0,turkije,alanya
2,3,1.0,0.295,turkije,alanya
2,3,2.0,0.236,turkije,alanya
2,3,3.0,0.243,turkije,alanya
2,3,4.0,0.014,turkije,alanya
2,3,5.0,0.006,turkije,alanya
2,3,7.0,0.0,turkije,alanya
2,3,17.0,0.113,turkije,alanya
2,3,18.0,0.037,turkije,alanya
2,3,19.0,0.0,turkije,alanya
2,3,21.0,0.0,turkije,alanya
2,3,23.0,0.001,turkije,alanya
2,3,25.0,0.056,turkije,alanya
2,3,26.0,0.0,turkije,alanya
2,3,27.0,0.0,turkije,alanya
3,1,1.0,0.3,turkije,alanya
3,1,2.0,0.285,turkije,alanya
3,1,3.0,0.279,turkije,alanya
3,1,4.0,0.028,turkije,alanya
3,1,5.0,0.003,turkije,alanya
3,1,7.0,0.0,turkije,alanya
3,1,17.0,0.03,turkije,alanya
3,1,18.0,0.048,turkije,alanya
3,1,19.0,0.0,turkije,alanya
3,1,21.0,0.0,turkije,alanya
3,1,23.0,0.0,turkije,alanya
3,1,25.0,0.026,turkije,alanya
3,1,26.0,0.001,turkije,alanya
3,1,27.0,0.0,turkije,alanya
3,2,1.0,0.274,turkije,alanya
3,2,2.0,0.334,turkije,alanya
3,2,3.0,0.213,turkije,alanya
3,2,4.0,0.021,turkije,alanya
3,2,5.0,0.002,turkije,alanya
3,2,7.0,0.001,turkije,alanya
3,2,17.0,0.043,turkije,alanya
