m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,11.4,13.0,15.0,25.5,14.0,0.46,21.0
2,11.4,12.9,14.8,29.0,12.0,0.42,9.0
3,11.5,13.9,16.0,27.9,13.0,0.42,19.0
4,13.6,16.2,19.1,21.4,9.0,0.3,16.0
5,16.9,20.1,23.0,15.4,9.0,0.3,20.0
6,21.8,23.9,26.4,16.8,3.0,0.09,0.0
7,23.8,25.9,27.9,22.5,1.0,0.03,0.0
8,24.2,26.0,27.9,21.2,2.0,0.08,0.0
9,22.5,24.2,26.0,24.5,4.0,0.13,0.0
10,19.0,21.0,22.8,27.1,4.0,0.13,0.0
11,15.9,17.5,19.5,26.3,12.0,0.41,15.0
12,12.9,14.8,16.8,25.6,11.0,0.37,37.0
