m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,11.9,13.8,15.8,22.6,3.0,0.33,5.0
1,2,11.2,12.8,14.8,29.8,5.0,0.53,7.0
1,3,11.1,12.9,15.0,26.5,6.0,0.52,9.0
2,1,11.4,13.0,14.9,30.8,4.0,0.43,4.0
2,2,10.8,12.8,14.3,27.4,5.0,0.47,2.0
2,3,11.8,13.2,15.2,29.8,3.0,0.37,3.0
3,1,12.0,14.2,16.5,20.7,5.0,0.47,4.0
3,2,11.5,13.6,15.4,29.9,6.0,0.58,11.0
3,3,11.2,13.9,16.3,28.9,3.0,0.23,3.0
4,1,13.1,15.7,17.7,24.6,2.0,0.2,5.0
4,2,13.5,16.0,18.7,20.1,4.0,0.4,9.0
4,3,14.8,17.5,20.1,18.4,3.0,0.3,3.0
5,1,15.8,18.1,20.7,20.8,5.0,0.45,13.0
5,2,16.9,19.8,23.4,14.5,1.0,0.1,2.0
5,3,18.6,21.0,23.8,13.7,4.0,0.33,5.0
6,1,19.7,22.3,24.8,16.4,1.0,0.1,0.0
6,2,21.8,23.8,26.0,15.6,2.0,0.17,0.0
6,3,23.3,25.2,26.9,19.1,0.0,0.0,0.0
7,1,23.7,25.7,27.6,21.2,1.0,0.1,0.0
7,2,23.7,25.4,27.6,23.5,0.0,0.0,0.0
7,3,24.6,26.4,28.4,21.7,0.0,0.0,0.0
8,1,24.8,26.7,29.2,21.5,0.0,0.0,0.0
8,2,24.1,25.9,27.7,21.9,0.0,0.03,0.0
8,3,23.8,26.0,27.9,18.4,2.0,0.2,0.0
9,1,23.5,25.2,27.4,26.8,1.0,0.15,0.0
9,2,22.7,24.2,26.1,25.1,1.0,0.07,0.0
9,3,20.6,22.5,25.3,21.3,2.0,0.17,0.0
10,1,20.3,22.4,24.4,23.9,1.0,0.13,0.0
10,2,19.2,21.0,22.9,28.7,2.0,0.23,0.0
10,3,17.8,19.6,21.7,26.7,0.0,0.03,0.0
11,1,17.2,19.1,21.0,27.4,1.0,0.1,0.0
11,2,15.6,17.4,19.3,25.2,5.0,0.47,2.0
11,3,14.9,16.7,18.8,26.3,7.0,0.67,13.0
12,1,13.8,15.5,17.2,22.6,5.0,0.47,18.0
12,2,13.1,15.2,17.2,25.7,3.0,0.32,12.0
12,3,11.7,14.1,15.7,26.9,4.0,0.33,7.0
