m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,13.9,17.8,21.9,14.6,1.0,0.11,0.0
1,2,14.2,17.8,21.5,16.5,1.0,0.13,2.0
1,3,14.0,17.9,22.1,17.4,2.0,0.19,1.0
2,1,14.4,18.0,22.2,17.6,2.0,0.24,2.0
2,2,14.0,18.3,23.0,17.6,1.0,0.1,0.0
2,3,14.5,18.2,22.7,20.8,2.0,0.24,1.0
3,1,15.2,18.8,23.5,21.7,2.0,0.17,1.0
3,2,14.7,18.6,23.6,21.8,1.0,0.14,0.0
3,3,14.6,18.9,23.9,18.5,3.0,0.25,3.0
4,1,15.6,19.4,24.0,20.1,1.0,0.11,1.0
4,2,16.4,20.1,26.1,21.5,0.0,0.04,0.0
4,3,16.1,20.0,24.7,21.2,1.0,0.1,0.0
5,1,17.0,20.6,25.9,24.2,0.0,0.01,0.0
5,2,17.7,21.0,26.1,26.8,1.0,0.07,0.0
5,3,17.6,21.0,26.0,24.5,1.0,0.05,0.0
6,1,18.8,22.0,27.0,20.8,0.0,0.01,0.0
6,2,19.2,22.1,27.2,22.2,0.0,0.03,0.0
6,3,19.6,22.8,27.7,26.7,0.0,0.04,0.0
7,1,20.0,23.4,28.7,31.1,0.0,0.0,0.0
7,2,20.6,24.0,29.7,31.0,0.0,0.0,0.0
7,3,21.0,23.9,29.2,32.7,0.0,0.04,0.0
8,1,21.2,24.3,29.6,29.2,0.0,0.01,0.0
8,2,21.7,25.1,31.3,31.4,0.0,0.03,0.0
8,3,21.6,24.9,31.2,29.1,0.0,0.0,0.0
9,1,21.0,24.2,30.0,21.0,0.0,0.03,0.0
9,2,21.2,24.2,29.3,20.6,0.0,0.04,0.0
9,3,20.8,24.1,29.4,20.5,1.0,0.07,0.0
10,1,20.9,24.0,29.0,20.2,1.0,0.07,0.0
10,2,19.7,23.0,27.9,16.9,1.0,0.14,1.0
10,3,18.5,22.1,26.8,16.0,2.0,0.2,1.0
11,1,18.2,21.3,25.9,20.8,1.0,0.09,0.0
11,2,17.0,21.0,25.5,15.1,2.0,0.22,1.0
11,3,16.7,20.2,24.5,14.3,2.0,0.2,4.0
12,1,15.8,19.3,23.1,17.1,2.0,0.23,2.0
12,2,15.2,19.0,22.4,15.0,1.0,0.11,1.0
12,3,15.0,18.9,22.5,14.3,1.0,0.09,0.0
