m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.5,7.2,11.0,9.6,4.0,0.44,10.0
1,2,2.7,5.7,9.6,14.4,5.0,0.5,6.0
1,3,2.2,5.6,9.9,12.3,5.0,0.47,12.0
2,1,3.0,7.3,12.0,13.1,3.0,0.26,2.0
2,2,2.8,6.9,11.5,11.6,4.0,0.36,6.0
2,3,5.8,8.9,12.5,12.0,5.0,0.58,38.0
3,1,4.1,7.9,11.6,13.2,6.0,0.58,17.0
3,2,4.8,9.3,13.7,12.0,4.0,0.42,10.0
3,3,7.1,10.5,16.0,13.0,4.0,0.32,4.0
4,1,8.1,11.4,15.4,13.4,5.0,0.53,6.0
4,2,8.1,11.4,14.5,14.0,5.0,0.45,3.0
4,3,9.5,13.1,17.1,12.2,6.0,0.57,13.0
5,1,11.9,15.6,19.6,12.8,5.0,0.48,15.0
5,2,12.9,17.2,21.7,12.7,6.0,0.6,15.0
5,3,15.1,18.7,22.5,12.9,5.0,0.41,3.0
6,1,17.2,21.2,24.8,12.8,5.0,0.5,10.0
6,2,18.3,22.3,25.9,12.2,2.0,0.23,0.0
6,3,20.4,25.0,29.8,12.3,3.0,0.28,2.0
7,1,19.6,24.1,28.5,11.5,4.0,0.38,3.0
7,2,21.2,26.5,31.4,12.8,2.0,0.15,0.0
7,3,21.2,26.4,30.8,11.8,3.0,0.25,2.0
8,1,21.0,26.0,30.1,12.1,3.0,0.28,1.0
8,2,20.9,25.4,29.9,11.7,3.0,0.25,4.0
8,3,20.0,24.2,29.1,12.0,5.0,0.45,5.0
9,1,18.3,22.3,26.4,12.6,3.0,0.28,3.0
9,2,16.5,21.1,25.3,11.2,5.0,0.48,23.0
9,3,14.7,18.6,22.7,11.5,4.0,0.43,4.0
10,1,13.8,17.7,21.8,11.4,4.0,0.35,4.0
10,2,12.9,16.2,20.4,12.0,4.0,0.4,4.0
10,3,13.7,16.8,20.8,10.9,3.0,0.3,2.0
11,1,10.3,13.2,16.5,14.4,4.0,0.43,8.0
11,2,8.5,11.6,15.1,12.9,6.0,0.55,20.0
11,3,5.6,8.8,12.7,13.5,5.0,0.5,17.0
12,1,4.4,7.0,10.5,15.8,7.0,0.7,13.0
12,2,3.6,6.8,10.9,12.5,4.0,0.38,12.0
12,3,4.9,7.9,12.0,9.3,3.0,0.23,1.0
