m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,9.8,12.4,14.7,16.8,18.0,0.59,29.0
2,9.6,12.0,14.5,18.0,9.0,0.3,7.0
3,10.7,13.4,16.0,15.4,10.0,0.33,21.0
4,13.0,15.7,18.8,13.6,10.0,0.32,35.0
5,16.3,19.9,23.2,9.7,9.0,0.3,15.0
6,20.2,24.0,27.4,11.6,3.0,0.1,0.0
7,23.0,26.5,29.9,14.6,0.0,0.01,0.0
8,23.6,26.4,29.0,12.6,2.0,0.05,0.0
9,21.1,24.3,27.4,14.9,2.0,0.08,0.0
10,17.4,20.2,23.2,13.7,2.0,0.07,0.0
11,14.5,16.8,19.4,14.1,14.0,0.48,39.0
12,11.7,13.9,16.4,15.4,16.0,0.52,83.0
