m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1.7,3.6,8.6,5.2,7.0,0.22,19.0
2,3.7,6.3,11.1,4.9,7.0,0.23,20.0
3,5.6,8.7,13.8,6.0,9.0,0.28,45.0
4,8.4,12.7,17.5,7.2,10.0,0.32,101.0
5,12.6,16.6,20.7,5.9,17.0,0.53,176.0
6,16.7,21.9,26.8,5.6,12.0,0.4,120.0
7,18.9,24.0,28.6,5.8,10.0,0.34,104.0
8,18.8,23.5,28.4,5.6,10.0,0.34,137.0
9,15.9,19.7,24.2,4.9,10.0,0.35,104.0
10,11.4,13.8,18.5,4.4,11.0,0.36,133.0
11,5.9,8.0,13.0,4.5,11.0,0.36,117.0
12,3.0,4.2,8.8,4.4,8.0,0.26,48.0
