m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,2.2,7.9,14.9,5.5,3.0,0.29,12.0
1,2,2.1,7.6,15.4,7.7,2.0,0.17,14.0
1,3,5.6,10.6,16.8,8.4,3.0,0.29,10.0
2,1,4.4,10.1,17.8,6.9,2.0,0.22,11.0
2,2,5.2,11.5,20.3,6.0,1.0,0.11,1.0
2,3,5.2,11.5,19.9,7.0,2.0,0.26,1.0
3,1,6.4,11.8,18.9,9.2,4.0,0.43,28.0
3,2,6.9,13.6,21.6,8.4,3.0,0.32,16.0
3,3,7.8,14.4,22.8,9.9,4.0,0.37,25.0
4,1,8.5,14.5,22.2,9.6,3.0,0.32,16.0
4,2,9.4,16.8,25.2,7.9,3.0,0.3,8.0
4,3,10.1,17.0,25.2,9.4,4.0,0.41,16.0
5,1,11.9,19.8,28.6,8.3,2.0,0.17,4.0
5,2,12.5,20.4,29.5,9.5,1.0,0.11,0.0
5,3,14.7,22.6,31.6,9.0,2.0,0.18,2.0
6,1,15.8,23.5,31.9,10.8,1.0,0.13,2.0
6,2,16.8,24.8,32.7,10.8,1.0,0.06,0.0
6,3,17.9,26.2,34.8,10.6,0.0,0.03,0.0
7,1,18.8,28.1,36.7,10.8,0.0,0.0,0.0
7,2,20.0,29.4,38.5,11.1,0.0,0.0,0.0
7,3,20.3,30.1,39.1,10.1,0.0,0.01,0.0
8,1,20.5,30.0,39.4,9.8,0.0,0.04,0.0
8,2,19.4,28.9,37.5,9.7,0.0,0.04,0.0
8,3,20.6,29.4,37.9,8.9,0.0,0.03,0.0
9,1,18.5,25.9,34.3,9.0,0.0,0.03,0.0
9,2,18.1,24.5,31.9,7.9,2.0,0.24,11.0
9,3,15.4,22.4,31.2,7.5,1.0,0.14,0.0
10,1,14.3,21.8,31.2,7.5,1.0,0.08,0.0
10,2,13.9,19.6,27.0,8.2,3.0,0.3,27.0
10,3,12.0,17.0,23.7,7.5,4.0,0.35,32.0
11,1,8.5,13.9,20.8,7.9,4.0,0.39,11.0
11,2,8.9,13.7,21.1,7.2,3.0,0.3,8.0
11,3,7.1,11.3,17.5,7.1,4.0,0.37,27.0
12,1,6.2,10.8,17.1,6.9,3.0,0.35,12.0
12,2,6.1,10.4,16.9,7.4,4.0,0.39,16.0
12,3,3.4,8.9,17.5,7.1,1.0,0.13,0.0
