m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.7,6.6,7.8,26.4,8.0,0.76,28.0
1,2,3.1,4.6,6.2,23.7,6.0,0.57,18.0
1,3,2.8,4.7,6.6,26.1,6.0,0.53,21.0
2,1,4.3,5.9,7.9,26.5,5.0,0.54,15.0
2,2,4.8,6.5,8.9,27.6,5.0,0.53,14.0
2,3,5.6,7.6,10.5,27.7,5.0,0.52,18.0
3,1,4.0,6.3,8.9,19.6,5.0,0.54,23.0
3,2,6.0,8.0,10.5,24.7,6.0,0.58,13.0
3,3,5.4,8.1,10.7,22.7,4.0,0.4,10.0
4,1,6.7,9.4,12.5,22.7,4.0,0.41,20.0
4,2,6.8,10.2,13.9,18.4,3.0,0.26,9.0
4,3,7.4,10.9,14.4,21.1,4.0,0.43,8.0
5,1,8.6,11.6,15.2,17.8,4.0,0.43,16.0
5,2,10.3,12.9,16.3,18.8,3.0,0.33,10.0
5,3,11.4,14.9,18.9,20.4,5.0,0.41,17.0
6,1,12.8,16.0,20.3,20.5,4.0,0.36,17.0
6,2,14.6,17.5,21.5,17.9,4.0,0.41,17.0
6,3,15.0,18.4,22.6,18.4,3.0,0.28,10.0
7,1,14.6,17.7,20.9,21.8,4.0,0.43,19.0
7,2,15.5,18.5,21.8,17.5,3.0,0.27,4.0
7,3,16.7,19.6,22.9,18.8,4.0,0.41,19.0
8,1,16.8,19.8,24.0,19.4,4.0,0.42,17.0
8,2,17.1,20.0,23.0,19.0,4.0,0.4,16.0
8,3,15.4,18.7,21.7,19.6,5.0,0.43,16.0
9,1,15.2,18.6,22.1,17.6,4.0,0.39,16.0
9,2,14.2,17.1,20.4,18.0,4.0,0.38,14.0
9,3,12.8,15.3,18.1,22.5,6.0,0.57,40.0
10,1,11.8,14.2,16.8,23.9,5.0,0.51,26.0
10,2,11.6,13.7,16.3,20.5,6.0,0.56,13.0
10,3,10.3,13.0,15.2,24.7,6.0,0.56,28.0
11,1,8.3,10.3,12.2,23.6,5.0,0.54,18.0
11,2,7.4,9.0,11.0,23.3,6.0,0.63,26.0
11,3,5.0,7.3,9.3,22.1,6.0,0.64,34.0
12,1,4.3,6.2,7.9,24.2,7.0,0.69,31.0
12,2,4.5,6.3,8.1,23.0,5.0,0.54,15.0
12,3,5.3,7.3,9.6,29.2,8.0,0.71,28.0
