m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,3.5,5.6,7.3,26.0,19.0,0.62,67.0
2,4.5,6.3,8.5,26.5,15.0,0.53,46.0
3,5.4,7.8,10.4,22.7,16.0,0.5,46.0
4,7.0,10.3,13.7,20.8,11.0,0.37,37.0
5,10.3,13.5,17.4,18.7,12.0,0.39,43.0
6,14.0,17.0,21.2,18.6,10.0,0.35,44.0
7,15.6,18.5,22.0,18.8,12.0,0.37,42.0
8,16.6,19.4,23.1,19.2,13.0,0.42,49.0
9,14.2,17.1,20.5,18.8,13.0,0.44,70.0
10,11.4,13.7,16.4,23.0,17.0,0.54,67.0
11,7.3,9.0,11.0,23.3,18.0,0.6,78.0
12,4.8,6.5,8.2,24.6,20.0,0.65,74.0
