m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,3.3,7.5,12.3,8.1,2.0,0.2,0.0
1,2,2.6,6.1,10.5,8.8,5.0,0.5,20.0
1,3,2.5,6.6,11.0,9.3,4.0,0.35,5.0
2,1,2.8,7.5,12.8,8.3,2.0,0.15,1.0
2,2,3.2,8.0,12.1,9.3,4.0,0.35,29.0
2,3,4.5,9.2,12.9,10.4,3.0,0.33,17.0
3,1,5.9,9.9,13.5,10.1,7.0,0.7,39.0
3,2,5.3,10.0,13.9,11.5,7.0,0.7,32.0
3,3,5.7,10.1,15.0,11.1,6.0,0.5,14.0
4,1,7.8,12.6,17.2,10.1,4.0,0.35,31.0
4,2,9.0,13.7,18.1,9.4,6.0,0.6,29.0
4,3,10.6,15.6,20.5,8.5,7.0,0.65,40.0
5,1,12.0,17.0,21.3,9.7,7.0,0.7,29.0
5,2,13.6,19.0,23.1,8.6,6.0,0.6,19.0
5,3,14.8,20.0,25.0,8.3,8.0,0.73,25.0
6,1,17.2,22.5,27.3,7.8,4.0,0.43,2.0
6,2,18.9,23.9,28.5,8.3,7.0,0.67,11.0
6,3,19.8,25.7,30.2,8.2,5.0,0.54,10.0
7,1,20.5,26.2,30.8,8.1,5.0,0.5,4.0
7,2,20.3,25.8,30.7,8.2,2.0,0.2,0.0
7,3,20.8,26.5,31.5,7.1,3.0,0.27,2.0
8,1,21.0,26.8,32.3,8.1,4.0,0.37,1.0
8,2,20.2,26.2,31.8,9.4,2.0,0.23,2.0
8,3,20.4,25.8,31.6,8.7,4.0,0.35,8.0
9,1,18.7,23.6,29.0,9.7,4.0,0.43,12.0
9,2,16.7,22.7,28.1,9.0,4.0,0.37,1.0
9,3,15.0,19.5,25.0,8.5,2.0,0.2,0.0
10,1,12.8,19.0,24.3,8.6,3.0,0.27,2.0
10,2,11.5,16.7,22.2,8.4,2.0,0.17,0.0
10,3,9.7,15.2,21.5,6.4,1.0,0.06,0.0
11,1,10.0,14.6,20.1,7.8,2.0,0.23,0.0
11,2,7.8,11.8,16.7,8.9,5.0,0.47,13.0
11,3,7.0,10.6,15.0,9.7,6.0,0.6,12.0
12,1,5.7,8.8,13.0,8.4,5.0,0.53,20.0
12,2,5.7,9.0,12.5,8.4,5.0,0.5,14.0
12,3,3.8,8.2,13.0,6.6,3.0,0.27,0.0
