m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.7,6.9,11.5,9.0,11.0,0.34,20.0
2,3.0,7.3,12.5,8.9,9.0,0.3,4.0
3,5.5,10.0,14.0,10.0,18.0,0.58,54.0
4,9.0,13.6,18.1,9.3,16.0,0.53,100.0
5,14.0,19.0,23.2,8.9,21.0,0.68,73.0
6,18.7,23.9,28.7,8.1,16.0,0.54,24.0
7,20.5,26.0,31.0,7.9,10.0,0.32,6.0
8,20.5,26.3,32.0,8.9,10.0,0.32,12.0
9,16.7,22.6,28.1,9.2,10.0,0.33,13.0
10,11.5,16.4,22.0,7.9,5.0,0.16,2.0
11,8.4,12.1,16.8,8.7,13.0,0.43,25.0
12,5.0,8.4,12.8,7.8,13.0,0.43,33.0
