m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,5.5,10.9,18.4,7.1,4.0,0.12,2.0
2,7.7,13.4,20.3,6.9,3.0,0.09,2.0
3,9.5,15.0,20.9,8.3,9.0,0.3,42.0
4,11.8,17.1,23.3,8.8,9.0,0.3,30.0
5,15.3,21.2,27.9,8.8,5.0,0.16,8.0
6,19.0,25.6,32.1,9.4,3.0,0.1,4.0
7,22.8,28.8,35.6,10.0,1.0,0.03,0.0
8,23.0,29.0,36.0,9.0,2.0,0.07,1.0
9,20.1,25.1,31.7,7.9,5.0,0.17,14.0
10,15.3,20.7,27.2,6.3,6.0,0.18,9.0
11,10.6,16.0,22.6,7.0,5.0,0.17,13.0
12,7.5,12.9,19.9,6.9,3.0,0.11,1.0
