m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,5.1,10.6,18.5,6.7,1.0,0.13,1.0
1,2,5.3,10.3,17.5,6.5,2.0,0.16,1.0
1,3,6.8,12.1,18.9,7.2,1.0,0.13,1.0
2,1,6.7,12.3,19.2,6.7,1.0,0.1,1.0
2,2,8.0,13.5,20.1,6.8,1.0,0.09,1.0
2,3,7.4,13.4,20.7,8.2,1.0,0.09,1.0
3,1,8.8,14.5,21.4,8.0,3.0,0.29,8.0
3,2,9.6,15.6,23.3,8.1,2.0,0.21,5.0
3,3,9.9,15.0,20.7,8.6,4.0,0.32,22.0
4,1,10.3,16.1,22.8,8.7,2.0,0.23,4.0
4,2,12.0,17.2,23.3,8.9,3.0,0.3,17.0
4,3,12.5,18.1,24.4,8.4,4.0,0.36,10.0
5,1,14.1,20.8,27.6,8.3,2.0,0.17,1.0
5,2,14.7,20.9,27.9,9.0,1.0,0.1,1.0
5,3,16.1,21.7,28.4,9.2,2.0,0.21,6.0
6,1,17.7,23.8,30.5,8.8,2.0,0.2,4.0
6,2,19.0,25.4,33.0,9.7,1.0,0.09,1.0
6,3,20.1,26.5,33.3,9.8,0.0,0.01,0.0
7,1,22.2,27.9,35.0,10.1,0.0,0.03,0.0
7,2,22.8,28.7,35.5,9.9,0.0,0.04,0.0
7,3,23.4,29.4,36.6,10.0,0.0,0.01,0.0
8,1,23.4,29.5,37.0,9.3,0.0,0.0,0.0
8,2,22.9,29.2,36.1,9.0,1.0,0.07,0.0
8,3,22.5,28.1,35.0,8.7,1.0,0.13,1.0
9,1,21.3,26.3,32.6,8.3,1.0,0.14,2.0
9,2,20.2,24.8,30.6,7.8,3.0,0.29,6.0
9,3,19.2,24.0,30.3,6.9,1.0,0.1,4.0
10,1,17.1,22.5,30.0,6.8,1.0,0.14,0.0
10,2,15.1,20.9,27.2,6.3,2.0,0.21,2.0
10,3,13.4,18.9,25.3,6.1,3.0,0.25,9.0
11,1,11.9,16.6,23.2,7.1,2.0,0.19,1.0
11,2,11.6,16.1,22.6,6.6,3.0,0.32,12.0
11,3,9.2,14.3,20.4,7.4,1.0,0.09,1.0
12,1,9.1,13.8,19.9,8.4,2.0,0.19,1.0
12,2,7.9,12.5,18.7,7.0,1.0,0.09,1.0
12,3,6.1,11.6,20.1,5.0,1.0,0.08,0.0
