m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,-2.5,2.1,6.6,7.0,15.0,0.48,29.0
2,-1.0,3.8,9.5,8.0,11.0,0.4,36.0
3,1.5,6.7,12.1,8.8,18.0,0.59,55.0
4,6.0,12.4,18.8,8.9,14.0,0.47,24.0
5,10.1,16.9,23.5,8.3,18.0,0.57,48.0
6,14.6,20.6,27.3,8.6,16.0,0.54,38.0
7,17.2,24.6,31.4,10.0,6.0,0.2,3.0
8,17.5,25.4,32.3,9.2,5.0,0.15,1.0
9,12.5,20.5,27.1,8.0,6.0,0.2,4.0
10,7.0,15.0,22.3,5.7,8.0,0.26,4.0
11,2.1,7.7,14.4,5.3,12.0,0.39,29.0
12,0.5,5.0,9.1,5.6,15.0,0.5,51.0
