m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,24.0,26.5,30.7,6.9,10.0,0.98,159.0
1,2,24.0,26.4,30.2,6.9,10.0,0.96,256.0
1,3,23.8,26.4,30.7,6.9,11.0,1.0,204.0
2,1,23.7,26.4,30.9,7.1,9.0,0.94,141.0
2,2,23.9,26.3,31.0,6.9,9.0,0.94,171.0
2,3,23.5,26.6,31.6,6.6,9.0,0.98,148.0
3,1,23.9,26.7,31.2,7.0,10.0,0.98,128.0
3,2,24.1,27.0,31.9,7.0,10.0,0.98,101.0
3,3,23.7,27.0,31.8,6.7,11.0,1.0,120.0
4,1,23.8,26.8,32.1,6.8,10.0,0.95,79.0
4,2,24.3,27.5,32.6,6.4,10.0,0.98,81.0
4,3,24.0,27.5,33.0,6.3,10.0,1.0,55.0
5,1,24.0,27.5,33.0,6.2,10.0,0.98,60.0
5,2,24.3,27.8,33.1,6.0,10.0,1.0,49.0
5,3,24.0,27.6,33.1,5.9,10.0,0.88,37.0
6,1,23.7,27.2,33.0,5.9,8.0,0.84,42.0
6,2,23.5,26.8,32.5,5.9,9.0,0.89,62.0
6,3,22.9,26.6,32.3,5.6,9.0,0.94,47.0
7,1,23.1,26.5,32.0,5.8,9.0,0.91,66.0
7,2,22.6,26.8,32.8,6.2,7.0,0.69,21.0
7,3,21.4,26.6,32.9,6.6,7.0,0.66,22.0
8,1,21.9,27.0,33.3,7.1,7.0,0.67,20.0
8,2,21.9,27.3,33.9,7.5,5.0,0.49,13.0
8,3,22.0,27.5,34.1,7.8,7.0,0.64,29.0
9,1,22.7,27.6,33.9,7.6,7.0,0.65,15.0
9,2,21.9,27.7,34.2,8.0,6.0,0.6,12.0
9,3,22.4,28.1,34.3,7.6,7.0,0.68,12.0
10,1,22.7,28.2,34.5,7.6,7.0,0.73,21.0
10,2,23.3,27.9,33.9,7.2,9.0,0.88,37.0
10,3,23.3,27.7,34.2,7.4,9.0,0.77,30.0
11,1,23.5,27.2,33.2,6.6,9.0,0.93,72.0
11,2,23.8,27.4,33.0,6.8,10.0,0.95,101.0
11,3,24.1,27.3,32.5,7.1,10.0,0.98,111.0
12,1,24.0,27.0,31.6,6.7,10.0,0.98,145.0
12,2,24.2,26.4,31.0,6.8,10.0,0.98,122.0
12,3,23.7,26.5,30.4,7.1,10.0,0.92,201.0
