m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,2.5,5.6,9.2,7.0,12.0,0.38,64.0
2,3.6,7.8,12.2,8.3,8.0,0.28,35.0
3,4.9,9.5,14.4,10.1,9.0,0.29,32.0
4,7.8,12.9,18.5,9.0,10.0,0.32,48.0
5,12.2,16.8,21.2,9.0,11.0,0.37,62.0
6,17.7,23.0,28.7,9.3,6.0,0.19,24.0
7,20.5,26.1,32.2,9.5,2.0,0.08,1.0
8,20.9,26.2,31.9,9.1,4.0,0.13,25.0
9,16.7,22.3,27.1,8.7,7.0,0.24,40.0
10,12.5,15.8,20.5,7.6,11.0,0.35,102.0
11,7.8,11.1,14.5,7.6,14.0,0.47,119.0
12,4.2,6.9,10.0,6.4,14.0,0.46,79.0
