m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,3.9,6.6,9.5,7.2,4.0,0.42,29.0
1,2,1.8,5.2,8.6,7.0,4.0,0.38,11.0
1,3,2.3,5.4,9.4,7.0,4.0,0.36,22.0
2,1,3.6,7.4,12.1,7.7,3.0,0.35,18.0
2,2,3.4,7.5,12.5,6.4,2.0,0.22,8.0
2,3,4.3,8.8,13.7,9.9,3.0,0.32,13.0
3,1,4.0,8.4,13.6,8.8,3.0,0.34,23.0
3,2,5.5,9.7,14.5,9.6,3.0,0.27,9.0
3,3,5.2,10.6,16.3,10.9,2.0,0.21,6.0
4,1,5.9,10.8,16.5,9.8,3.0,0.29,18.0
4,2,7.8,12.9,18.8,9.0,3.0,0.32,13.0
4,3,9.4,14.2,19.0,8.8,3.0,0.35,17.0
5,1,10.9,15.6,20.4,9.1,4.0,0.4,29.0
5,2,12.1,16.3,20.8,9.1,5.0,0.48,28.0
5,3,14.1,18.6,24.1,8.6,3.0,0.23,6.0
6,1,16.0,20.7,25.9,9.3,3.0,0.27,15.0
6,2,17.6,23.0,29.0,9.4,1.0,0.11,6.0
6,3,19.5,24.6,30.6,9.3,2.0,0.17,3.0
7,1,20.2,25.8,31.6,9.3,1.0,0.07,0.0
7,2,20.2,25.7,31.7,9.6,1.0,0.06,0.0
7,3,21.8,27.1,33.2,9.6,1.0,0.1,1.0
8,1,21.0,26.9,32.3,9.4,1.0,0.11,0.0
8,2,21.1,26.5,32.2,8.8,1.0,0.13,6.0
8,3,20.2,25.0,30.9,9.1,2.0,0.14,19.0
9,1,17.6,22.8,28.3,8.9,2.0,0.16,12.0
9,2,16.7,22.4,27.2,8.6,2.0,0.24,6.0
9,3,14.2,18.8,23.8,8.9,3.0,0.32,22.0
10,1,13.1,17.0,21.8,8.2,4.0,0.37,34.0
10,2,11.5,15.2,20.5,6.8,3.0,0.29,18.0
10,3,12.7,15.7,19.5,8.0,4.0,0.38,50.0
11,1,10.3,13.5,16.6,7.8,5.0,0.51,68.0
11,2,7.8,11.1,14.5,7.1,5.0,0.48,21.0
11,3,6.1,9.1,12.0,7.6,4.0,0.41,30.0
12,1,4.3,7.0,9.6,7.4,7.0,0.67,47.0
12,2,2.7,6.0,10.1,6.7,3.0,0.33,10.0
12,3,4.6,7.5,10.5,5.4,4.0,0.38,22.0
