m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,6.3,11.0,16.1,8.5,3.0,0.11,5.0
2,8.6,12.4,17.8,7.3,2.0,0.08,0.0
3,9.7,13.7,18.0,7.8,8.0,0.26,35.0
4,11.8,16.2,20.7,7.8,8.0,0.26,25.0
5,15.0,20.0,24.8,7.6,6.0,0.2,15.0
6,19.4,23.8,28.5,7.4,4.0,0.12,3.0
7,22.5,27.0,31.5,7.4,3.0,0.1,2.0
8,22.8,27.1,31.6,7.3,4.0,0.12,15.0
9,19.9,23.7,28.4,7.4,7.0,0.25,44.0
10,16.1,20.1,24.8,7.6,6.0,0.19,21.0
11,11.8,15.8,20.3,8.1,6.0,0.19,9.0
12,9.2,12.4,17.4,7.8,3.0,0.11,6.0
