m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,6.3,10.6,15.9,8.4,1.0,0.11,0.0
1,2,5.5,9.6,15.8,8.8,1.0,0.13,5.0
1,3,8.1,12.1,17.5,8.5,1.0,0.1,1.0
2,1,8.1,11.8,17.0,7.9,1.0,0.13,3.0
2,2,8.1,12.4,17.8,7.2,1.0,0.06,0.0
2,3,8.2,12.2,17.7,7.6,1.0,0.11,0.0
3,1,9.4,13.4,18.3,8.6,2.0,0.23,8.0
3,2,10.0,14.0,19.3,7.7,2.0,0.21,5.0
3,3,9.6,13.7,17.9,7.8,3.0,0.26,18.0
4,1,10.0,15.1,20.2,8.2,2.0,0.19,2.0
4,2,12.0,16.1,20.7,7.6,3.0,0.29,15.0
4,3,13.0,17.3,22.0,7.5,3.0,0.3,8.0
5,1,13.8,18.9,24.0,7.7,2.0,0.2,1.0
5,2,14.6,19.5,24.4,7.7,1.0,0.13,0.0
5,3,16.3,21.0,26.1,7.2,3.0,0.26,13.0
6,1,17.4,22.3,26.7,7.2,1.0,0.14,2.0
6,2,19.4,23.8,28.2,7.6,1.0,0.11,1.0
6,3,20.8,25.4,30.0,7.8,1.0,0.11,1.0
7,1,21.9,26.0,30.5,7.5,1.0,0.11,1.0
7,2,22.5,27.1,31.7,7.3,1.0,0.1,1.0
7,3,23.2,27.5,32.0,7.6,1.0,0.09,0.0
8,1,23.3,27.6,32.4,7.3,1.0,0.06,0.0
8,2,22.6,27.1,31.6,7.6,1.0,0.11,3.0
8,3,21.9,26.3,31.0,7.3,2.0,0.2,12.0
9,1,20.8,24.7,29.3,7.5,3.0,0.26,7.0
9,2,20.2,23.7,28.5,7.4,4.0,0.36,23.0
9,3,18.9,22.2,27.1,7.7,1.0,0.12,3.0
10,1,17.3,21.4,26.4,7.2,1.0,0.1,0.0
10,2,16.3,20.2,24.9,7.4,2.0,0.19,2.0
10,3,14.6,18.5,23.2,8.0,2.0,0.22,17.0
11,1,12.4,16.0,21.1,8.5,3.0,0.27,7.0
11,2,12.7,16.1,20.4,7.6,2.0,0.19,4.0
11,3,10.3,13.9,18.6,8.2,2.0,0.16,1.0
12,1,9.4,13.0,17.0,8.5,2.0,0.2,3.0
12,2,8.0,12.1,17.4,7.7,1.0,0.09,4.0
12,3,8.1,12.0,17.7,7.8,0.0,0.04,0.0
