m,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct,country,place
3,9,13.0,17.4,15.2,53.5,10.3,0.11,griekenland,athene
3,10,14.0,17.9,15.8,51.5,11.1,0.24,griekenland,athene
3,11,14.5,18.2,16.2,49.5,11.1,0.27,griekenland,athene
3,12,15.2,19.2,17.2,49.5,11.2,0.2,griekenland,athene
3,13,14.8,18.4,16.5,48.5,12.1,0.17,griekenland,athene
3,14,14.5,18.1,16.2,50.0,12.1,0.16,griekenland,athene
3,15,13.5,18.5,16.0,52.0,10.3,0.17,griekenland,athene
3,16,12.7,16.9,14.9,57.0,10.2,0.1,griekenland,athene
3,17,12.1,15.7,14.0,59.5,9.3,0.07,griekenland,athene
3,18,11.2,14.9,13.1,62.5,7.2,0.05,griekenland,athene
3,19,11.0,14.0,12.6,64.0,6.5,0.05,griekenland,athene
3,20,10.7,13.8,12.2,64.5,6.5,0.04,griekenland,athene
3,21,10.8,14.3,12.3,64.0,5.6,0.03,griekenland,athene
3,22,10.5,13.2,11.8,66.0,5.6,0.03,griekenland,athene
3,23,10.3,12.9,11.5,67.0,5.6,0.06,griekenland,athene
4,0,11.8,15.9,13.9,64.3,4.7,0.03,griekenland,athene
4,1,12.1,14.8,13.4,65.8,4.6,0.08,griekenland,athene
4,2,11.9,14.7,13.2,66.5,4.6,0.08,griekenland,athene
4,3,11.1,15.0,13.1,65.0,5.6,0.08,griekenland,athene
4,4,12.3,15.5,13.8,63.5,5.6,0.07,griekenland,athene
4,5,13.0,16.1,14.4,61.5,4.6,0.06,griekenland,athene
4,6,14.4,17.8,16.1,56.5,4.7,0.04,griekenland,athene
4,7,14.6,18.0,16.2,56.0,6.1,0.03,griekenland,athene
4,8,15.5,18.8,17.3,52.5,7.4,0.08,griekenland,athene
4,9,17.0,21.2,19.2,48.5,9.4,0.08,griekenland,athene
4,10,17.6,21.1,19.1,47.0,10.2,0.07,griekenland,athene
4,11,18.2,21.5,19.6,46.0,10.2,0.07,griekenland,athene
4,12,18.4,23.2,21.0,42.5,10.8,0.09,griekenland,athene
4,13,18.0,21.8,20.0,45.5,10.2,0.08,griekenland,athene
4,14,17.5,21.3,19.4,47.0,11.1,0.06,griekenland,athene
4,15,17.2,22.1,19.3,47.5,9.4,0.07,griekenland,athene
4,16,16.1,19.7,17.9,51.0,9.3,0.06,griekenland,athene
4,17,15.3,18.5,16.8,53.8,8.3,0.04,griekenland,athene
4,18,14.3,18.6,16.2,58.3,6.5,0.03,griekenland,athene
4,19,13.9,16.9,15.4,58.5,6.5,0.06,griekenland,athene
4,20,13.5,16.4,14.9,59.3,5.6,0.04,griekenland,athene
4,21,13.1,16.8,15.0,62.8,5.2,0.03,griekenland,athene
4,22,12.9,15.8,14.2,64.3,4.6,0.08,griekenland,athene
4,23,12.6,15.3,13.9,65.3,4.6,0.07,griekenland,athene
5,0,16.4,19.9,18.0,65.0,3.6,0.01,griekenland,athene
5,1,16.3,18.7,17.2,66.5,3.7,0.04,griekenland,athene
5,2,16.0,18.6,17.1,66.0,2.8,0.02,griekenland,athene
5,3,16.1,19.0,17.8,67.5,3.7,0.02,griekenland,athene
5,4,17.4,19.2,18.4,61.0,3.7,0.04,griekenland,athene
5,5,18.6,20.2,19.4,58.0,3.7,0.03,griekenland,athene
5,6,19.2,23.2,21.4,54.0,4.7,0.02,griekenland,athene
5,7,20.4,23.3,21.9,52.0,5.6,0.02,griekenland,athene
5,8,21.3,24.4,22.8,49.5,6.5,0.02,griekenland,athene
5,9,22.0,26.6,24.1,45.0,9.2,0.06,griekenland,athene
5,10,22.8,26.0,24.7,44.0,9.3,0.1,griekenland,athene
5,11,23.2,26.6,25.2,43.0,9.3,0.14,griekenland,athene
5,12,23.0,28.2,25.4,40.5,10.3,0.08,griekenland,athene
5,13,22.7,26.4,25.1,43.0,9.3,0.09,griekenland,athene
5,14,22.4,25.8,24.6,44.0,9.3,0.08,griekenland,athene
5,15,22.5,27.0,24.9,45.0,10.1,0.06,griekenland,athene
5,16,21.2,24.5,23.3,50.0,8.4,0.06,griekenland,athene
5,17,20.1,23.2,22.1,53.0,7.4,0.04,griekenland,athene
5,18,18.4,22.8,20.9,55.0,5.7,0.01,griekenland,athene
5,19,18.8,21.3,20.2,56.5,4.6,0.04,griekenland,athene
5,20,18.4,20.6,19.5,59.0,3.7,0.03,griekenland,athene
5,21,17.6,20.9,19.4,63.5,4.7,0.04,griekenland,athene
5,22,17.3,20.1,18.8,64.5,3.7,0.03,griekenland,athene
5,23,16.9,19.8,18.5,65.0,3.7,0.04,griekenland,athene
6,0,21.4,24.6,22.8,60.0,4.7,0.0,griekenland,athene
6,1,21.0,23.8,22.5,63.0,2.8,0.02,griekenland,athene
6,2,20.7,23.8,22.4,62.5,2.8,0.01,griekenland,athene
6,3,20.5,23.8,22.1,62.0,3.6,0.01,griekenland,athene
6,4,21.5,24.7,23.3,58.0,4.6,0.01,griekenland,athene
6,5,22.8,25.8,24.6,53.5,4.6,0.01,griekenland,athene
6,6,24.5,27.9,26.0,50.5,5.6,0.01,griekenland,athene
6,7,24.9,28.3,26.9,47.8,6.5,0.05,griekenland,athene
6,8,25.7,29.3,27.7,45.5,8.2,0.07,griekenland,athene
6,9,27.2,30.7,29.1,41.8,10.7,0.09,griekenland,athene
6,10,27.1,30.6,29.1,41.3,10.2,0.12,griekenland,athene
6,11,27.5,31.3,29.5,40.3,10.2,0.15,griekenland,athene
6,12,28.2,33.2,30.5,37.5,11.2,0.14,griekenland,athene
6,13,27.5,31.5,29.7,40.3,10.2,0.13,griekenland,athene
6,14,27.1,31.1,29.2,41.8,10.2,0.09,griekenland,athene
6,15,26.7,31.9,29.3,41.8,10.3,0.11,griekenland,athene
6,16,26.0,29.9,27.9,45.3,9.3,0.06,griekenland,athene
6,17,25.0,28.5,26.7,48.0,7.4,0.05,griekenland,athene
6,18,23.5,27.8,25.6,52.3,6.5,0.01,griekenland,athene
6,19,23.2,26.5,25.0,53.5,5.1,0.03,griekenland,athene
6,20,22.8,25.5,24.4,56.0,4.6,0.01,griekenland,athene
6,21,22.0,25.6,23.7,56.3,4.7,0.02,griekenland,athene
6,22,21.7,24.8,23.4,59.0,3.7,0.02,griekenland,athene
6,23,21.6,24.4,23.1,60.3,3.7,0.01,griekenland,athene
7,0,24.4,28.0,26.1,52.0,3.8,0.0,griekenland,athene
7,1,24.4,27.6,25.9,50.0,3.7,0.01,griekenland,athene
7,2,24.2,27.4,25.8,50.0,3.7,0.0,griekenland,athene
7,3,24.0,27.5,25.6,51.5,4.7,0.0,griekenland,athene
7,4,25.3,28.4,26.7,46.5,5.6,0.0,griekenland,athene
7,5,26.4,29.4,27.9,43.5,6.5,0.01,griekenland,athene
7,6,27.4,30.8,29.2,42.0,8.3,0.02,griekenland,athene
7,7,28.6,31.7,30.1,38.5,9.3,0.02,griekenland,athene
7,8,29.5,32.9,31.0,37.0,11.1,0.03,griekenland,athene
7,9,30.2,34.4,32.2,34.5,12.1,0.03,griekenland,athene
7,10,31.1,34.9,32.8,32.5,13.0,0.06,griekenland,athene
7,11,31.7,35.3,33.3,31.5,13.0,0.07,griekenland,athene
7,12,32.0,36.0,34.1,31.0,13.0,0.05,griekenland,athene
7,13,31.6,35.7,33.7,30.5,12.1,0.06,griekenland,athene
7,14,31.0,35.4,33.4,31.5,12.1,0.04,griekenland,athene
7,15,30.9,35.3,33.1,33.0,13.0,0.02,griekenland,athene
7,16,29.5,33.9,31.8,33.5,11.2,0.02,griekenland,athene
7,17,28.4,32.5,30.5,36.0,10.2,0.01,griekenland,athene
7,18,26.8,31.0,29.0,43.0,8.3,0.0,griekenland,athene
7,19,26.7,30.3,28.6,40.5,7.4,0.0,griekenland,athene
7,20,26.2,29.6,27.9,42.5,6.5,0.0,griekenland,athene
7,21,25.3,29.0,27.0,49.0,4.7,0.0,griekenland,athene
7,22,25.2,28.6,26.8,49.0,4.6,0.01,griekenland,athene
7,23,24.9,28.2,26.4,49.5,3.7,0.01,griekenland,athene
8,0,24.8,27.6,26.3,53.0,4.7,0.0,griekenland,athene
8,1,24.5,27.3,25.8,53.5,3.7,0.01,griekenland,athene
8,2,24.3,26.9,25.5,54.5,4.6,0.01,griekenland,athene
8,3,24.2,26.9,25.8,51.5,4.7,0.01,griekenland,athene
8,4,25.0,27.7,26.5,49.5,5.6,0.0,griekenland,athene
8,5,26.1,28.3,27.4,46.5,5.6,0.02,griekenland,athene
8,6,27.0,29.4,28.4,42.0,7.4,0.02,griekenland,athene
8,7,28.0,30.4,29.2,42.0,8.4,0.02,griekenland,athene
8,8,29.1,31.7,30.3,40.0,10.2,0.01,griekenland,athene
8,9,30.2,33.2,31.7,35.0,12.1,0.05,griekenland,athene
8,10,30.8,33.5,32.2,34.5,13.0,0.03,griekenland,athene
8,11,31.4,34.0,32.8,33.0,12.1,0.04,griekenland,athene
8,12,32.0,34.8,33.4,32.5,12.1,0.04,griekenland,athene
8,13,31.5,34.4,32.9,32.5,13.0,0.05,griekenland,athene
8,14,31.3,34.0,32.6,34.0,12.1,0.03,griekenland,athene
8,15,30.7,34.1,32.3,34.5,12.1,0.02,griekenland,athene
8,16,29.7,32.8,31.2,37.0,11.2,0.01,griekenland,athene
8,17,28.6,31.6,30.1,40.0,10.2,0.0,griekenland,athene
8,18,27.2,30.4,28.7,43.5,8.3,0.0,griekenland,athene
8,19,26.8,29.6,28.2,45.0,6.5,0.0,griekenland,athene
8,20,26.3,29.0,27.7,47.0,5.6,0.0,griekenland,athene
8,21,25.7,28.5,27.2,49.5,5.6,0.0,griekenland,athene
8,22,25.4,28.3,26.8,51.0,4.6,0.0,griekenland,athene
8,23,25.1,27.9,26.5,51.5,4.6,0.0,griekenland,athene
9,0,21.6,23.9,22.9,55.3,5.2,0.0,griekenland,athene
9,1,21.3,23.6,22.7,59.0,4.6,0.03,griekenland,athene
9,2,21.0,23.4,22.4,60.5,4.6,0.03,griekenland,athene
9,3,21.0,23.7,22.6,57.3,5.6,0.02,griekenland,athene
9,4,21.9,23.9,23.1,55.5,5.6,0.03,griekenland,athene
9,5,22.6,24.7,23.8,54.5,4.7,0.03,griekenland,athene
9,6,23.4,25.8,24.5,51.8,5.6,0.03,griekenland,athene
9,7,24.4,26.8,25.6,50.3,6.5,0.03,griekenland,athene
9,8,25.4,27.9,26.8,47.0,8.9,0.07,griekenland,athene
9,9,26.0,29.0,27.8,44.0,10.3,0.09,griekenland,athene
9,10,26.4,29.5,28.3,42.5,11.1,0.09,griekenland,athene
9,11,26.9,30.2,29.0,40.8,12.1,0.11,griekenland,athene
9,12,27.4,31.1,29.3,39.5,12.1,0.09,griekenland,athene
9,13,27.0,30.2,29.0,39.8,12.1,0.14,griekenland,athene
9,14,26.6,29.7,28.5,41.3,11.6,0.1,griekenland,athene
9,15,26.1,29.6,28.3,42.0,11.2,0.08,griekenland,athene
9,16,25.3,28.1,27.0,45.0,10.2,0.08,griekenland,athene
9,17,24.5,27.1,26.2,47.5,9.3,0.04,griekenland,athene
9,18,23.5,25.8,24.8,53.5,7.4,0.02,griekenland,athene
9,19,23.6,25.4,24.7,52.8,7.4,0.01,griekenland,athene
9,20,23.0,24.9,24.1,54.8,6.1,0.02,griekenland,athene
9,21,22.4,24.6,23.7,55.0,6.1,0.02,griekenland,athene
9,22,22.2,24.2,23.4,57.5,6.1,0.03,griekenland,athene
9,23,21.8,24.0,23.1,58.3,5.6,0.04,griekenland,athene
10,0,17.3,19.9,18.5,66.0,5.6,0.02,griekenland,athene
10,1,16.9,19.2,18.2,67.0,4.6,0.04,griekenland,athene
10,2,16.7,18.9,18.1,67.5,4.6,0.04,griekenland,athene
10,3,16.7,19.6,18.1,67.0,5.6,0.05,griekenland,athene
10,4,16.8,19.4,18.2,66.5,4.7,0.04,griekenland,athene
10,5,17.2,19.8,18.7,65.5,4.6,0.03,griekenland,athene
10,6,17.6,20.8,19.3,63.5,4.7,0.02,griekenland,athene
10,7,18.9,21.6,20.0,60.5,5.6,0.03,griekenland,athene
10,8,19.8,23.2,21.4,55.5,7.4,0.06,griekenland,athene
10,9,20.9,24.8,22.7,51.0,9.3,0.07,griekenland,athene
10,10,21.8,25.4,23.3,49.5,10.2,0.1,griekenland,athene
10,11,21.9,26.0,23.8,48.0,10.2,0.11,griekenland,athene
10,12,22.4,26.8,24.8,46.5,10.2,0.1,griekenland,athene
10,13,21.7,25.8,23.6,49.0,10.2,0.1,griekenland,athene
10,14,21.1,24.8,22.8,51.5,9.3,0.06,griekenland,athene
10,15,20.4,24.3,22.3,54.5,9.4,0.06,griekenland,athene
10,16,19.9,23.4,21.6,56.0,8.3,0.06,griekenland,athene
10,17,19.3,22.4,20.7,59.0,6.5,0.06,griekenland,athene
10,18,18.6,21.7,20.0,61.0,6.5,0.04,griekenland,athene
10,19,18.1,20.9,19.4,63.5,5.6,0.03,griekenland,athene
10,20,17.7,20.5,18.9,64.5,5.6,0.03,griekenland,athene
10,21,17.7,20.3,18.9,63.5,5.5,0.03,griekenland,athene
10,22,17.2,19.9,18.8,65.0,4.6,0.05,griekenland,athene
10,23,16.9,19.7,18.5,65.5,4.6,0.05,griekenland,athene
11,0,13.3,17.7,15.6,70.8,6.5,0.02,griekenland,athene
11,1,13.2,17.4,15.3,72.0,6.1,0.05,griekenland,athene
11,2,13.1,17.1,15.2,73.0,6.1,0.06,griekenland,athene
11,3,13.4,16.9,15.1,71.8,6.1,0.06,griekenland,athene
11,4,13.3,17.0,15.2,72.0,5.6,0.07,griekenland,athene
11,5,13.2,17.0,15.1,72.3,5.6,0.08,griekenland,athene
11,6,13.2,17.5,15.1,71.8,4.7,0.06,griekenland,athene
11,7,14.2,18.2,16.1,68.5,6.1,0.08,griekenland,athene
11,8,15.5,19.2,17.3,65.3,6.5,0.07,griekenland,athene
11,9,16.3,20.1,18.4,60.5,8.8,0.08,griekenland,athene
11,10,16.8,20.8,18.8,59.0,8.9,0.09,griekenland,athene
11,11,17.2,21.1,19.3,56.8,9.3,0.11,griekenland,athene
11,12,17.6,21.4,19.4,53.5,10.1,0.12,griekenland,athene
11,13,16.7,20.8,18.8,56.8,9.3,0.13,griekenland,athene
11,14,15.9,20.1,18.1,60.8,8.4,0.15,griekenland,athene
11,15,15.5,19.7,17.5,62.3,7.9,0.13,griekenland,athene
11,16,15.1,18.9,17.3,64.3,7.4,0.08,griekenland,athene
11,17,14.7,18.8,16.8,65.8,7.4,0.09,griekenland,athene
11,18,14.3,18.8,16.4,67.0,7.0,0.05,griekenland,athene
11,19,14.2,18.2,16.1,69.0,6.5,0.07,griekenland,athene
11,20,14.0,18.0,15.8,70.0,6.5,0.05,griekenland,athene
11,21,13.6,17.9,15.8,70.5,6.5,0.05,griekenland,athene
11,22,13.6,18.0,15.6,70.0,6.5,0.06,griekenland,athene
11,23,13.4,17.7,15.4,71.0,6.5,0.05,griekenland,athene
12,0,10.0,13.6,12.0,75.5,6.5,0.06,griekenland,athene
12,1,9.8,13.6,11.9,75.0,5.6,0.1,griekenland,athene
12,2,9.7,13.5,11.6,76.0,5.6,0.12,griekenland,athene
12,3,9.9,13.4,11.7,76.5,5.6,0.14,griekenland,athene
12,4,9.7,13.3,11.5,77.0,5.6,0.14,griekenland,athene
12,5,9.7,13.3,11.3,77.5,4.7,0.11,griekenland,athene
12,6,9.2,13.3,11.2,76.5,4.7,0.1,griekenland,athene
12,7,10.5,14.2,12.1,74.0,5.6,0.09,griekenland,athene
12,8,11.6,15.2,13.5,69.5,5.6,0.09,griekenland,athene
12,9,12.4,16.2,14.2,65.5,6.5,0.09,griekenland,athene
12,10,13.3,17.1,15.1,63.5,6.5,0.11,griekenland,athene
12,11,13.9,17.6,15.5,61.5,7.4,0.13,griekenland,athene
12,12,13.4,18.2,15.5,59.5,9.2,0.14,griekenland,athene
12,13,13.7,17.4,15.2,62.0,7.4,0.16,griekenland,athene
12,14,12.9,16.7,14.6,64.5,7.4,0.1,griekenland,athene
12,15,12.3,16.0,14.0,66.5,7.4,0.09,griekenland,athene
12,16,11.9,15.6,13.6,68.0,7.4,0.12,griekenland,athene
12,17,11.5,15.1,13.4,69.5,7.4,0.09,griekenland,athene
12,18,11.0,15.0,12.7,72.0,6.5,0.08,griekenland,athene
12,19,11.0,14.9,12.7,72.0,6.5,0.14,griekenland,athene
12,20,10.7,14.7,12.4,73.0,6.5,0.16,griekenland,athene
12,21,10.6,14.3,12.6,73.5,6.5,0.14,griekenland,athene
12,22,10.4,14.1,12.3,74.5,6.5,0.17,griekenland,athene
12,23,10.2,13.8,12.0,74.5,6.5,0.16,griekenland,athene
1,0,6.4,12.0,9.0,83.0,11.2,0.18,griekenland,chersonissos
1,1,6.4,11.2,9.1,84.0,16.1,0.17,griekenland,chersonissos
1,2,6.5,11.1,8.8,84.0,16.2,0.16,griekenland,chersonissos
1,3,6.2,11.4,8.4,84.5,11.0,0.16,griekenland,chersonissos
1,4,6.2,11.0,8.6,84.5,16.2,0.14,griekenland,chersonissos
1,5,6.0,11.0,8.5,84.0,16.2,0.14,griekenland,chersonissos
1,6,6.4,11.4,8.4,84.0,11.9,0.17,griekenland,chersonissos
1,7,8.0,12.1,10.2,79.5,16.6,0.19,griekenland,chersonissos
1,8,9.7,13.7,11.6,75.0,17.1,0.2,griekenland,chersonissos
1,9,9.2,14.4,11.8,73.5,16.6,0.29,griekenland,chersonissos
1,10,10.0,15.0,12.6,69.5,19.6,0.3,griekenland,chersonissos
1,11,10.1,15.1,12.6,68.0,20.4,0.31,griekenland,chersonissos
1,12,9.6,15.4,12.5,71.0,17.5,0.29,griekenland,chersonissos
1,13,10.0,15.0,12.3,69.0,20.4,0.27,griekenland,chersonissos
1,14,10.0,14.2,11.9,71.5,19.3,0.23,griekenland,chersonissos
1,15,9.0,13.8,11.3,75.5,13.9,0.21,griekenland,chersonissos
1,16,7.9,12.1,10.3,81.5,16.4,0.19,griekenland,chersonissos
1,17,7.5,12.0,9.8,81.5,15.9,0.18,griekenland,chersonissos
1,18,7.4,11.7,9.5,84.5,11.0,0.16,griekenland,chersonissos
1,19,6.7,11.5,9.3,83.5,15.9,0.19,griekenland,chersonissos
1,20,6.5,11.6,9.1,83.0,16.2,0.17,griekenland,chersonissos
1,21,6.2,11.9,9.2,84.5,11.7,0.21,griekenland,chersonissos
1,22,6.4,11.5,8.9,83.0,17.5,0.19,griekenland,chersonissos
1,23,6.1,11.4,8.7,84.0,17.9,0.18,griekenland,chersonissos
2,0,5.7,10.2,7.9,85.0,11.2,0.18,griekenland,chersonissos
2,1,5.5,10.3,8.1,84.0,17.3,0.19,griekenland,chersonissos
2,2,5.4,10.0,7.9,84.5,16.8,0.19,griekenland,chersonissos
2,3,5.2,10.0,8.0,84.0,12.1,0.2,griekenland,chersonissos
2,4,5.4,10.0,7.7,84.0,16.6,0.2,griekenland,chersonissos
2,5,5.2,10.0,7.6,83.5,16.6,0.19,griekenland,chersonissos
2,6,5.8,10.0,8.1,82.5,13.2,0.19,griekenland,chersonissos
2,7,7.7,12.4,10.3,77.5,18.6,0.22,griekenland,chersonissos
2,8,8.6,14.0,11.6,69.5,19.6,0.24,griekenland,chersonissos
2,9,9.2,14.8,11.9,70.5,17.5,0.26,griekenland,chersonissos
2,10,9.7,16.0,12.8,64.5,21.2,0.27,griekenland,chersonissos
2,11,9.9,16.0,13.0,63.5,21.5,0.28,griekenland,chersonissos
2,12,9.6,15.8,12.9,66.0,19.1,0.29,griekenland,chersonissos
2,13,10.0,15.6,12.8,65.5,21.8,0.24,griekenland,chersonissos
2,14,9.5,15.0,12.2,67.5,20.6,0.27,griekenland,chersonissos
2,15,9.0,14.2,11.5,73.5,15.9,0.17,griekenland,chersonissos
2,16,7.7,13.0,10.4,77.5,16.2,0.15,griekenland,chersonissos
2,17,7.0,12.0,9.6,79.0,15.7,0.12,griekenland,chersonissos
2,18,7.0,11.2,9.1,82.5,13.0,0.17,griekenland,chersonissos
2,19,6.4,11.0,9.1,80.5,15.7,0.22,griekenland,chersonissos
2,20,6.1,11.0,8.6,82.0,16.0,0.2,griekenland,chersonissos
2,21,6.2,10.2,8.4,84.5,11.0,0.19,griekenland,chersonissos
2,22,5.8,11.0,8.2,82.0,17.7,0.19,griekenland,chersonissos
2,23,5.7,11.0,8.2,82.5,18.4,0.18,griekenland,chersonissos
3,0,7.2,11.0,9.3,81.0,10.1,0.19,griekenland,chersonissos
3,1,6.8,12.0,9.5,78.5,14.4,0.19,griekenland,chersonissos
3,2,6.5,12.0,9.4,77.5,14.8,0.17,griekenland,chersonissos
3,3,6.2,10.8,8.6,79.5,10.1,0.16,griekenland,chersonissos
3,4,6.3,12.0,9.2,77.5,15.0,0.15,griekenland,chersonissos
3,5,6.8,12.0,9.5,78.0,15.5,0.16,griekenland,chersonissos
3,6,8.6,12.4,10.4,79.0,9.4,0.17,griekenland,chersonissos
3,7,10.7,15.0,12.8,68.5,16.3,0.2,griekenland,chersonissos
3,8,11.7,16.0,13.7,64.0,16.9,0.22,griekenland,chersonissos
3,9,11.6,16.8,14.2,63.5,15.9,0.25,griekenland,chersonissos
3,10,12.8,17.8,15.2,58.5,18.9,0.28,griekenland,chersonissos
3,11,12.2,18.0,15.0,60.0,19.8,0.3,griekenland,chersonissos
3,12,11.8,17.2,14.4,63.5,17.7,0.3,griekenland,chersonissos
3,13,11.7,18.0,14.7,61.5,19.6,0.29,griekenland,chersonissos
3,14,11.0,17.0,14.0,64.5,18.0,0.27,griekenland,chersonissos
3,15,11.2,16.0,13.6,68.5,15.7,0.25,griekenland,chersonissos
3,16,9.8,16.0,12.9,71.5,16.9,0.2,griekenland,chersonissos
3,17,8.7,15.0,11.7,77.0,15.0,0.18,griekenland,chersonissos
3,18,9.2,12.4,10.8,80.0,11.2,0.16,griekenland,chersonissos
3,19,7.8,14.0,10.4,78.5,15.0,0.16,griekenland,chersonissos
3,20,7.3,13.0,9.9,80.0,14.8,0.14,griekenland,chersonissos
3,21,8.2,11.6,9.8,82.5,10.1,0.14,griekenland,chersonissos
3,22,7.2,13.0,9.8,78.5,14.6,0.17,griekenland,chersonissos
3,23,7.0,12.5,9.9,78.5,14.8,0.18,griekenland,chersonissos
4,0,9.4,14.2,11.9,72.5,8.8,0.06,griekenland,chersonissos
4,1,10.0,15.0,12.5,72.3,13.7,0.07,griekenland,chersonissos
4,2,9.9,14.8,12.4,72.3,12.9,0.03,griekenland,chersonissos
4,3,9.1,14.2,11.8,71.5,7.9,0.05,griekenland,chersonissos
4,4,9.6,14.3,12.1,71.5,13.5,0.08,griekenland,chersonissos
4,5,11.7,15.9,13.6,70.0,13.6,0.08,griekenland,chersonissos
4,6,12.8,17.8,14.9,63.8,10.8,0.08,griekenland,chersonissos
4,7,14.9,19.5,17.0,59.8,14.9,0.08,griekenland,chersonissos
4,8,15.9,20.0,18.1,57.5,15.8,0.08,griekenland,chersonissos
4,9,15.7,21.6,18.5,51.5,14.9,0.08,griekenland,chersonissos
4,10,16.8,21.3,19.0,53.3,18.3,0.09,griekenland,chersonissos
4,11,16.8,22.0,19.2,53.3,18.6,0.08,griekenland,chersonissos
4,12,15.9,21.8,18.9,50.0,15.9,0.08,griekenland,chersonissos
4,13,16.1,21.1,18.8,56.5,18.9,0.11,griekenland,chersonissos
4,14,16.0,20.2,18.2,58.8,17.0,0.09,griekenland,chersonissos
4,15,15.0,20.1,17.4,56.3,14.9,0.08,griekenland,chersonissos
4,16,14.4,19.0,16.5,66.5,14.0,0.1,griekenland,chersonissos
4,17,13.2,18.0,15.3,73.0,13.1,0.06,griekenland,chersonissos
